Systematic name	Abundance (data value)	Abundance [ppm]	Size-weighted abundance	Size-weighted abundance [ppm]	Size	Gene name	KO number	KO category
Q9NYB9	6561662.7	18.0213673329	3366133000.0	21.1414865551	513.0	Abi2	K05751	Regulation of actin cytoskeleton
A6NFQ9	2912728.9	7.99970371047	1019455100.0	6.40283562478	350			
A6NG10	7254878.4	19.9252589747	2539207400.0	15.9478603809	350			
Q13162	109079900.0	299.583967724	29560653000.0	185.65996886	271.0	PrdX4	K03386	Other enzymes
Q13813	303695440.0	834.088451631	7.522536e+11	4724.63784717	2477.0	SptAn1	K06114	Cytoskeleton proteins
A6NGP5	29618598.0	81.3463993575	10366509000.0	65.1083634089	350			
P22090	69080252.0	189.72639309	18168106000.0	114.107424968	263.0	Rps4y1	K02987	Ribosome
P30046	103225920.0	283.506225121	17135503000.0	107.62201205	166.0	Ddt	K10028	Other enzymes
Q9H7Z7	6343466.4	17.4220991515	2391486800.0	15.0200797262	377.0	PtgEs2	K05309	Lipid and steroid metabolism
O95825	4153280.8	11.4068342668	1449495000.0	9.10376359287	349.0	CryZl1	K00540	Other enzymes
P17516	3133405.4	8.6057836707	1012089900.0	6.35657741788	323.0	Akr1c4	K00037	Lipid and steroid metabolism
A6NIR2	3965248.9	10.8904115101	1387837100.0	8.7165122086	350	MRPL23	K02892	Ribosome
P32119	226583880.0	622.304363983	44863608000.0	281.77239739	198.0	PrdX2	K03386	Other enzymes
Q92890	13518952.0	37.1293086961	4637000500.0	29.1233542247	343.0	Ufd1l	K14016	Protein processing in endoplasmic reticulum
A6NJA2	36310665.0	99.7259173451	17937469000.0	112.658875836	494.0	Usp14	K11843	Ubiquitin labeling
A6NJG9	136059270.0	373.68182362	34014818000.0	213.634998207	250.0	PsmE1	K06696	Proteasome
O14602	32389211.0	88.9557869309	4664046400.0	29.2932199226	144.0	Eif1ay	K03236	Translation factors
A6NKH4	122187380.0	335.583183577	42765583000.0	268.595447065	350			
P07437	446888600.0	1227.363244	1.9841854e+11	1246.19642055	444.0	TubB	K07375	Cytoskeleton proteins
A6NL28	1143397600.0	3140.29981412	4.0018916e+11	2513.44606575	350			
P68032	1630830800.0	4479.01732355	6.1482321e+11	3861.48634886	377.0	ActC1	K12314	Cytoskeleton proteins
P21810	1236070.8	3.39482337857	454874050.0	2.85690244929	368.0	Bgn	K08118	Glycan metabolism
P51571	26203206.0	71.9661497726	4533154600.0	28.4711349872	173.0	Ssr4	K04571	Protein processing in endoplasmic reticulum
A6NLN1	172179720.0	472.885322404	95904104000.0	602.339635805	557.0			
A6NM69	195232770.0	536.199683594	2.9870614e+11	1876.0672388	1530.0	Scp2	K08764	Peroxisome
A6NMQ3	11454253.0	31.4586881823	4008988600.0	25.1790343954	350			
P11908	4286711.8	11.7732976427	1363174400.0	8.56161454399	318.0	PrpS2	K00948	Pentose phosphate metabolism
Q92783	16164438.0	44.3950395268	8728796500.0	54.8224725068	540.0	StaM	K04705	Jak-STAT signaling pathway
A6NMY6	2985012900.0	8198.22908062	1.0447545e+12	6561.73217609	350			
A6NN80	23024077.0	63.2347879018	8058427000.0	50.6121196267	350			
A6NNR3	24142304.0	66.3059575809	9994913900.0	62.7745064844	414.0	Ppp1ca	K06269	Regulation of actin cytoskeleton
Q08257	22891045.0	62.8694203649	7531153800.0	47.3005038146	329.0	CryZ	K00344	Other enzymes
P68104	1760502300.0	4835.1553698	8.1335206e+11	5108.37558737	462.0	Eef1a1	K03231	Translation factors
A6PWM2	5672015.3	15.57798319	1985205400.0	12.4683704634	350			
A7MAP0	22859333.0	62.7823245133	8000766600.0	50.2499751211	350			
P35241	97179589.0	266.900197511	58696472000.0	368.651706162	604.0	Rdx	K05762	Regulation of actin cytoskeleton
P28482	14695692.0	40.361182196	5290449100.0	33.227432938	360.0	MapK1	K04371	Chromosome-related
A8K0Z3	4227636.8	11.6110503094	1479672900.0	9.29330027104	350			
O00506	14267013.0	39.1838309543	6077747500.0	38.1721747347	426.0	Stk25	K08839	Other enzymes
P11142	3942517500.0	10827.9805489	2.5468663e+12	15995.9632133	646.0	HspA8	K03283	Chaperones and folding catalysts
A8K854	117317260.0	322.207576587	52792767000.0	331.572630593	450.0	TubB3	K07375	Cytoskeleton proteins
A8K8G0	141220080.0	387.855800095	49427028000.0	310.433618612	350			
A8KAH5	5632718.7	15.4700565111	1971451500.0	12.3819870995	350			
A8MQB8	19052012.0	52.3256562217	6668204200.0	41.8806236833	350			
A8MQC5	1020323900.0	2802.28238499	1.3060146e+11	820.261412922	128.0	H2aFv	K11251	Chromosome-related
P14209	118165200.0	324.536412877	21860562000.0	137.298430457	185.0	Cd99	K06520	Cell adhesion molecules (CAMs)
Q00059	6462316.6	17.7485168919	1589729900.0	9.98452922301	246.0	TfaM	K11830	Huntington's disease
P62942	334179960.0	917.813074185	48456094000.0	304.335526794	145.0	FkbP1a	K09568	Chaperones and folding catalysts
P16152	137830510.0	378.546469691	38179051000.0	239.789067575	277.0	Cbr1	K00079	Lipid and steroid metabolism
P55854	25259977.0	69.3756057192	3713216600.0	23.3213954484	147.0	SumO3	K12160	RNA transport
P18124	291203000.0	799.778420711	72218344000.0	453.577784569	248.0	Rpl7	K02937	Ribosome
P18859	118754750.0	326.155590454	14131815000.0	88.7569138894	119.0	Atp5j	K02131	Oxidative phosphorylation
A8MUM1	4937228.6	13.5599183126	1728030000.0	10.8531430611	350			
P62750	314518580.0	863.813810972	61016605000.0	383.223637998	194.0	Rpl23a	K02893	Ribosome
Q9Y6K9	4204375.2	11.5471631732	1761633200.0	11.0641928328	419.0	IkbKg	K07210	MAPK signaling pathway
O00764	5003409.1	13.7416806426	1561063600.0	9.80448636789	312.0	PdxK	K00868	Cofactor biosynthesis
A8MV58	426219100.0	1170.59521597	1.4917668e+11	936.925776418	350			
A8MVD5	41262846.0	113.326901879	14441996000.0	90.7050506508	350			
P49589	4072575.5	11.1851801033	3384310200.0	21.2556510962	831.0	CarS	K01883	tRNA loading
P09972	242311900.0	665.500797387	88201532000.0	553.962515122	364.0	AldOc	K01623	Glycolysis
P07195	211674170.0	581.355389154	70699173000.0	444.036410752	334.0	LdhB	K00016	Glycolysis
P62308	37199761.0	102.167787088	3571177100.0	22.4292957662	96.0	SnrPg	K11099	Spliceosome
P41227	20959922.0	57.5656614643	4925581700.0	30.9358303093	235.0	Naa10	K00670	Other enzymes
A8MWR6	7829181.2	21.5025606728	2740213400.0	17.2103077193	350			
Q9H0B6	4481188.6	12.3074210822	2787299300.0	17.5060375439	622.0	Klc2	K10407	Cytoskeleton proteins
P49593	9710741.3	26.6701968759	4408676600.0	27.689332853	454.0	Ppm1f	K01090	Other enzymes
P09211	637212800.0	1750.08171908	1.3381469e+11	840.442570007	210.0	GstP1	K00799	Cofactor biosynthesis
O15460	23866935.0	65.5496666638	12768810000.0	80.1963632867	535.0	P4hA2	K00472	Amino acid metabolism
Q99733	262670690.0	721.415471733	1.0139089e+11	636.800191122	386.0	Nap1l4	K11282	Chromosome-related
A8MXJ6	7086540.1	19.4629239722	2480289000.0	15.5778148238	350			
P46781	292309200.0	802.816558673	56707985000.0	356.162725134	194.0	Rps9	K02997	Ribosome
P55735	3032192.7	8.32780668089	976366050.0	6.1322085963	322.0	Sec13	K14004	RNA transport
A8MXP8	125319880.0	344.1864806	43861958000.0	275.481389278	350			
P43243	85867568.0	235.83214433	76851473000.0	482.676823277	895.0			
A8MXR0	17008116.0	46.7121703888	5952840600.0	37.3876788319	350			
Q92934	7934786.6	21.7926020529	1333044100.0	8.37237682453	168.0	Bad	K02158	ErbB signaling pathway
P52565	755266210.0	2074.3111048	1.5407431e+11	967.686052021	204.0	ArhGdia	K12462	Vasopressin-regulated water reabsorption
A8MY36	47459054.0	130.344561205	60652671000.0	380.937897723	1278.0	DctN1	K04648	Cytoskeleton proteins
A8MY67	78797144.0	216.413482639	47514678000.0	298.422827056	603.0	Ppp2r1b	K03456	mRNA surveillance pathway
B7Z4Q3	6807671.5	18.6970215313	3117913500.0	19.5825079817	458.0			
B7Z4Q3	23508514.0	64.5652764572	10766899000.0	67.6230708794	458.0			
A9UJP8	1801403.6	4.94748929877	630491260.0	3.9598918095	350			
Q8IYB3	nan	nan	nan	nan	916.0	SrrM1	K13171	RNA transport
Q99536	34612025.0	95.0606645264	18171313000.0	114.127566997	525.0	Vat1	K00540	Other enzymes
P63104	1950206800.0	5356.17186143	4.7975087e+11	3013.14492561	246.0	YwhAz	K06630	Cell cycle
B0AZT5	14511165.0	39.8543855193	5078907800.0	31.8988171199	350			
Q9Y3F4	104419800.0	286.785173006	37904387000.0	238.064000483	363.0	StrAp	K13137	RNA transport
Q9BQ04	5006913.2	13.7513045255	1797481800.0	11.2893451648	359.0			
B0QY01	34952929.0	95.9969449313	12233525000.0	76.8344282025	350			
O15371	13596010.0	37.3409456831	7450613500.0	46.7946587783	548.0	Eif3d	K03251	Translation factors
B0QYC6	2036965.3	5.59445091801	712937860.0	4.47770963946	350			
B0QYG7	64794140.0	177.954742776	22677949000.0	142.43214807	350			
Q01844	30798996.0	84.588319421	20358136000.0	127.862226041	661.0			
P63279	5805705.7	15.9451589986	1068249800.0	6.70929781567	184.0	Ube2i	K10577	RNA transport
P46060	19443977.0	53.4021738011	11413614000.0	71.6848582411	587.0	RanGap1	K14319	RNA transport
E9PB03	461730.02	1.26812466283	238252690.0	1.49638057746	516.0	ArfGap3	K12493	Endocytosis
B0QZ43	9818151.5	26.9651950734	3436353000.0	21.5825134503	350			
B0QZK4	4715338.8	12.9505060682	1650368600.0	10.3653793738	350			
Q14320	8428298.6	23.1480147649	2857193200.0	17.9450163208	339.0			
P28062	2897887.2	7.95894152263	799816870.0	5.02336586333	276.0	PsmB8	K02740	Proteasome
B0YIW6	94408276.0	259.288887413	33042897000.0	207.530707392	350			
E9PAX3	88949041000.0	244295.297558	3.8425986e+13	241339.978659	432.0	GfaP	K05640	Cytoskeleton proteins
P25325	5534263.9	15.199653993	1649210600.0	10.3581063869	298.0	MpsT	K01011	Sulfur relay system
P35579	540339160.0	1484.02179934	1.0590648e+12	6651.61009091	1960.0	Myh9	K10352	Cytoskeleton proteins
B1AHC8	73531547.0	201.951712489	44780712000.0	281.251757038	609.0	XrcC6	K10884	Non-homologous end-joining
P55769	43204253.0	118.658905411	5702961400.0	35.818276272	132.0	Nhp2l1	K12845	Spliceosome
P00387	13914155.0	38.2147193244	4647327800.0	29.1882163303	334.0	Cyb5r3	K00326	Other central metabolism enzymes
P47756	217292030.0	596.784636787	72575538000.0	455.821193296	334.0	CapZb	K10365	Cytoskeleton proteins
B1AKP7	17782071.0	48.8378095739	6223724800.0	39.089006341	350			
P16520	41412989.0	113.739264154	14080416000.0	88.4340950146	340.0	Gnb3	K07825	GTP-binding signaling proteins
Q8TF09	88919716.0	244.214757515	8536292700.0	53.6134244687	96.0	DynLrb2	K10419	Cytoskeleton proteins
O75914	81613247.0	224.147806838	45621805000.0	286.534363623	559.0	Pak3	K05733	ErbB signaling pathway
B1AKZ3	801762670.0	2202.01193668	2.8061693e+11	1762.4553316	350			
O15511	227843820.0	625.764743249	34404417000.0	216.081931237	151.0	ArpC5	K05754	Regulation of actin cytoskeleton
B1AMS2	386759100.0	1062.21976488	1.3536568e+11	850.183787669	350			
Q9UDY2	12127005.0	33.3063770183	14807073000.0	92.9979697028	1221.0	Tjp2	K06098	Tight junction
B1ANR0	19343694.0	53.1267501984	6770292900.0	42.5218065713	350			
A6NLG0	18201954.0	49.9910029222	6370683900.0	40.0120042846	350			
Q01813	36679992.0	100.740260483	28757114000.0	180.613225619	784.0	PfkP	K00850	Glycolysis
P19367	662100.18	1.81843400072	630319370.0	3.95881222942	952.0	Hk1	K00844	Glycolysis
B1ARP7	23620563.0	64.8730149498	8267197000.0	51.9233298933	350			
P07602	512650370.0	1407.97554728	2.8657156e+11	1799.85424902	559.0	PsaP	K12382	Lysosome
B1B0M1	9362160.1	25.7128313212	3276756000.0	20.5801413427	350			
O00148	6702649.2	18.408581614	2862031200.0	17.9754020816	427.0	Ddx39	K13182	Other enzymes
Q16881	191708620.0	526.520734128	1.2441889e+11	781.430885272	649.0	TxnRd1	K00384	Pyrimidine metabolism
P12814	242120500.0	664.975124266	2.2517206e+11	1414.22578343	930.0	ActN1	K05699	Focal adhesion
P09429	69739370.0	191.536636642	15063704000.0	94.6097779219	216.0	HmgB1	K10802	Chromosome-related
Q5R370	21526941.0	59.1229584713	4908142500.0	30.8263008842	228.0	CacYbp	K04507	Wnt signaling pathway
B3KMT9	1825297.3	5.01311247453	638854060.0	4.0124155879	350			
Q9UBE0	111134380.0	305.226522127	38452495000.0	241.506472279	346.0	Sae1	K10684	Ubiquitin mediated proteolysis
P55209	306297850.0	841.235875798	1.1976246e+11	752.185501254	391.0	Nap1l1	K11279	Chromosome-related
B3KPE7	16817035.0	46.1873733902	5885962200.0	36.9676393401	350			
P61289	21657900.0	59.4826325893	5501106600.0	34.5504979221	254.0	PsmE3	K06698	Proteasome
Q9Y230	105232130.0	289.016207729	48722476000.0	306.008577583	463.0	RuvBl2	K11338	Chromosome-related
Q15628	5702290.1	15.6611318242	1779114500.0	11.173986673	312.0	TraDd	K03171	Apoptosis
Q9H0E2	5229059.3	14.3614206885	1432762200.0	8.99867081542	274.0	TolLip	K05402	Toll-like receptor signaling pathway
P38159	127326720.0	349.69819348	49784748000.0	312.680330958	391.0	RbmX	K12885	Spliceosome
Q13547	2894053.2	7.94841158143	1394933600.0	8.76108280618	482.0	HdaC1	K06067	Chromosome-related
O15372	49955493.0	137.200939885	17584334000.0	110.440960248	352.0	Eif3h	K03247	Translation factors
O00303	106975120.0	293.803266206	39794745000.0	249.936668094	372.0	Eif3f	K03249	Translation factors
B3KSI9	4572748.0	12.5588856356	1600461800.0	10.0519324776	350			
P04179	344092210.0	945.036707357	76388471000.0	479.768872059	222.0	Sod2	K04564	Peroxisome
B3KUP2	103699950.0	284.808131231	36294982000.0	227.955898941	350			
P00367	87317652.0	239.814747158	48723250000.0	306.013438802	558.0	GluD1	K00261	Amino acid metabolism
P14678	8408867.0	23.0946465841	2421753700.0	15.2101753817	288.0	SnrPb	K11086	Spliceosome
P09417	nan	nan	nan	nan	244.0	QdpR	K00357	Cofactor biosynthesis
Q9UBT2	4860320.4	13.3486927458	3110605100.0	19.5366065155	640.0	Uba2	K10685	Ubiquitin mediated proteolysis
P12081	32388762.0	88.9545537688	16485880000.0	103.541960573	509.0	HarS	K01892	tRNA loading
O00469	2591633.0	7.11782552996	1910033500.0	11.996242442	737.0	PloD2	K13645	Amino acid metabolism
B3KXH8	21116977.0	57.9970072947	7390942000.0	46.4198832673	350			
B3KXI2	2888001.4	7.93179053341	2209321100.0	13.8759616247	765.0	Sec23a	K14006	Protein processing in endoplasmic reticulum
B3KYB6	45505891.0	124.980270248	15927062000.0	100.032223069	350			
B4DDC6	49771965.0	136.696886925	17420188000.0	109.410017486	350			
B4DDD6	4584395.2	12.5908742457	1604538300.0	10.0775355271	350	IMP3	K14560	Ribosome biogenesis in eukaryotes
B4DDF4	228489080.0	627.536926309	79971178000.0	502.270583034	350			
B4DDF9	47465304.0	130.361726602	16612856000.0	104.339451758	350			
B4DDM3	2473547.2	6.79350718629	865741520.0	5.43741518985	350			
O43684	7597587.7	20.8664975701	2492008800.0	15.6514227276	328.0	Bub3	K02180	Chromosome-related
O00429	1417895.7	3.89419883613	1121555500.0	7.04409199637	791.0	Dnm1l	K01528	Endocytosis
P52788	2829586.9	7.77135723926	1035628800.0	6.50441689358	366.0	Sms	K00802	Amino acid metabolism
B4DE64	93648334.0	257.201734421	32776917000.0	205.860181422	350	CSTF3	K14408	mRNA surveillance pathway
P68431	600712730.0	1649.83560781	81696931000.0	513.109425066	136.0	HisT1h3f	K11253	Chromosome-related
B4DEH8	19036699.0	52.2835996256	6662844600.0	41.8469619381	350			
B4DEK4	43879690.0	120.513968501	15357892000.0	96.4574683271	350			
B4DEM2	123245520.0	338.489326502	43135932000.0	270.921477677	350			
P50990	144966070.0	398.144025031	79441406000.0	498.943273146	548.0	Cct8	K09500	Chaperones and folding catalysts
P25786	90691248.0	249.080205553	23851798000.0	149.804676978	263.0	PsmA1	K02725	Proteasome
Q9P0J0	2298705.2	6.31331000895	627546520.0	3.9413969428	273.0	NduFa13	K11353	Oxidative phosphorylation
P43034	4418116.4	12.1341955849	1811427700.0	11.3769344126	410.0	PafAh1b1	K01062	Lipid and steroid metabolism
P46459	27633979.0	75.8957156436	20559680000.0	129.128052366	744.0	Nsf	K06027	Other enzymes
B4DFK6	820774120.0	2254.22619085	2.8727094e+11	1804.24680655	350			
P48735	24680871.0	67.7851122074	11155754000.0	70.0653311092	452.0	Idh2	K00031	Peroxisome
O75489	12707968.0	34.9019707128	3354903600.0	21.0709586796	264.0	NduFs3	K03936	Oxidative phosphorylation
Q969G3	6336039.9	17.4017025401	2604112400.0	16.3555056477	411.0	SmaRce1	K11651	Chromosome-related
B4DFR5	76887194.0	211.16787461	41134649000.0	258.352129515	535.0	Ehd3	K12476	Endocytosis
O43776	9809784.4	26.9422151384	5375761900.0	33.7632523528	548.0	NarS	K01893	tRNA loading
P47755	96723291.0	265.646991693	27662861000.0	173.740610934	286.0	CapZa2	K10364	Cytoskeleton proteins
Q8TAT6	4326563.1	11.882747785	2630550400.0	16.5215533415	608.0	NplOc4	K14015	Protein processing in endoplasmic reticulum
B4DGB4	76104583.0	209.018462037	26636604000.0	167.29505499	350			
P27824	24010298.0	65.9434079155	14214096000.0	89.2736916445	592.0	CanX	K08054	Chaperones and folding catalysts
B4DGQ0	1031316500.0	2832.47316004	3.6096078e+11	2267.06653518	350	CPSF3	K14403	mRNA surveillance pathway
P35222	3694070.6	10.1456301977	2885069100.0	18.1200949541	781.0	CtnNb1	K02105	Wnt signaling pathway
P09622	61441922.0	168.747998278	31273938000.0	196.42050381	509.0	Dld	K00382	Glycolysis
B4DHN5	31667727.0	86.974257434	11083704000.0	69.6128106336	350			
B4DHQ6	3348004.4	9.19517199879	1171801500.0	7.35966928742	350			
P31942	250018570.0	686.666885516	86506425000.0	543.316149738	346.0			
P61201	18408388.0	50.5579663756	8154915900.0	51.2181321587	443.0	CopS2	K12176	Ubiquitin labeling
Q12765	16316180.0	44.8117933965	7081222100.0	44.4746425113	434.0	ScrN1	K14358	Peptidases
P61086	6634654.9	18.2218377485	1326931000.0	8.33398261329	200.0	Ube2k	K04649	Ubiquitin mediated proteolysis
Q9UPT5	7703058.8	21.1561701003	5661748200.0	35.5594307915	735.0	ExoC7	K07195	Insulin signaling pathway
P28331	6107582.4	16.7742523471	4525718600.0	28.4244321107	741.0	NduFs1	K03934	Oxidative phosphorylation
P22102	3308394.9	9.08638595141	3341478800.0	20.9866422759	1010.0	GarT	K11787	Other central metabolism enzymes
B4DJ96	7191693.0	19.7517225776	2517092600.0	15.8089651718	350			
P20339	10245734.0	28.1395348178	2202832800.0	13.8352109154	215.0	Rab5a	K07887	GTP-binding signaling proteins
O75367	44454619.0	122.092990035	16537118000.0	103.863768264	372.0	H2aFy	K11251	Chromosome-related
B4DJC7	1736571.0	4.76942892701	607799850.0	3.81737511766	350			
P11310	4728070.1	12.9854721194	2146543800.0	13.4816796863	454.0	AcaDm	K00249	Other central metabolism enzymes
P62258	1755980900.0	4822.73750957	4.4777513e+11	2812.31665255	255.0	YwhAe	K06630	Cell cycle
Q13243	9104510.4	25.0052058154	2476426800.0	15.5535577165	272.0	SrsF5	K12893	Spliceosome
P62318	40607982.0	111.528341783	5116605700.0	32.1355842488	126.0	SnrPd3	K11088	Spliceosome
B4DJS7	37323734.0	102.508274412	13063307000.0	82.0459944112	350			
O75390	6213092.1	17.0640308907	2895300900.0	18.1843572581	466.0	Cs	K01647	TCA cycle and anaplerotic enzymes
B4DK44	12931981.0	35.5172142486	4526193400.0	28.4274141609	350			
B4DKT0	22230545.0	61.0553812002	7780690800.0	48.8677571378	350			
B4DKZ7	1481297.5	4.06832956787	518454120.0	3.25622630104	350			
P36542	67623437.0	185.725303815	20151784000.0	126.566202374	298.0	Atp5c1	K02136	Oxidative phosphorylation
D6RDK4	72886081.0	200.178963658	52769523000.0	331.426643279	724.0	Ddx4	K13982	Other enzymes
Q15366	106991430.0	293.848061026	39158863000.0	245.94291896	366.0			
B4DLN1	66195509.0	181.803551633	23168428000.0	145.512672572	350			
Q92747	10358990.0	28.4505882919	3832826300.0	24.0726215183	370.0	ArpC1a	K05757	Regulation of actin cytoskeleton
P34897	21035460.0	57.7731238267	10601872000.0	66.5865948691	504.0	ShmT2	K00600	Other central metabolism enzymes
P17844	30413742.0	83.5302333584	18674038000.0	117.285004278	614.0	Ddx5	K12823	Spliceosome
Q02543	20548219.0	56.4349341876	3616486500.0	22.7138680249	176.0	Rpl18a	K02882	Ribosome
B4DME2	12114235.0	33.2713046789	4239982200.0	26.6298232052	350			
B4DT13	33821094.0	92.8884013764	7305356300.0	45.8823498645	216.0	Rab11a	K07904	GTP-binding signaling proteins
P32322	20039873.0	55.0387804356	6933796100.0	43.5487121346	346.0	PycR1	K00286	Amino acid metabolism
B4DMW2	930940.86	2.556795125	325829300.0	2.04641817932	350			
P31153	26691000.0	73.3058582061	10542945000.0	66.2164952984	395.0	Mat2a	K00789	Amino acid metabolism
Q01130	18978071.0	52.1225799614	4194153700.0	26.3419906636	221.0	SrsF2	K12891	Spliceosome
B4DNE4	129626910.0	356.015581438	45369418000.0	284.949210462	350			
P30740	4542169.1	12.4749018018	1721482100.0	10.8120180254	379.0	SerPinb1	K13963	Protease inhibitors
Q9NZN4	155906950.0	428.19275299	84657474000.0	531.703544797	543.0	Ehd2	K12469	Endocytosis
B4DX20	210700720.0	578.681844226	1.1167138e+11	701.368299724	530.0	Cct6b	K09498	Chaperones and folding catalysts
B4DPY8	2325791.0	6.38770017096	814026850.0	5.11261370384	350			
P45954	5275330.3	14.4885023027	2278942700.0	14.3132301819	432.0	AcaDsb	K09478	Lipid and steroid metabolism
Q96DI7	2146165.6	5.89436555994	877781730.0	5.51303547515	409.0	SnrNp40	K12857	Spliceosome
P52209	61023010.0	167.597471746	29474114000.0	185.116448118	483.0	Pgd	K00033	Pentose phosphate metabolism
P60900	108269380.0	297.3579041	27283884000.0	171.360390916	252.0	PsmA6	K02730	Proteasome
Q15942	445394960.0	1223.2610162	2.5877447e+11	1625.27059338	581.0	Zyx	K06273	Focal adhesion
P61916	22875977.0	62.8280366523	5055590900.0	31.7523719474	221.0	Npc2	K13443	Lysosome
O60814	1375472400.0	3777.68478966	1.7330952e+11	1088.49557844	126.0	HisT1h2bk	K11252	Chromosome-related
P62191	79439323.0	218.177203845	34953302000.0	219.529283094	440.0	PsmC1	K03062	Proteasome
Q02809	6103096.6	16.761932261	4723796800.0	29.6684909765	774.0	PloD1	K00473	Amino acid metabolism
B4DRE6	33404057.0	91.7430244633	11691420000.0	73.4296591191	350			
Q09028	9422314.1	25.8780420886	4004483500.0	25.1507394614	425.0	RbbP4	K10752	Chromosome-related
Q9NUU7	18404051.0	50.5460549632	8797136400.0	55.2516911613	478.0	Ddx19a	K01529	Other enzymes
P23588	149762380.0	411.316915548	92253626000.0	579.412279234	616.0	Eif4b	K03258	Translation factors
B4DS69	4493910.6	12.3423615913	1572868700.0	9.87863001074	350			
P27816	752679270.0	2067.20616842	1.7289043e+12	10858.6342291	2297.0	Map4	K10431	Cytoskeleton proteins
P07910	296510920.0	814.356429436	90732342000.0	569.857634414	306.0	HnrNpc	K12884	Spliceosome
B4DT23	5162326.6	14.1781417614	1806814300.0	11.3479592847	350			
B4DT30	94146231.0	258.569190376	32951181000.0	206.954671751	350			
Q96AE4	108081920.0	296.843052046	71874477000.0	451.418077999	665.0			
Q7Z3B4	4943563.7	13.5773174338	2506386800.0	15.7417258421	507.0	Nup54	K14308	RNA transport
O43242	46099891.0	126.611669588	24617342000.0	154.61278711	534.0	PsmD3	K03033	Proteasome
B4DT77	11707908.0	32.1553423902	4097767800.0	25.7366250381	350			
Q05519	23833046.0	65.4565917611	11535194000.0	72.448459066	484.0			
Q14103	100036410.0	274.746352213	35512926000.0	223.044082798	355.0			
P26641	150161530.0	412.413166468	73128665000.0	459.295187649	487.0	Eef1g	K03233	Translation factors
P18206	1090800400.0	2995.84352229	1.2369677e+12	7768.9550587	1134.0	Vcl	K05700	Regulation of actin cytoskeleton
B4DTT5	18619358.0	51.1373877875	6516775300.0	40.9295525124	350			
P40121	51922266.0	142.602610211	52701100000.0	330.996902703	1015.0	CapG	K10368	Cytoskeleton proteins
Q13126	18466537.0	50.7176704837	5226030000.0	32.8228394366	283.0	MtaP	K00772	Amino acid metabolism
Q15746	41958507.0	115.237509448	80308582000.0	504.389697796	1914.0	MylK	K00907	Calcium signaling pathway
