!!SBtab TableType='Proteomaps' Organism='sce' DefaultProteinLength='350' ProteinURL='identifiers.org/sgd/'
!Protein:Identifier	!Abundance:[original]	!Abundance:[ppm]	!SizeWeightedAbundance:[original]	!SizeWeightedAbundance:[ppm]	!Protein:Size	!Protein:Name	!Identifiers:kegg.orthology	!Pathway	!Protein
YAR033W	149.42424	13.074777679234336	52298.484	11.0641260057681					
YAR035C-A	129.96389	11.371976649026063	45487.361	9.62318322217259					
YAR035W	4904.7852	429.17384792720986	3369587.4	712.8608083754115	687.0	YAT1	K00624	Peroxisome	carnitine O-acetyltransferase YAT1
YAR042W	1653.1019	144.6481496149478	578585.66	122.40401934730079					
YAR050W	274.47142	24.016537047829406	96064.997	20.32325127343528		Flo1		Cell wall	
YAR068W	874.27589	76.50005709960267	305996.56	64.73580567214107					
YBL001C	4192.2924	366.82998084075075	1467302.3	310.41851109399937					
YBL002W	7813.5898	683.6973004629842	1023580.3	216.54588336101511	131.0	HTB2	K11252	Chromosome-related	histone H2B
YBL003C	8488.7502	742.7745434044435	1120515.0	237.05312665187856	132.0	HTA2	K11251	Chromosome-related	histone H2A
YBL004W	2008.3387	175.7317420995583	702918.55	148.70754970625543		UTP20	K14772	Ribosome biogenesis	Utp20p
YBL005W	435.35381	38.09391486654123	152373.83	32.235795880842126					
YBL006C	2138.5508	187.12543738384568	384939.14	81.43668465632786	180.0	LDB7	K11764	Transcription machinery	Ldb7p
YBL007C	2707.2604	236.88812370599987	947541.14	200.45924406927654					
YBL008W	727.20657	63.63133738962675	610853.52	129.2305206465829	840.0	HIR1	K11293	Chromosome-related	Hir1p
YBL008W-A	110.27264	9.648971626706906	38595.424	8.165143647032796					
YBL009W	912.60451	79.85385153919195	319411.58	67.57385106653336		ALK2	K16315	Chromosome-related	Alk2p
YBL010C	465.88835	40.76571913362459	163060.92	34.49672777315059					
YBL011W	2803.7648	245.3323598959775	2128057.5	450.2060963663851	759.0	SCT1	K13507	Lipid and steroid metabolism	bifunctional glycerol-3-phosphate/glycerone-phosphate O-acyltransferase SCT1
YBL013W	323.31079	28.290033133497076	129647.63	27.427902397117297	401.0	FMT1	K00604	Other central metabolism enzymes	Fmt1p
YBL014C	909.11407	79.54843437928064	318189.92	67.31539997689553		RRN6	K15218	Transcription machinery	Rrn6p
YBL015W	13494.709	1180.8011874175347	7098216.9	1501.6795935781356	526.0	ACH1	K01067	Glycolysis	Ach1p
YBL016W	124.09095	10.858088240937239	43804.105	9.267078129643233	353.0	Fus3	K04371	MAPK signaling pathway	mitogen-activated serine/threonine-protein kinase FUS3
YBL017C	2985.8518	261.26516332384665	1045048.1	221.08755313994462					
YBL018C	1651.3022	144.49067397786698	577955.77	122.27076152036696		Pop8	K14528	Ribosome biogenesis in eukaryotes	Pop8p
YBL019W	703.36428	61.545112014722164	365749.43	77.3769614441952	520.0	APN2	K10772	Base excision repair	DNA-(apurinic or apyrimidinic site) lyase APN2
YBL020W	1826.0993	159.78560351188966	1048181.0	221.7503410013188	574.0	RFT1	K06316	Carbohydrate metabolism	Rft1p
YBL021C	1057.5125	92.53345260789882	370129.38	78.30357183502343					
YBL022C	4962.9691	434.26500018611245	5623044.0	1189.5959996082925	1133.0	PIM1	K08675	Mitochondrial biogenesis	ATP-dependent Lon protease PIM1
YBL023C	1526.0602	133.53186765499282	1324620.3	280.23309258827356	868.0	MCM2	K02540	DNA replication	MCM DNA helicase complex subunit MCM2
YBL024W	1685.384	147.47286721444044	589884.4	124.79435026141317		NCL1	K15334	Transfer RNA biogenesis	Ncl1p
YBL025W	480.04124	42.004111848679784	168014.43	35.544678968271896		RRN10	K15221	Transcription machinery	Rrn10p
YBL026W	2543.5471	222.5630382939289	244180.52	51.65817122794569	96.0	LSM2	K12621	RNA degradation	Sm-like protein LSM2
YBL027W	9056.2905	792.4349147505247	1711638.9	362.10970218513995	189.0	RPL19B	K02885	Ribosome	ribosomal 60S subunit protein L19B
YBL028C	518.62516	45.38024530596466	181518.81	38.401629122883925					
YBL029C-A	2182.6569	190.98476738142892	763929.92	161.61495033883477					
YBL029W	2081.0769	182.09641086941573	728376.92	154.09345369501096					
YBL030C	15579.084	1363.186185495183	5452679.4	1153.554125023127		Pet9	K05863	Transport	ADP/ATP carrier protein PET9
YBL031W	477.65292	41.7951313443997	167178.52	35.36783610664169					
YBL032W	2827.2907	247.39090081413042	989551.74	209.34689312575628		HEK2	K18738	Messenger RNA Biogenesis	Hek2p
YBL033C	2783.1488	243.52843827900898	960186.34	203.13442842391552	345.0	RIB1	K01497	Cofactor biosynthesis	GTP cyclohydrolase II
YBL034C	908.25594	79.47334710448585	317889.58	67.25186085777743		Stu1		Cytoskeleton proteins	
YBL035C	460.68709	40.31060342982784	324784.4	68.71051035260963	705.0	POL12	K02321	DNA replication	DNA-directed DNA polymerase alpha subunit POL12
YBL036C	1028.2982	89.97717072515707	359904.37	76.1403963393391					
YBL037W	1162.0346	101.6792459548598	1191085.5	251.98283100602498	1025.0	APL3	K11824	Endocytosis	Apl3p
YBL038W	2881.166	252.10504605523755	1008408.1	213.33609371233783					
YBL039C	1022.664	89.48417231739978	592122.46	125.26782818953953	579.0	URA7	K01937	Pyrimidine metabolism	CTP synthase URA7
YBL039W-B	1313.4111	114.9248484311422	459693.89	97.25159763792963					
YBL040C	1927.2005	168.63206452185568	674520.17	142.69966514348906					
YBL041W	3818.5435	334.12656019522234	920268.98	194.6896195675516	241.0	PRE7	K02732	Proteasome	proteasome core particle subunit beta 6
YBL042C	3545.5575	310.23999895493455	1240945.1	262.53099330069483					
YBL043W	2467.852	215.93963767360512	863748.2	182.73223602533847					
YBL044W	111.39676	9.747333305406299	38988.866	8.2483791737827					
YBL045C	12648.435	1106.7513250543977	5780334.8	1222.872016380558	457.0	Cor1	K00414	Oxidative phosphorylation	ubiquinol--cytochrome-c reductase subunit COR1
YBL046W	469.91058	41.11766847614591	164468.7	34.79455390723892					
YBL047C	4431.6769	387.7763755980851	1551086.9	328.1437547500655					
YBL049W	1309.8373	114.6121371838235	458443.05	96.98697330631316					
YBL050W	3378.2848	295.60346231064403	1182399.7	250.14528662020874					
YBL051C	934.71284	81.78835359594758	327149.49	69.21086240440108					
YBL052C	719.79128	62.98249173930221	598866.34	126.69454522569262	832.0	SAS3	K11378	Chromosome-related	Sas3p
YBL054W	349.33029	30.566766666321723	122265.6	25.866180070742402					
YBL055C	370.9772	32.46089398925403	129842.02	27.469027020428772					
YBL056W	1846.5768	161.5774062336336	864197.94	182.82738180489554	468.0	PTC3	K14803	Ribosome biogenesis	type 2C protein phosphatase PTC3
YBL057C	1416.4316	123.93925020359599	294617.77	62.32853959626067	208.0	PTH2	K04794	Translation factors	Pth2p
YBL058W	1703.3517	149.0450598045261	720517.77	152.43079315023815	423.0	SHP1	K14012	Protein processing in endoplasmic reticulum	Shp1p
YBL059C-A	2589.6439	226.59655662886658	906375.36	191.7503228499592		CMC2	K18172	Mitochondrial biogenesis	Cmc2p
YBL059W	1175.5442	102.86135012039132	411440.47	87.04323444542771					
YBL060W	335.63907	29.36877056035199	117473.67	24.852412303959326					
YBL061C	478.82828	41.89797657682695	167589.9	35.45486654821726					
YBL063W	811.10101	70.97218885739305	901133.22	190.64130987168858	1111.0	Kip1		Cytoskeleton proteins	Kip1p
YBL064C	9039.8266	790.9943062372531	2359394.7	499.14716950765586	261.0	PRX1	K03386	Other enzymes	Prx1p
YBL066C	1343.1103	117.5235595723273	470088.61	99.45067652279134					
YBL067C	1268.2252	110.97103480133143	947364.22	200.42181535197489	747.0	UBP13	K11872	Ubiquitin labeling	Ubp13p
YBL068W	2693.6851	235.70027072157842	878141.34	185.77720984482167	326.0	PRS4	K00948	Pentose phosphate metabolism	ribose phosphate diphosphokinase subunit PRS4
YBL069W	470.80668	41.196078165754244	164782.34	34.86090673843091					
YBL071C-B	108.71294	9.512496241278802	38049.529	8.049655575410705					
YBL071W-A	554.51542	48.520680688804255	194080.4	41.059125171771235		KTI11	K15455	Transfer RNA biogenesis	Kti11p
YBL072C	9462.9071	828.0142936095784	1892581.4	400.3894087211591	200.0	RPS8A	K02995	Ribosome	ribosomal 40S subunit protein S8A
YBL074C	196.13193	17.16174952972256	69626.835	14.730065135785287	355.0	AAR2	K13205	Spliceosome	Aar2p
YBL075C	879.18494	76.92960412200175	570591.03	120.71269701968812	649.0	SSA3	K03283	Chaperones and folding catalysts	Hsp70 family ATPase SSA3
YBL076C	4620.5345	404.30161362528713	4953213.0	1047.8883626035629	1072.0	ILS1	K01870	tRNA loading	isoleucine--tRNA ligase ILS1
YBL078C	1837.7461	160.8047107241767	215016.29	45.48826550790221	117.0	ATG8	K08341	FoxO signaling pathway	ubiquitin-like protein ATG8
YBL079W	1945.4628	170.23003492084504	2922085.1	618.1884305858174	1502.0	NUP170	K14312	RNA transport	Nup170p
YBL080C	507.42464	44.40018806162586	274516.73	58.07601787102318	541.0	PET112	K02434	tRNA loading	glutamyl-tRNA(Gln) amidotransferase subunit PET112
YBL081W	554.22771	48.49550576212507	193979.7	41.03782135178325					
YBL082C	918.38308	80.35948247332882	426129.75	90.15085884337411	464.0	ALG3	K03845	Glycan metabolism	dolichyl-P-Man:Man(5)GlcNAc(2)-PP-dolichol alpha-1,3-mannosyltransferase
YBL084C	1562.5411	136.72398465714977	1184406.2	250.56977634022766	758.0	CDC27	K03350	Cell cycle	anaphase promoting complex subunit CDC27
YBL085W	1047.5472	91.66147840875367	366641.52	77.56568959487134					
YBL086C	508.61429	44.504283684036935	178015.0	37.66037254381616					
YBL087C	6633.8383	580.4678071810159	1253795.4	265.24956805731534	189.0	RPL23A	K02894	Ribosome	ribosomal 60S subunit protein L23A
YBL088C	1062.5554	92.97471164564672	371894.39	78.67697258295794		TEL1	K04728	NF-kappa B signaling pathway	Tel1p
YBL089W	1296.0321	113.4041677083397	453611.23	95.96476651888142					
YBL090W	865.38304	75.72192339997817	302884.06	64.0773335796622		MRP21	K17415	Ribosome	mitochondrial 37S ribosomal protein MRP21
YBL091C	2136.9966	186.9894432541846	899675.57	190.3329333751097	421.0	MAP2	K01265	Peptidases	Map2p
YBL091C-A	832.26326	72.82390792213366	291292.14	61.62497829669102					
YBL092W	13462.661	1177.9969538135083	1750145.9	370.2561390895847	130.0	RPL32	K02912	Ribosome	ribosomal 60S subunit protein L32
YBL093C	753.74658	65.95361609323372	263811.3	55.81120601785494		ROX3	K15138	Transcription machinery	Rox3p
YBL095W	1543.9103	135.09377012176864	540368.6	114.31892136606676					
YBL097W	130.78291	11.443641757811937	98610.314	20.86173166251546	754.0	BRN1	K06676	Chromosome-related	Brn1p
YBL098W	1015.1748	88.8288594645767	466980.41	98.79311412669725	460.0	BNA4	K00486	Amino acid metabolism	kynurenine 3-monooxygenase
YBL099W	17374.995	1520.3302811030403	9469372.3	2003.3148250096522	545.0	ATP1	K02132	Oxidative phosphorylation	F1F0 ATP synthase subunit alpha
YBL100W-C	103.43532	9.050698957414545	36202.362	7.658873914479641					
YBL101C	3242.2831	283.70317095565423	1134799.1	240.07503226350187					
YBL102W	2640.4352	231.0408486362363	924152.32	195.51116848822852					
YBL103C	646.17154	56.54068729510337	226160.04	47.84580715627539					
YBL104C	1711.6135	149.7679759674612	599064.72	126.73651396262626					
YBL105C	1391.8751	121.79053070480437	1602048.2	338.9249897208106	1151.0	PKC1	K02677	MAPK signaling pathway	protein kinase C
YBL106C	450.00398	39.375820103020864	157501.39	33.32056862381754					
YBL107C	1061.3191	92.86653409932065	371461.68	78.58542962419921					
YBR001C	1289.3081	112.81581065786936	1005660.3	212.75477656672706	780.0	NTH2	K01194	Carbohydrate metabolism	alpha,alpha-trehalase NTH2
YBR002C	994.15999	86.99004155443474	284329.76	60.15203599075267	286.0	RER2	K11778	Cofactor biosynthesis	Rer2p
YBR003W	2372.5717	207.60251151716122	1122226.4	237.415185813025	473.0	COQ1	K05355	Cofactor biosynthesis	trans-hexaprenyltranstransferase
YBR004C	615.57928	53.863832467497524	266545.83	56.38971579811078	433.0	GPI18	K07542	Glycan metabolism	Gpi18p
YBR005W	632.66021	55.35843175275783	221431.07	46.84535903702403					
YBR006W	1961.507	171.633919244039	974868.98	206.24064808139798	497.0	UGA2	K00135	Other central metabolism enzymes	succinate-semialdehyde dehydrogenase (NAD(P)(+))
YBR007C	755.56733	66.11293362738658	264448.57	55.94602513765382					
YBR008C	460.29963	40.2767002735555	252244.2	53.36410158703969	548.0	FLR1	K08158	Transport	Flr1p
YBR010W	9980.5624	873.3096751485934	1357356.5	287.1586746328702	136.0	HHT1	K11253	Chromosome-related	histone H3
YBR011C	10557.231	923.7687823161809	3029925.3	641.0028119986177	287.0	IPP1	K01507	Oxidative phosphorylation	inorganic diphosphatase IPP1
YBR013C	262.94661	23.00810408845537	92031.314	19.46989619378661					
YBR014C	1572.7687	137.61891038133038	550469.05	116.45574528461401					
YBR015C	1937.3196	169.5174963822683	1156579.8	244.68289832122227	597.0	MNN2	K05535	Glycan metabolism	Mnn2p
YBR016W	4336.8036	379.4748623684023	1517881.3	321.1188677094176					
YBR017C	1129.6262	98.84347697293492	395369.17	83.64323362940978					
YBR018C	18779.293	1643.2078285839139	6873221.2	1454.0801110471316	366.0	GAL7	K00965	Carbohydrate metabolism	UDP-glucose:hexose-1-phosphate uridylyltransferase
YBR019C	18992.56	1661.8689147056652	13275799.0	2808.5921756976772	699.0	GAL10	K01784	Carbohydrate metabolism	bifunctional UDP-glucose 4-epimerase/aldose 1-epimerase
YBR020W	20545.668	1797.7674932217099	10848113.0	2294.9974832312732	528.0	GAL1	K00849	Carbohydrate metabolism	galactokinase
YBR021W	993.20843	86.90677905667366	347622.95	73.54217229885333					
YBR022W	534.46457	46.766210289425445	187062.6	39.57445836033404		POA1	K15529	Other enzymes	Poa1p
YBR023C	1375.5947	120.36597863394219	1602567.8	339.03491489326103	1165.0	CHS3	K00698	Other central metabolism enzymes	chitin synthase CHS3
YBR024W	979.43122	85.70125873553884	342800.93	72.52203877294971		SCO2	K07152	Mitochondrial biogenesis	Sco2p
YBR025C	4715.4799	412.60943568057064	1650418.0	349.1579739517455					
YBR026C	1528.5795	133.75230904661237	580860.21	122.88521700125993	380.0	ETR1	K07512	Lipid and steroid metabolism	Etr1p
YBR028C	963.81169	84.33453348263389	337334.09	71.36548886964137		YPK3	K08286	Other enzymes	Ypk3p
YBR029C	3427.975	299.95140691345205	1566584.6	331.42240629949845	457.0	Cds1	K00981	Lipid and steroid metabolism	phosphatidate cytidylyltransferase
YBR030W	481.86153	42.16338913235032	168651.54	35.67946423890297					
YBR033W	2293.7359	200.70429635364704	802807.57	169.83980095607544					
YBR034C	1025.7668	89.75567057085003	356966.85	75.51894254300223	348.0	HMT1	K11434	FoxO signaling pathway	protein-arginine omega-N methyltransferase HMT1
YBR035C	2815.8115	246.38645877758088	642005.02	135.8208478397896	228.0	PDX3	K00275	Cofactor biosynthesis	pyridoxamine-phosphate oxidase PDX3
YBR036C	3587.6369	313.92199057741544	1255672.9	265.64676688579056					
YBR037C	1894.4183	165.7635876479817	663046.41	140.27230747094274		SCO1	K07152	Mitochondrial biogenesis	Sco1p
YBR038W	1692.2099	148.07014062175833	1629598.1	344.753372146701	963.0	CHS2	K00698	Other central metabolism enzymes	chitin synthase CHS2
YBR039W	14442.767	1263.7572565065898	4491700.5	950.2520247464837	311.0	ATP3	K02136	Oxidative phosphorylation	F1F0 ATP synthase subunit gamma
YBR040W	114.07243	9.98145723598809	39925.351	8.44649941073855					
YBR041W	1496.2829	130.92632268191574	523699.01	110.79234793375672					
YBR042C	694.06317	60.731255137015424	242922.11	51.39194540757738					
YBR043C	1545.156	135.2027701779511	540804.6	114.4111603483385					
YBR044C	1741.8238	152.41140889456176	609638.33	128.97343833266822					
YBR045C	401.66815	35.14638429534156	256665.95	54.29955507295728	639.0	GIP1	K12770	Meiosis	Gip1p
YBR046C	2579.2974	225.69122703001304	861485.33	182.25350936062915	334.0	ZTA1	K00344	Other enzymes	Zta1p
YBR047W	2402.8549	210.25232327070125	840999.21	177.91952115077424					
YBR048W	3112.1054	272.312485707437	485488.44	102.70862295939183	156.0	RPS11B	K02949	Ribosome	ribosomal 40S subunit protein S11B
YBR049C	1787.6584	156.42198445456884	1448003.3	306.33566678468213	810.0	REB1	K09424	Transcription factors	Reb1p
YBR050C	542.39125	47.459803100969495	189836.94	40.16139023665463					
YBR052C	6932.6498	606.614126750709	2426427.4	513.3284264501488					
YBR053C	3436.8836	300.73091875459124	1202909.3	254.4842421954392					
YBR054W	1739.2429	152.18557743835132	608735.02	128.78233650909968					
YBR055C	692.77635	60.61865703771646	622805.94	131.75914233576728	899.0	PRP6	K12855	Spliceosome	Prp6p
YBR056W	1689.7479	147.85471304022084	591411.77	125.1174765328636					
YBR057C	854.06072	74.73120852792562	298921.25	63.238972200450554					
YBR058C	1047.7823	91.68204990526849	818317.98	173.12114139877593	781.0	UBP14	K11836	Ubiquitin labeling	Ubp14p
YBR058C-A	903.6438	79.06978001841264	316275.33	66.91035448820827					
YBR059C	2194.043	191.98106307035818	767915.05	162.45803367695538		AKL1	K08286	Other enzymes	Akl1p
YBR060C	1165.2362	101.95938931190706	722446.44	152.83881736569236	620.0	ORC2	K02604	DNA replication control	origin recognition complex subunit 2
YBR061C	827.64102	72.41945707547006	256568.72	54.278985356796085	310.0	TRM7	K14864	Transfer RNA biogenesis	Trm7p
YBR062C	1444.1462	126.36430676382281	505451.17	106.9318841946339					
YBR063C	987.09021	86.37142839139575	345481.57	73.08914773037384					
YBR065C	317.50685	27.78218229775841	115572.49	24.450203798648808	364.0	ECM2	K12872	Spliceosome	Ecm2p
YBR066C	1687.2956	147.64013421885434	590553.46	124.93589478774054					
YBR067C	11758.519	1028.8827419303109	8242721.8	1743.8079586722179	701.0	Tip1		Cell wall	Tip1p
YBR068C	1527.5369	133.66108045339104	534637.92	113.1065541850461		Bap2	K16261	Transport	branched-chain amino acid permease BAP2
YBR069C	180.40302	15.785453412126877	63141.057	13.357951461564086		TAT1	K16261	Transport	amino acid transporter TAT1
YBR070C	488.44222	42.73920640755252	115760.81	24.490044269156638	237.0	ALG14	K07441	Carbohydrate metabolism	N-acetylglucosaminyldiphosphodolichol N-acetylglucosaminyltransferase anchoring subunit ALG14
YBR071W	351.71877	30.77576117076958	123101.57	26.043035625810536					
YBR072C-A	107.41121	9.39859350134591	37593.923	7.953268800738919					
YBR072W	409.38083	35.821251882495275	87607.498	18.534005630489727	214.0	HSP26	K13993	Protein processing in endoplasmic reticulum	Hsp26p
YBR073W	443.06631	38.76876670350621	424457.52	89.7970863816212	958.0	RDH54	K10877	Homologous recombination	DNA-dependent ATPase RDH54
YBR074W	877.72423	76.8017904653699	307203.48	64.99113840719477					
YBR076W	111.4903	9.755518153487946	39021.605	8.255305348187733					
YBR077C	2005.9357	175.52147707988544	702077.49	148.52961732453647					
YBR078W	8893.3664	778.1788851659718	3112678.2	658.5097919895239		Ecm33		Cell wall	
YBR079C	3073.012	268.89177221593536	2962383.6	626.7138723910416	964.0	RPG1	K03254	RNA transport	Rpg1p
