22122	TstA3	K02377	321
60525	AcsS2	K01895	701
68738	AcsS1	K01895	682
18597	PdhA1	K00161	390
18598	PdhA2	K00161	391
68263	PdhB	K00162	359
235339	DlaT	K00627	642
13382	Dld	K00382	509
27402	PdhX	K13997	501
18746	Pkm2	K00873	531
18770	PklR	K12406	574
100705	AcaCb	K11262
107476	AcaCa	K11262	2345
66204	AcyP1	K01512	99
75572	AcyP2	K01512	106
11669	AldH2	K00128	519
11671	AldH3a2	K00128	484
72535	AldH1b1	K00128	519
110695	AldH7a1	K14085	539
56752	AldH9a1	K00149	494
74156	AcoT12	K01067	556
106557	LdhAl6b	K00016
16828	LdhA	K00016	332
16832	LdhB	K00016	334
16833	LdhC	K00016	332
433229	Gm5514	K00016
52815	LdhD	K00102	484
109801	Glo1	K01759	184
14651	HagH	K01069	309
68977	HagHl	K01069	283
76238	GrhPr	K00049	328
11677	Akr1b3	K00011	316
11997	Akr1b7	K00011	316
14187	Akr1b8	K00011	316
107029	Me2	K00027	651
109264	Me3	K00029	604
17436	Me1	K00029	572
18563	Pcx	K01958	1178
17449	Mdh1	K00025	334
17448	Mdh2	K00026	338
18534	Pck1	K01596	622
74551	Pck2	K01596	640
110446	AcaT1	K00626	424
110460	AcaT2	K00626	525
17449	Mdh1	K00025	334
17448	Mdh2	K00026	338
12974	Cs	K01647	464
71832	Csl	K01647	85
11428	Aco1	K01681	889
11429	Aco2	K01681	780
15112	Hao1	K11517	370
56185	Hao2	K11517	353
76238	GrhPr	K00049	328
67078	Pgp	K01091	321
68180	Hyi	K01816	277
235582	GlyCtk	K00865	523
270685	MthFd1l	K13402	977
108156	MthFd1	K00288	935
17768	MthFd2	K13403	350
665563	MthFd2l	K13403	338
71562	AfmId	K01432	305
110446	AcaT1	K00626	424
110460	AcaT2	K00626	525
60525	AcsS2	K01895	701
68738	AcsS1	K01895	682
380660	AcsS3	K01908	682
11364	AcaDm	K00249	421
97212	HadHa	K07515	763
74147	EhhAdh	K07514	718
93747	EchS1	K07511	290
227095	HibCh	K05605	385
100705	AcaCb	K11262
107476	AcaCa	K11262	2345
56690	MlyCd	K01578	492
268860	AbaT	K13524	500
110821	PccA	K01965	724
66904	PccB	K01966	541
73724	MceE	K05606	178
17850	Mut	K01847	748
56451	SucLg1	K01899	346
20916	SucLa2	K01900	463
20917	SucLg2	K01900	433
104776	AldH6a1	K00140	535
11669	AldH2	K00128	519
11671	AldH3a2	K00128	484
72535	AldH1b1	K00128	519
110695	AldH7a1	K14085	539
56752	AldH9a1	K00149	494
106557	LdhAl6b	K00016
16828	LdhA	K00016	332
16832	LdhB	K00016	334
16833	LdhC	K00016	332
433229	Gm5514	K00016
110446	AcaT1	K00626	424
110460	AcaT2	K00626	525
15107	HadH	K00022	314
97212	HadHa	K07515	763
74147	EhhAdh	K07514	718
93747	EchS1	K07511	290
11409	AcaDs	K00248	412
117147	AcsM1	K01896	573
20216	AcsM3	K01896	580
233799	AcsM2	K01896	575
233801	AcsM4	K01896	580
272428	AcsM5	K01896	578
83702	Akr1c6	K00100	323
217666	L2hGdh	K00109	464
214579	AldH5a1	K00139	523
268860	AbaT	K13524	500
14415	Gad1	K01580	593
14417	Gad2	K01580	585
15360	HmgCs2	K01641	508
208715	HmgCs1	K01641	520
15356	HmgCl	K01640	325
353371	OxcT2b	K01027	520
64059	OxcT2a	K01027	520
67041	OxcT1	K01027	520
78894	AacS	K01907	672
69772	Bdh2	K00019	245
71911	Bdh1	K00019	343
18597	PdhA1	K00161	390
18598	PdhA2	K00161	391
68263	PdhB	K00162	359
225326	Pik3c3	K00914	887
107650	Pi4Kb	K00888	816
224020	Pi4Ka	K00888
67073	Pi4K2b	K13711	469
84095	Pi4K2a	K13711	479
18717	Pip5k1c	K00889	661
18719	Pip5k1b	K00889	546
18720	Pip5k1a	K00889	546
227733	Pip5kl1	K13712	395
104015	SynJ1	K01099	1574
20975	SynJ2	K01099	1434
320634	OcrL	K01099	900
64436	InpP5e	K01099	647
18795	PlcB1	K05858	1216
18796	PlcB2	K05858	1181
18797	PlcB3	K05858	1234
18798	PlcB4	K05858
18799	PlcD1	K05857	756
18802	PlcD4	K05857	807
72469	PlcD3	K05857	785
74055	PlcE1	K05860	2282
18803	PlcG1	K05859	1302
234779	PlcG2	K05859	1265
114875	PlcZ1	K05861	647
18706	Pik3ca	K00922	1068
18707	Pik3cd	K00922	1043
30955	Pik3cg	K00922	1102
74769	Pik3cb	K00922	1064
19211	PteN	K01110	403
108083	Pip4k2b	K00920	416
117150	Pip4k2c	K00920	421
18718	Pip4k2a	K00920	405
18704	Pik3c2a	K00923	1686
18705	Pik3c2g	K00923	1506
240752	Pik3c2b	K00923
234515	InpP4b	K01109	924
269180	InpP4a	K01109	939
18711	PikFyve	K00921	2097
114663	ImpA2	K01092	290
55980	ImpA1	K01092	277
52858	CdiPt	K00999	213
71780	IsyNa1	K01858	557
16329	InpP1	K01107	396
16330	InpP5b	K01106	993
16332	InpPl1	K01106	1257
170835	InpP5j	K01106	1003
19062	InpP5k	K01106	468
212111	InpP5a	K01106
17330	MinPp1	K03103	481
228550	ItpKa	K00911	459
320404	ItpKb	K00911
217837	ItpK1	K00913	419
69718	IpmK	K00328	396
75678	IppK	K10572	489
56727	MioX	K00469	285
104776	AldH6a1	K00140	535
21991	Tpi1	K01803	299
17716	Nd1	K03878	642
17717	Nd2	K03879	345
17718	Nd3	K03880	115
17719	Nd4	K03881	459
17720	Nd4L	K03882	97
17721	Nd5	K03883	607
17722	Nd6	K03884	172
227197	NduFs1	K03934	727
226646	NduFs2	K03935	463
624814	Gm12251	K03936
68349	NduFs3	K03936	263
17993	NduFs4	K03937	175
595136	NduFs5	K03938	106
407785	NduFs6	K03939	116
623286	Gm6415	K03939
75406	NduFs7	K03940	224
225887	NduFs8	K03941	212
17995	NduFv1	K03942	464
72900	NduFv2	K03943	248
78330	NduFv3	K03944	104
54405	NduFa1	K03945	70
17991	NduFa2	K03946	99
66091	NduFa3	K03947	84
17992	NduFa4	K03948	82
407790	NduFa4l2	K03948	87
68202	NduFa5	K03949	116
67130	NduFa6	K03950	131
66416	NduFa7	K03951	113
68375	NduFa8	K03952	172
66108	NduFa9	K03953	377
67273	NduFa10	K03954	355
100043472	Gm4459	K03955
70316	NduFab1	K03955	156
239760	Gm4943	K03956
69875	NduFa11	K03956	141
66414	NduFa12	K11352	145
67184	NduFa13	K11353	144
68198	NduFb2	K03958	105
66495	NduFb3	K03959	104
100041273	Gm3244	K03960
100042503	Gm3873	K03960
68194	NduFb4	K03960	129
66046	NduFb5	K03961	189
230075	NduFb6	K03962	128
66916	NduFb7	K03963	137
67264	NduFb8	K03964	186
66218	NduFb9	K03965	179
68342	NduFb10	K03966	176
104130	NduFb11	K11351	151
66377	NduFc1	K03967	76
68197	NduFc2	K03968	120
66052	SdhC	K00236	169
66925	SdhD	K00237	159
66945	SdhA	K00234	664
67680	SdhB	K00235	282
66694	UqcRfs1	K00411	274
17711	CytB	K00412	381
66445	Cyc1	K00413	325
22273	UqcRc1	K00414	480
67003	UqcRc2	K00415	453
66576	UqcRh	K00416	89
67530	UqcRb	K00417	111
22272	UqcRq	K00418	82
622178	Gm6293	K00419
66152	UqcR10	K00419	64
66594	UqcR11	K00420	56
70383	Cox10	K02257	443
17710	Cox3	K02262
17708	Cox1	K02256	602
17709	Cox2	K02261	604
12857	Cox4i1	K02263	169
84682	Cox4i2	K02263	172
12858	Cox5a	K02264	146
12859	Cox5b	K02265	128
12861	Cox6a1	K02266	111
12862	Cox6a2	K02266	97
110323	Cox6b1	K02267	86
333182	Cox6b2	K02267	88
12864	Cox6c	K02268	76
621837	Gm6265	K02268
12865	Cox7a1	K02270	80
12866	Cox7a2	K02270	83
20463	Cox7a2l	K02270	111
629383	Gm6969	K02270
66142	Cox7b	K02271	80
78174	Cox7b2	K02271
12867	Cox7c	K02272	63
12868	Cox8a	K02273	69
12869	Cox8b	K02273	70
69802	Cox11	K02258	275
226139	Cox15	K02259	413
12856	Cox17	K02260	63
67126	Atp5e	K02135	52
66043	Atp5d	K02134	168
11947	Atp5b	K02133	529
11949	Atp5c1	K02136	298
11946	Atp5a1	K02132	553
28080	Atp5o	K02137	213
17706	Atp8	K02125	67
11951	Atp5g1	K02128	136
228033	Atp5g3	K02128	141
67942	Atp5g2	K02128	146
17705	Atp6	K02126	226
11950	Atp5f1	K02127	256
11958	Atp5k	K02129	71
11957	Atp5j	K02131	108
57423	Atp5j2	K02130	88
71679	Atp5h	K02138	161
100042348	Gm10221	K02140
27425	Atp5l	K02140	103
11972	Atp6v0d1	K02146	351
242341	Atp6v0d2	K02146	350
66144	Atp6v1f	K02151	119
66335	Atp6v1c1	K02148	382
68775	Atp6v1c2	K02148	427
11964	Atp6v1a	K02145	617
110935	Atp6v1b1	K02147
11966	Atp6v1b2	K02147	511
11973	Atp6v1e1	K02150	226
74915	Atp6v1e2	K02150	226
11984	Atp6v0c	K02155	155
114143	Atp6v0b	K03661	205
11975	Atp6v0a1	K02154	839
140494	Atp6v0a4	K02154	833
21871	Atp6v0a2	K02154	856
27060	TciRg1	K02154
73834	Atp6v1d	K02149	247
11974	Atp6v0e	K02153	81
76252	Atp6v0e2	K02153	81
338375	Atp6v1g3	K02152	118
66237	Atp6v1g2	K02152	118
66290	Atp6v1g1	K02152	118
108664	Atp6v1h	K02144	483
54411	Atp6ap1	K03662	463
11944	Atp4a	K01542	1033
11945	Atp4b	K01543	304
192113	Atp12a	K01544	1035
67895	Ppa1	K01507	289
74776	Ppa2	K01507	330
76429	LhpP	K11725	270
12319	Car8	K01672	291
12346	Car1	K01672	261
12349	Car2	K01672	260
12350	Car3	K01672	260
12351	Car4	K01672	305
12352	Car5a	K01672	299
12353	Car6	K01672	317
12354	Car7	K01672	264
230099	Car9	K01672	437
23831	Car14	K01672	337
56078	Car5b	K01672	317
71934	Car13	K01672	262
76459	Car12	K01672	354
80733	Car15	K01672	324
227231	Cps1	K01948	1500
434437	Amt	K00605	403
15109	Hal	K01745	657
14661	GluD1	K00261	558
14645	GluL	K01915	373
14660	Gls	K01425	674
216456	Gls2	K01425	602
27053	AsnS	K01953	561
107869	Cth	K01758	398
23971	PapSs1	K13811	624
23972	PapSs2	K13811	621
23827	BpnT1	K01082	308
20887	SulT1a1	K01014	291
54200	SulT2b1	K01015	338
20860	SulT1e1	K01016	295
58250	ChsT11	K01017	352
59031	ChsT12	K04742	419
71797	ChsT13	K07779
211389	SuoX	K00387	546
100705	AcaCb	K11262
107476	AcaCa	K11262	2345
223722	McaT	K00645	381
14104	FasN	K00665	2504
71147	OxsM	K09458	459
99035	OlaH	K01071	265
52538	AcaA2	K07508	397
231086	HadHb	K07509	475
15107	HadH	K00022	314
97212	HadHa	K07515	763
93747	EchS1	K07511	290
26922	MecR	K07512	373
19063	Ppt1	K01074	306
54397	Ppt2	K01074	302
110446	AcaT1	K00626	424
110460	AcaT2	K00626	525
113868	AcaA1a	K07513	424
235674	AcaA1b	K07513	424
52538	AcaA2	K07508	397
231086	HadHb	K07509	475
15107	HadH	K00022	314
97212	HadHa	K07515	763
74147	EhhAdh	K07514	718
93747	EchS1	K07511	290
11430	AcoX1	K00232	661
80911	AcoX3	K00232	700
11409	AcaDs	K00248	412
11364	AcaDm	K00249	421
11363	AcaDl	K00255	430
66885	AcaDsb	K09478	432
11370	AcaDvl	K09479	656
270076	GcdH	K00252	438
14081	AcsL1	K01897	699
216739	AcsL6	K01897	697
328845	AcsBg2	K01897	667
433256	AcsL5	K01897	683
50790	AcsL4	K01897	711
74205	AcsL3	K01897	720
12894	Cpt1a	K08765	773
12895	Cpt1b	K08765	772
78070	Cpt1c	K08765	798
12896	Cpt2	K08766	658
13177	Dci	K13238	289
23986	PecI	K13239	391
100040843	Cyp4a32	K07425
13117	Cyp4a10	K07425	509
13118	Cyp4a12b	K07425
13119	Cyp4a14	K07425	507
277753	Cyp4a12a	K07425	508
666168	Cyp4a31	K07425
11522	Adh1	K13951	375
11529	Adh7	K13951	374
26876	Adh4	K13980	377
11532	Adh5	K00121	374
11669	AldH2	K00128	519
11671	AldH3a2	K00128	484
72535	AldH1b1	K00128	519
110695	AldH7a1	K14085	539
56752	AldH9a1	K00149	494
15360	HmgCs2	K01641	508
208715	HmgCs1	K01641	520
15356	HmgCl	K01640	325
353371	OxcT2b	K01027	520
64059	OxcT2a	K01027	520
67041	OxcT1	K01027	520
110446	AcaT1	K00626	424
110460	AcaT2	K00626	525
69772	Bdh2	K00019	245
71911	Bdh1	K00019	343
14137	FdfT1	K00801	416
20775	SqlE	K00511	572
16987	Lss	K01852	733
13121	Cyp51	K05917	503
73166	Tm7Sf2	K00222	418
66234	Sc4Mol	K07750	293
18194	NsdHl	K07748	362
15490	Hsd17b7	K13373	334
13595	Ebp	K01824	230
74754	DhcR24	K09828	516
235293	Sc5D	K00227	299
13360	DhcR7	K00213	471
16889	LipA	K01052	397
12613	Cel	K12298	599
20652	SoaT1	K00637	540
223920	SoaT2	K00637	525
244209	Cyp2r1	K07419	501
13115	Cyp27b1	K07438	507
13116	Cyp46a1	K07440	500
56050	Cyp39a1	K07439	470
101502	Hsd3b7	K12408	369
12642	Ch25h	K10223	298
13123	Cyp7b1	K07430	507
13122	Cyp7a1	K00489	503
104086	Cyp27a1	K00488	533
13124	Cyp8b1	K07431	500
208665	Akr1d1	K00251	325
26459	Slc27a5	K08748	689
17117	AmaCr	K01796	381
93732	AcoX2	K10214	681
15488	Hsd17b4	K12405	735
20280	Scp2	K08764	1500
12012	BaaT	K00659	420
13070	Cyp11a1	K00498	526
13074	Cyp17a1	K00512	507
20905	Sts	K01131	624
54200	SulT2b1	K01015	338
13079	Cyp21a1	K00513	487
15492	Hsd3b1	K00070	373
15493	Hsd3b2	K00070	373
15495	Hsd3b4	K00070	373
15496	Hsd3b5	K00070	373
15497	Hsd3b6	K00070	373
13072	Cyp11b2	K00497	500
110115	Cyp11b1	K07433
208665	Akr1d1	K00251	325
15483	Hsd11b1	K00071	292
15484	Hsd11b2	K00071	386
105349	Akr1c18	K05295	323
13123	Cyp7b1	K07430	507
20860	SulT1e1	K01016	295
15485	Hsd17b1	K00044	344
56348	Hsd17b12	K00044	312
15486	Hsd17b2	K13368	381
27400	Hsd17b6	K13369	317
15490	Hsd17b7	K13373	334
14979	H2-Ke6	K13370	259
13076	Cyp1a1	K07408	524
13112	Cyp3a11	K07424	504
13113	Cyp3a13	K07424	503
13114	Cyp3a16	K07424	504
337924	Cyp3a44	K07424
53973	Cyp3a41a	K07424	504
56388	Cyp3a25	K07424	503
13078	Cyp1b1	K07410	543
13075	Cyp19a1	K07434	503
13122	Cyp7a1	K00489	503
100727	Ugt2b34	K00699
22236	Ugt1a2	K00699	533
22238	Ugt2b5	K00699	530
231396	Ugt2b36	K00699
394430	Ugt1a10	K00699	531
394432	Ugt1a7c	K00699	531
394433	Ugt1a5	K00699
394434	Ugt1a9	K00699	528
394435	Ugt1a6b	K00699
394436	Ugt1a1	K00699	535
552899	Ugt2a2	K00699	528
71773	Ugt2b1	K00699
72094	Ugt2a3	K00699	534
94215	Ugt2a1	K00699	528
94284	Ugt1a6a	K00699	531
78925	Srd5a1	K12343	255
94224	Srd5a2	K12344	254
57357	Srd5a3	K12345	330
12846	ComT1	K00545	265
15487	Hsd17b3	K10207	305
235582	GlyCtk	K00865	523
11669	AldH2	K00128	519
11671	AldH3a2	K00128	484
72535	AldH1b1	K00128	519
110695	AldH7a1	K14085	539
56752	AldH9a1	K00149	494
11677	Akr1b3	K00011	316
11997	Akr1b7	K00011	316
14187	Akr1b8	K00011	316
58810	Akr1a4	K00002	325
225913	Dak	K00863	578
14626	Gk2	K00864	554
14933	Gyk	K00864	559
14732	GpaM	K00629	827
215456	GpaT2	K00629	801
102247	AgpAt6	K13506	456
231510	AgpAt9	K13506	438
55979	AgpAt1	K13509	285
67512	AgpAt2	K13509	278
225010	LclAt1	K13513	376
218121	MboAt1	K13517	492
67216	MboAt2	K13517	519
28169	AgpAt3	K13523	376
68262	AgpAt4	K13523	378
19012	PpaP2a	K01080	283
50784	PpaP2c	K01080	276
67916	PpaP2b	K01080	312
104418	DgkZ	K00901	929
110197	DgkG	K00901	788
110524	DgkQ	K00901	934
13139	DgkA	K00901	730
217480	DgkB	K00901	802
227333	DgkD	K00901
320127	DgkI	K00901
380921	DgkH	K00901
56077	DgkE	K00901	564
13350	DgaT1	K11155	498
67800	DgaT2	K11160	388
15450	LipC	K01046	510
16891	LipG	K01046	500
67717	LipF	K01046	395
12613	Cel	K12298	599
116939	PnpLa3	K13534	413
69060	PnlIp	K14073	465
18946	PnlIprp1	K14074	473
18947	PnlIprp2	K14075	468
16956	Lpl	K01059	474
69923	Agk	K09881	421
23945	MglL	K01054	303
11605	Gla	K01189	419
14555	Gpd1	K00006	349
333433	Gpd1l	K00006	351
14571	Gpd2	K00111	727
14732	GpaM	K00629	827
215456	GpaT2	K00629	801
102247	AgpAt6	K13506	456
231510	AgpAt9	K13506	438
55979	AgpAt1	K13509	285
67512	AgpAt2	K13509	278
225010	LclAt1	K13513	376
218121	MboAt1	K13517	492
67216	MboAt2	K13517	519
28169	AgpAt3	K13523	376
68262	AgpAt4	K13523	378
14712	GnpAt	K00649	678
19012	PpaP2a	K01080	283
50784	PpaP2c	K01080	276
67916	PpaP2b	K01080	312
104418	DgkZ	K00901	929
110197	DgkG	K00901	788
110524	DgkQ	K00901	934
13139	DgkA	K00901	730
217480	DgkB	K00901	802
227333	DgkD	K00901
320127	DgkI	K00901
380921	DgkH	K00901
56077	DgkE	K00901	564
212862	ChpT1	K00994	398
99712	CepT1	K13644	416
18805	Pld1	K01115	1074
18806	Pld2	K01115	933
16816	LcaT	K00650	438
18778	Pla2g1b	K01047	146
18780	Pla2g2a	K01047	146
18781	Pla2g2c	K01047	150
18782	Pla2g2d	K01047	144
18783	Pla2g4a	K01047	748
18784	Pla2g5	K01047	137
211429	Pla2g4b	K01047	782
237625	Pla2g3	K01047
26565	Pla2g10	K01047	151
26970	Pla2g2e	K01047	142
26971	Pla2g2f	K01047	168
329502	Pla2g4e	K01047	875
53357	Pla2g6	K01047	807
66350	Pla2g12a	K01047	192
69836	Pla2g12b	K01047	195
78390	Pla2g4d	K01047	825
210992	LpcAt1	K13510	534
270084	LpcAt2	K13510	544
