!!SBtab TableType='Proteomaps' Organism='eco' DefaultProteinLength='350' ProteinURL='www.genome.jp/dbget-bin/www_bget?eco:'
!Protein:Identifier	!Abundance:[original]	!Abundance:[ppm]	!SizeWeightedAbundance:[original]	!SizeWeightedAbundance:[ppm]	!Protein:Size	!Protein:Name	!Identifiers:kegg.orthology	!Pathway	!Protein
b0029	126.0	58.9834069377594	39816.0	60.50422126430187	316.0	ispH	K03527	Cofactor biosynthesis	4-hydroxy-3-methylbut-2-enyl diphosphate reductase, 4Fe-4S protein
b0030	182.0	85.19825446565247	55328.0	84.07618932367123	304.0	rihC	K12700	Other enzymes	ribonucleoside hydrolase 3
b0031	431.0	201.76070150931986	117663.0	178.80018551892582	273.0	dapB	K00215	Amino acid metabolism	dihydrodipicolinate reductase
b0032	706.0	330.49432776236614	269692.0	409.8227958914029	382.0	carA	K01956	Pyrimidine metabolism	carbamoyl phosphate synthetase small subunit, glutamine amidotransferase
b0033	637.0	298.19389062978365	683501.0	1038.6451612008134	1073.0	carB	K01955	Pyrimidine metabolism	carbamoyl-phosphate synthase large subunit
b0034	0.0	0.0	0.0	0.0	131.0	caiF	K08277	Transcription factors	cai operon transcriptional activator
b0035	0.0	0.0	0.0	0.0					
b0036	0.0	0.0	0.0	0.0	297.0	caiD	K08299	Other enzymes	carnitinyl-CoA dehydratase
b0037	0.0	0.0	0.0	0.0	522.0	caiC	K02182	Other enzymes	putative crotonobetaine/carnitine-CoA ligase
b0038	0.0	0.0	0.0	0.0	405.0	caiB	K08298	Other enzymes	crotonobetainyl CoA:carnitine CoA transferase
b0039	0.0	0.0	0.0	0.0	380.0	caiA	K08297	Other enzymes	crotonobetaine reductase subunit II, FAD-binding
b0040	0.0	0.0	0.0	0.0					
b0041	0.0	0.0	0.0	0.0					
b0042	0.0	0.0	0.0	0.0		fixB	K03522	Other enzymes	putative electron transfer flavoprotein, NAD/FAD-binding domain and ETFP adenine nucleotide-binding domain-like protein
b0043	0.0	0.0	0.0	0.0		fixC	K00313	Other enzymes	putative oxidoreductase
b0044	0.0	0.0	0.0	0.0					
b0045	0.0	0.0	0.0	0.0	443.0	yaaU	K08368	Transport	putative transporter
b0046	0.0	0.0	0.0	0.0		kefF	K11746	Transport	potassium-efflux system ancillary protein for KefC, glutathione-regulated
b0047	0.0	0.0	0.0	0.0		kefC	K11745	Transport	potassium:proton antiporter
b0048	288.0	134.81921585773577	45792.0	69.58532499836525	159.0	folA	K00287	Other central metabolism enzymes	dihydrofolate reductase
b0049	69.0	32.30043713258253	19458.0	29.568292579887125	282.0	apaH	K01525	Purine metabolism	diadenosine tetraphosphatase
b0050	0.0	0.0	0.0	0.0					
b0051	174.0	81.45327624738202	60900.0	92.54337640636889	350	rsmA	K02528	Ribosome biogenesis	16S rRNA m(6)A1518, m(6)A1519 dimethyltransferase, SAM-dependent
b0052	0.0	0.0	0.0	0.0	329.0	pdxA	K00097	Cofactor biosynthesis	4-hydroxy-L-threonine phosphate dehydrogenase, NAD-dependent
b0053	1462.0	684.3947693889226	625736.0	950.8657172252158	428.0	surA	K03771	Chaperones and folding catalysts	peptidyl-prolyl cis-trans isomerase (PPIase)
b0054	57.0	26.68296980517687	19950.0	30.315933650362222		lptD	K04744	Transport	LPS assembly OM complex LptDE, beta-barrel component
b0055	0.0	0.0	0.0	0.0	271.0	djlA	K05801	Chaperones and folding catalysts	membrane-anchored DnaK co-chaperone, DNA-binding protein
b0058	0.0	0.0	0.0	0.0	219.0	rluA	K06177	Transfer RNA biogenesis	dual specificity 23S rRNA pseudouridine(746), tRNA pseudouridine(32) synthase, SAM-dependent
b0059	68.0	31.832314855298723	23800.0	36.16637698639704	350	rapA	K03580	Transcription machinery	RNA polymerase remodeling/recycling factor ATPase
b0060	0.0	0.0	0.0	0.0	783.0	polB	K02336	DNA repair and recombination proteins	DNA polymerase II
b0061	0.0	0.0	0.0	0.0	231.0	araD	K01786	Carbohydrate metabolism	L-ribulose-5-phosphate 4-epimerase
b0062	64.0	29.959825746163503	32000.0	48.62706149431534	500.0	araA	K01804	Carbohydrate metabolism	L-arabinose isomerase
b0063	0.0	0.0	0.0	0.0	566.0	araB	K00853	Carbohydrate metabolism	L-ribulokinase
b0065	0.0	0.0	0.0	0.0					
b0066	0.0	0.0	0.0	0.0	232.0	thiQ	K02062	Transport	thiamine, thiamine pyrophosphate ABC transporter ATPase
b0067	0.0	0.0	0.0	0.0	536.0	thiP	K02063	Transport	thiamine, thiamine pyrophosphate ABC transporter permease
b0068	462.0	216.2724921051178	161700.0	245.7186201134622	350	thiB	K02064	Transport	thiamine-, thiamine pyrophosphate-, thiamine monophosphate-binding ABC transporter periplasmic protein
b0069	0.0	0.0	0.0	0.0	551.0	sgrR	K11925	Transcription factors	transcriptional DNA-binding transcriptional activator of sgrS sRNA
b0070	0.0	0.0	0.0	0.0	350	setA	K03291	Transport	broad specificity sugar efflux system
b0071	5439.0	2546.117066146614	1093239.0	1661.281252530744	201.0	LeuD	K01704	Amino acid metabolism	3-isopropylmalate dehydratase small subunit
b0072	3272.0	1531.6960912726092	1524752.0	2317.006539611885	466.0	LeuC	K01703	Amino acid metabolism	3-isopropylmalate dehydratase large subunit
b0073	2886.0	1351.0008922410605	1047618.0	1591.9557783922392	363.0	leuB	K00052	Amino acid metabolism	3-isopropylmalate dehydrogenase, NAD(+)-dependent
b0074	3656.0	1711.4550457495902	1912088.0	2905.600648704451	523.0	LeuA	K01649	Amino acid metabolism	2-isopropylmalate synthase
b0075	0.0	0.0	0.0	0.0					
b0076	0.0	0.0	0.0	0.0	349.0	leuO	K05798	Transcription factors	global transcription factor
b0077	576.0	269.63843171547154	330624.0	502.4147993592661	574.0	IlvI	K01652	Amino acid metabolism	acetolactate synthase 3 large subunit
b0078	749.0	350.62358568556976	122087.0	185.52287677051493	163.0	IlvH	K01653	Amino acid metabolism	acetolactate synthase 3, small subunit, valine-sensitive
b0080	300.0	140.43668318514142	100200.0	152.26348630407492	334.0	cra	K03435	Transcription factors	transcriptional repressor-activator for carbon metabolism
b0081	0.0	0.0	0.0	0.0					
b0082	147.0	68.8139747607193	51450.0	78.1831973088289	350	rsmH	K03438	Ribosome biogenesis	16S rRNA m(4)C1402 methyltransferase, SAM-dependent
b0083	0.0	0.0	0.0	0.0	121.0	ftsL	K03586	Chromosome-related	membrane bound cell division protein at septum containing leucine zipper motif
b0084	0.0	0.0	0.0	0.0	588.0	ftsI	K03587	beta-Lactam resistance	transpeptidase involved in septal peptidoglycan synthesis (penicillin-binding protein 3)
b0085	66.0	30.896070300731115	32670.0	49.64519059435257	495.0	murE	K01928	Glycan metabolism	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate:meso-diaminopimelate ligase
b0086	94.0	44.003494064677646	42488.0	64.5645808990772	452.0	murF	K01929	Amino acid metabolism	UDP-N-acetylmuramoyl-tripeptide:D-alanyl-D-alanine ligase
b0087	0.0	0.0	0.0	0.0	360.0	mraY	K01000	Glycan metabolism	phospho-N-acetylmuramoyl-pentapeptide transferase
b0088	70.0	32.768559409866334	30660.0	46.59080329424089	438.0	murD	K01925	Amino acid metabolism	UDP-N-acetylmuramoyl-L-alanine:D-glutamate ligase
b0089	0.0	0.0	0.0	0.0	414.0	ftsW	K03588	Chromosome-related	lipid II flippase
b0090	0.0	0.0	0.0	0.0	355.0	murG	K02563	Other enzymes	N-acetylglucosaminyl transferase
b0091	75.0	35.109170796285355	36825.0	55.95911061025508	491.0	murC	K01924	Amino acid metabolism	UDP-N-acetylmuramate:L-alanine ligase
b0092	74.0	34.64104851900155	22644.0	34.40972438991489	306.0	ddlB	K01921	Amino acid metabolism	D-alanine:D-alanine ligase
b0093	0.0	0.0	0.0	0.0	276.0	ftsQ	K03589	Cell cycle	divisome assembly protein, membrane anchored protein involved in growth of wall at septum
b0094	269.0	125.92489258934347	112980.0	171.6839189883671	420.0	ftsA	K03590	Chromosome-related	ATP-binding cell division protein involved in recruitment of FtsK to Z ring
b0095	1778.0	832.3214090106048	680974.0	1034.8051429384343	383.0	FtsZ	K03531	Cytoskeleton proteins	GTP-binding tubulin-like cell division protein
b0096	0.0	0.0	0.0	0.0	305.0	lpxC	K02535	Other enzymes	UDP-3-O-acyl N-acetylglucosamine deacetylase
b0097	0.0	0.0	0.0	0.0	170.0	secM	K13301	Protein export	regulator of secA translation
b0098	538.0	251.84978517868694	484738.0	736.6057667072322	901.0	secA	K03070	Protein export	preprotein translocase subunit, ATPase
b0099	0.0	0.0	0.0	0.0	132.0	mutT	K03574	DNA repair and recombination proteins	nucleoside triphosphate pyrophosphohydrolase, marked preference for dGTP
b0101	0.0	0.0	0.0	0.0					
b0102	130.0	60.855896046894614	45500.0	69.14160306222963		zapD	K18778	Chromosome-related	FtsZ stabilizer
b0103	0.0	0.0	0.0	0.0	206.0	coaE	K00859	Cofactor biosynthesis	dephospho-CoA kinase
b0104	204.0	95.49694456589617	70788.0	107.56913840811232	347.0	guaC	K00364	Purine metabolism	GMP reductase
b0106	0.0	0.0	0.0	0.0	400.0	hofC	K02505	Secretion system	assembly protein in type IV pilin biogenesis, transmembrane protein
b0107	0.0	0.0	0.0	0.0	461.0	hofB	K02504	Secretion system	T2SE secretion family protein
b0108	0.0	0.0	0.0	0.0	146.0	ppdD	K02682	Secretion system	putative prepilin peptidase-dependent pilin
b0109	288.0	134.81921585773577	85536.0	129.98013537430492	297.0	nadC	K00767	Cofactor biosynthesis	quinolinate phosphoribosyltransferase
b0110	0.0	0.0	0.0	0.0					
b0111	0.0	0.0	0.0	0.0					
b0112	281.0	131.54235991674912	98350.0	149.4522343114348		aroP	K11734	Transport	aromatic amino acid transporter
b0113	83.0	38.854149014555794	21082.0	32.03611595072363	254.0	pdhR	K05799	Transcription factors	pyruvate dehydrogenase complex repressor
b0114	4254.0	1991.3921675653055	3773298.0	5733.887308824284	887.0	aceE	K00163	Glycolysis	pyruvate dehydrogenase, decarboxylase component E1, thiamine triphosphate-binding
b0115	2556.0	1196.5205407374049	1610280.0	2446.974518220816	630.0	aceF	K00627	Glycolysis	pyruvate dehydrogenase, dihydrolipoyltransacetylase component E2
b0116	5475.0	2562.969468128831	2595150.0	3943.5787074053897	474.0	lpd	K00382	Glycolysis	lipoamide dehydrogenase, E3 component is part of three enzyme complexes
b0117	0.0	0.0	0.0	0.0					
b0118	6572.0	3076.499606309165	5684780.0	8638.567082551686	865.0	acnB	K01682	TCA cycle and anaplerotic enzymes	bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase
b0119	0.0	0.0	0.0	0.0					
b0120	0.0	0.0	0.0	0.0	264.0	speD	K01611	Amino acid metabolism	S-adenosylmethionine decarboxylase
b0121	231.0	108.1362460525589	66528.0	101.0956608466816	288.0	speE	K00797	Amino acid metabolism	spermidine synthase (putrescine aminopropyltransferase)
b0122	0.0	0.0	0.0	0.0					
b0123	372.0	174.14148714957537	130200.0	197.85135645499557					
b0124	143.0	66.94148565158407	113828.0	172.97253611796646	796.0	gcd	K00117	Pentose phosphate metabolism	glucose dehydrogenase
b0125	507.0	237.337994582889	90246.0	137.13743098799947	178.0	hpt	K00760	Purine metabolism	hypoxanthine phosphoribosyltransferase
b0126	2004.0	938.1170436767447	440880.0	669.9593397379297	220.0	can	K01673	Other enzymes	carbonic anhydrase
b0127	198.0	92.68821090219333	60984.0	92.67102244279147	308.0	yadG	K01990	Transport	putative ABC superfamily transporter ATP-binding subunit
b0128	0.0	0.0	0.0	0.0	256.0	yadH	K01992	Transport	inner membrane putative ABC superfamily transporter permease
b0129	0.0	0.0	0.0	0.0	146.0	yadI	K02821	Transport	putative PTS Enzyme IIA
b0130	0.0	0.0	0.0	0.0					
b0131	0.0	0.0	0.0	0.0	126.0	panD	K01579	Amino acid metabolism	aspartate 1-decarboxylase
b0132	0.0	0.0	0.0	0.0					
b0133	827.0	387.1371233137065	234041.0	355.64769059972053	283.0	panC	K01918	Amino acid metabolism	pantothenate synthetase
b0134	2144.0	1003.6541624964774	566016.0	860.1154637114498	264.0	panB	K00606	Cofactor biosynthesis	3-methyl-2-oxobutanoate hydroxymethyltransferase
b0135	0.0	0.0	0.0	0.0					
b0136	0.0	0.0	0.0	0.0					
b0137	0.0	0.0	0.0	0.0					
b0138	0.0	0.0	0.0	0.0					
b0139	0.0	0.0	0.0	0.0		htrE	K07347	Bacterial motility proteins	putative outer membrane usher protein
b0140	0.0	0.0	0.0	0.0					
b0141	0.0	0.0	0.0	0.0					
b0142	0.0	0.0	0.0	0.0	159.0	folK	K00950	Cofactor biosynthesis	2-amino-4-hydroxy-6-hydroxymethyldihyropteridine pyrophosphokinase
b0143	0.0	0.0	0.0	0.0	454.0	pcnB	K00970	Messenger RNA Biogenesis	poly(A) polymerase
b0144	0.0	0.0	0.0	0.0	308.0	GluQ		tRNA loading	glutamyl-Q tRNA(Asp) synthetase
b0145	2671.0	1250.3546026250424	403321.0	612.8848459046487	151.0	dksA	K06204	Transcription factors	transcriptional regulator of rRNA transcription, DnaK suppressor protein
b0146	0.0	0.0	0.0	0.0					
b0147	0.0	0.0	0.0	0.0		ligT	K01975	Transfer RNA biogenesis	2'-5' RNA ligase
b0148	0.0	0.0	0.0	0.0	824.0	hrpB	K03579	Other enzymes	putative ATP-dependent helicase
b0149	209.0	97.8375559523152	176396.0	268.05059810472653	844.0	mrcB	K05365	Glycan metabolism	fused glycosyl transferase and transpeptidase
b0150	0.0	0.0	0.0	0.0		fhuA	K02014	Transport	ferrichrome outer membrane transporter
b0151	0.0	0.0	0.0	0.0	265.0	fhuC	K02013	Transport	iron-hydroxamate transporter subunit
b0152	0.0	0.0	0.0	0.0	296.0	fhuD	K02016	Transport	iron-hydroxamate transporter subunit
b0153	0.0	0.0	0.0	0.0	660.0	fhuB	K02015	Transport	fused iron-hydroxamate transporter subunits of ABC superfamily: membrane components
b0154	858.0	401.6489139095045	365508.0	555.4243747707567	426.0	hemL	K01845	Cofactor biosynthesis	glutamate-1-semialdehyde aminotransferase (aminomutase)
b0155	0.0	0.0	0.0	0.0					
b0156	645.0	301.9388688480541	225750.0	343.04872288567776					
b0157	0.0	0.0	0.0	0.0					
b0158	0.0	0.0	0.0	0.0	266.0	btuF	K06858	Transport	vitamin B12 transporter subunit: periplasmic-binding component of ABC superfamily
b0159	396.0	185.37642180438667	91872.0	139.60829355017935	232.0	mtn	K01243	Amino acid metabolism	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
b0160	0.0	0.0	0.0	0.0	505.0	dgt	K01129	Purine metabolism	deoxyguanosine triphosphate triphosphohydrolase
b0161	1382.0	646.9449872062181	655068.0	995.4384974674426	474.0	degP	K04771	Chaperones and folding catalysts	serine endoprotease (protease Do), membrane-associated
b0162	0.0	0.0	0.0	0.0	385.0	cdaR	K02647	Transcription factors	carbohydrate diacid regulon transcriptional regulator
b0163	3295.0	1542.4629036501367	1153250.0	1752.473708384974					
b0164	0.0	0.0	0.0	0.0					
b0166	1713.0	801.8934609871575	469362.0	713.2404636592137	274.0	dapD	K00674	Amino acid metabolism	2,3,4,5-tetrahydropyridine-2-carboxylate N-succinyltransferase
b0167	16.0	7.489956436540876	14240.0	21.63904236497033	890.0				
b0168	617.0	288.83144508410754	162888.0	247.5238997714387	264.0	map	K01265	Peptidases	methionine aminopeptidase
b0169	8587.0	4019.765995036031	2069467.0	3144.753095920509	241.0	rpsB	K02967	Ribosome	30S ribosomal subunit protein S2
b0170	6047.0	2830.7354107351675	1711301.0	2600.4855925713546	283.0	tsf	K02357	Basal transcription factors	translation elongation factor EF-Ts
b0171	345.0	161.50218566291264	83145.0	126.34678212327654	241.0	pyrH	K09903	Pyrimidine metabolism	uridylate kinase
b0172	3027.0	1417.006133338077	559995.0	850.96597817216	185.0	frr	K02838	Translation factors	ribosome recycling factor
b0173	0.0	0.0	0.0	0.0	398.0	dxr	K00099	Cofactor biosynthesis	1-deoxy-D-xylulose 5-phosphate reductoisomerase
b0174	0.0	0.0	0.0	0.0	253.0	ispU	K00806	Cofactor biosynthesis	undecaprenyl pyrophosphate synthase
b0175	0.0	0.0	0.0	0.0	285.0	cdsA	K00981	Lipid and steroid metabolism	CDP-diglyceride synthase
b0176	0.0	0.0	0.0	0.0	450.0	rseP	K11749	Peptidases	inner membrane zinc RIP metalloprotease
b0177	357.0	167.1196529903183	124950.0	189.87347917858443		bamA	K07277	Mitochondrial biogenesis	BamABCDE complex OM biogenesis outer membrane pore-forming assembly factor
b0178	5848.0	2737.57907755569	2046800.0	3110.308420830145		Skp	K06142	Chaperones and folding catalysts	
b0179	801.0	374.9659441043276	273141.0	415.0638813630871	341.0	lpxD	K02536	Glycan metabolism	UDP-3-O-(3-hydroxymyristoyl)-glucosamine N-acyltransferase
b0180	1444.0	675.968568397814	239704.0	364.25316088854265	166.0	fabZ	K02372	Lipid and steroid metabolism	(3R)-hydroxymyristol acyl carrier protein dehydratase
b0181	772.0	361.3903980630973	202264.0	307.3594989401937	262.0	lpxA	K00677	Glycan metabolism	UDP-N-acetylglucosamine acetyltransferase
b0182	490.0	229.37991586906432	187180.0	284.4379178283108	382.0	lpxB	K00748	Carbohydrate metabolism	tetraacyldisaccharide-1-P synthase
b0183	0.0	0.0	0.0	0.0	198.0	rnhB	K03470	DNA replication complex	ribonuclease HII, degrades RNA of DNA-RNA hybrids
b0184	0.0	0.0	0.0	0.0	1160.0	dnaE	K02337	Purine metabolism	DNA polymerase III alpha subunit
b0185	1524.0	713.4183505805184	486156.0	738.7605533696991	319.0	AccA	K01962	Lipid and steroid metabolism	acetyl-CoA carboxylase, carboxytransferase, alpha subunit
b0186	0.0	0.0	0.0	0.0	713.0	ldcC	K01582	Amino acid metabolism	lysine decarboxylase 2, constitutive
b0187	231.0	108.1362460525589	80850.0	122.8593100567311					
b0188	0.0	0.0	0.0	0.0	432.0	tilS	K04075	Transfer RNA biogenesis	tRNA(Ile)-lysidine synthetase
b0189	542.0	253.72227428782216	189700.0	288.26729892098814					
b0190	0.0	0.0	0.0	0.0					
b0191	0.0	0.0	0.0	0.0		arfB	K15034	Translation factors	alternative stalled-ribosome rescue factor B
b0192	0.0	0.0	0.0	0.0					
b0193	0.0	0.0	0.0	0.0					
b0194	1668.0	780.8279585093863	954096.0	1449.8401519837591	572.0	ProS	K01881	tRNA loading	prolyl-tRNA synthetase
b0195	0.0	0.0	0.0	0.0					
b0196	0.0	0.0	0.0	0.0	134.0	rcsF	K06080	Two-component system	putative outer membrane protein
b0197	6740.0	3155.144148892844	1826540.0	2775.6022781820857	271.0	metQ	K02073	Transport	DL-methionine transporter subunit
b0198	0.0	0.0	0.0	0.0	217.0	metI	K02072	Transport	DL-methionine transporter subunit
b0199	221.0	103.45502327972085	75803.0	115.18991070167456	343.0	metN	K02071	Transport	DL-methionine transporter subunit
b0200	0.0	0.0	0.0	0.0	190.0	gmhB	K03273	Glycan metabolism	D,D-heptose 1,7-bisphosphate phosphatase
b0201	0.0	0.0	0.0	0.0	350	rrsH	K01977	Ribosome	16S ribosomal RNA of rrnH operon
b0204	0.0	0.0	0.0	0.0	350	rrlH	K01980	Ribosome	23S ribosomal RNA of rrnH operon
b0207	311.0	145.58602823526329	83037.0	126.18266579073322	267.0	dkgB	K06222	Other enzymes	2,5-diketo-D-gluconate reductase B
b0208	28.0	13.107423763946533	9800.0	14.892037582634075					
b0209	0.0	0.0	0.0	0.0					
b0210	0.0	0.0	0.0	0.0					
b0211	0.0	0.0	0.0	0.0	452.0				
b0212	471.0	220.48559260067205	118221.0	179.64811990373295	251.0	gloB	K01069	Glycolysis	hydroxyacylglutathione hydrolase
b0213	0.0	0.0	0.0	0.0					
b0214	0.0	0.0	0.0	0.0	155.0	rnhA	K03469	DNA replication complex	ribonuclease HI, degrades RNA of DNA-RNA hybrids
b0215	0.0	0.0	0.0	0.0	243.0	dnaQ	K02342	Purine metabolism	DNA polymerase III epsilon subunit
b0217	0.0	0.0	0.0	0.0					
b0218	0.0	0.0	0.0	0.0					
b0219	0.0	0.0	0.0	0.0	256.0				
b0220	1175.0	550.0436758084705	411250.0	624.933719985537					
b0221	203.0	95.02882228861236	165242.0	251.10102798261426	814.0	fadE	K06445	Lipid and steroid metabolism	acyl coenzyme A dehydrogenase
b0222	1990.0	931.5633317947714	382080.0	580.6071142421252	192.0	gmhA	K03271	Glycan metabolism	D-sedoheptulose 7-phosphate isomerase
b0223	0.0	0.0	0.0	0.0					
b0224	0.0	0.0	0.0	0.0					
b0225	0.0	0.0	0.0	0.0					
b0226	0.0	0.0	0.0	0.0					
b0227	0.0	0.0	0.0	0.0					
b0228	0.0	0.0	0.0	0.0					
b0229	0.0	0.0	0.0	0.0	697.0				
b0230	0.0	0.0	0.0	0.0	307.0				
b0231	0.0	0.0	0.0	0.0	351.0	dinB	K02346	DNA replication	DNA polymerase IV
b0232	0.0	0.0	0.0	0.0					
b0233	0.0	0.0	0.0	0.0					
b0234	0.0	0.0	0.0	0.0	150.0	yafP	K03830	Other enzymes	putative acyl-CoA transferase
b0235	0.0	0.0	0.0	0.0					
b0236	0.0	0.0	0.0	0.0	204.0				
b0237	1724.0	807.0428060372794	836140.0	1270.5947249330259	485.0	pepD	K01270	Peptidases	aminoacyl-histidine dipeptidase (peptidase D)
b0238	855.0	400.24454707765307	129960.0	197.4866534937882	152.0	gpt	K00769	Purine metabolism	xanthine phosphoribosyltransferase
b0239	93.0	43.53537178739384	32550.0	49.46283911374889		frsA	K11750	Other enzymes	fermentation-respiration switch protein
b0240	445.0	208.3144133912931	59185.0	89.93726982940792	133.0				
b0241	0.0	0.0	0.0	0.0		phoE	K11929	Transport	outer membrane phosphoporin protein E
b0242	271.0	126.86113714391108	99457.0	151.13442672000377	367.0	proB	K00931	Amino acid metabolism	gamma-glutamate kinase
b0243	542.0	253.72227428782216	226014.0	343.4498961430059	417.0	proA	K00147	Amino acid metabolism	gamma-glutamylphosphate reductase
b0244	0.0	0.0	0.0	0.0	350	thrW	K14234	tRNA loading	tRNA-Thr
b0245	0.0	0.0	0.0	0.0					
b0246	0.0	0.0	0.0	0.0					
b0247	0.0	0.0	0.0	0.0					
b0248	0.0	0.0	0.0	0.0					
b0249	0.0	0.0	0.0	0.0					
b0250	0.0	0.0	0.0	0.0					
b0251	0.0	0.0	0.0	0.0					
b0252	0.0	0.0	0.0	0.0					
b0253	0.0	0.0	0.0	0.0					
b0254	0.0	0.0	0.0	0.0					
b0256	232.0	108.6043683298427	81200.0	123.39116854182518					
b0258	0.0	0.0	0.0	0.0					
b0260	0.0	0.0	0.0	0.0		mmuP	K16235	Transport	CP4-6 prophage
b0261	58.0	27.151092082460675	17980.0	27.322330177118435	310.0	mmuM	K00547	Amino acid metabolism	CP4-6 prophage
b0262	0.0	0.0	0.0	0.0	350	afuC	K02010	Transport	CP4-6 prophage
b0263	0.0	0.0	0.0	0.0	350				
b0266	0.0	0.0	0.0	0.0					
b0267	0.0	0.0	0.0	0.0					
b0268	0.0	0.0	0.0	0.0	350	yagE	K01714	Amino acid metabolism	2-keto-3-deoxy gluconate (KDG) aldolase
b0269	0.0	0.0	0.0	0.0	350				
b0270	0.0	0.0	0.0	0.0					
b0271	0.0	0.0	0.0	0.0	350	yagH	K01198	Carbohydrate metabolism	CP4-6 prophage
b0272	0.0	0.0	0.0	0.0					
b0273	0.0	0.0	0.0	0.0	350	argF	K00611	Amino acid metabolism	ornithine carbamoyltransferase 2, chain F
b0276	0.0	0.0	0.0	0.0					
b0277	0.0	0.0	0.0	0.0					
b0278	0.0	0.0	0.0	0.0					
b0279	0.0	0.0	0.0	0.0					
b0280	0.0	0.0	0.0	0.0					
b0281	0.0	0.0	0.0	0.0					
b0283	0.0	0.0	0.0	0.0					
b0284	0.0	0.0	0.0	0.0	350	paoC	K11177	Purine metabolism	PaoABC aldehyde oxidoreductase, Moco-containing subunit
b0285	0.0	0.0	0.0	0.0	350	paoB	K11178	Purine metabolism	PaoABC aldehyde oxidoreductase, FAD-containing subunit
b0286	0.0	0.0	0.0	0.0	350	paoA	K13483	Purine metabolism	PaoABC aldehyde oxidoreductase, 2Fe-2S subunit
b0287	0.0	0.0	0.0	0.0					
b0288	0.0	0.0	0.0	0.0					
b0289	0.0	0.0	0.0	0.0					
b0290	0.0	0.0	0.0	0.0					
b0291	0.0	0.0	0.0	0.0					
b0292	0.0	0.0	0.0	0.0					
b0293	0.0	0.0	0.0	0.0					
b0294	0.0	0.0	0.0	0.0					
b0295	0.0	0.0	0.0	0.0					
b0296	0.0	0.0	0.0	0.0	87.0	ykgM	K02909	Ribosome	50S ribosomal protein L31 type B
b0297	0.0	0.0	0.0	0.0					
b0300	0.0	0.0	0.0	0.0					
b0301	0.0	0.0	0.0	0.0					
b0303	0.0	0.0	0.0	0.0					
b0304	0.0	0.0	0.0	0.0					
b0305	0.0	0.0	0.0	0.0					
b0306	0.0	0.0	0.0	0.0					
b0307	0.0	0.0	0.0	0.0					
b0308	0.0	0.0	0.0	0.0					
b0310	0.0	0.0	0.0	0.0					
b0311	0.0	0.0	0.0	0.0	556.0	betA	K00108	Amino acid metabolism	choline dehydrogenase, a flavoprotein
