!!SBtab TableType='Proteomaps' Organism='sce' DefaultProteinLength='350' ProteinURL='identifiers.org/sgd/'
!Protein:Identifier	!Abundance:[original]	!Abundance:[ppm]	!SizeWeightedAbundance:[original]	!SizeWeightedAbundance:[ppm]	!Protein:Size	!Protein:Name	!Identifiers:kegg.orthology	!Pathway	!Protein
YAL034C	1570.8421	120.43001762215444	549794.73	101.56916073128541					
YAL034W-A	587.21967	45.01972235540142	169706.48	31.35160052236345	289.0	MTW1	K11559	Chromosome-related	Mtw1p
YAL035W	5542.2609	424.90239970877883	5564429.9	1027.9736127901233	1004.0	FUN12	K03243	RNA transport	translation initiation factor eIF5B
YAL036C	2166.8823	166.12597381629544	758408.81	140.1085571025988					
YAL037C-A	89.129468	6.833190555494566	31195.314	5.76302697868515					
YAL037W	242.41838	18.585222394621415	84846.433	15.674542734982634					
YAL038W	17496.753	1341.404251974456	8748376.5	1616.176384350392	500.0	Pyk1	K00873	Glycolysis	pyruvate kinase CDC19
YAL039C	2794.1239	214.2140133088379	751619.33	138.8542675509295	269.0	CYC3	K01764	Cofactor biosynthesis	holocytochrome c synthase CYC3
YAL040C	4081.6979	312.9270281368896	2367384.8	437.35102237884666	580.0	CLN3	K06646	Cell cycle	Cln3p
YAL041W	1466.5959	112.43788925798427	1252472.9	231.38203105671667	854.0	CDC24	K11236	MAPK signaling pathway	Cdc24p
YAL042W	2672.0325	204.85376669110752	935211.37	172.77108850653337					
YAL043C	1458.9613	111.85257580570405	510636.45	94.33505422160555		Pta1	K06100	mRNA surveillance pathway	Pta1p
YAL044C	5257.1445	403.0436953384508	1840000.6	339.9219863148954		Gcv3		Amino acid metabolism	glycine decarboxylase subunit H
YAL044W-A	3323.9548	254.83397417171645	1163384.2	214.92377128103408					
YAL046C	2761.7695	211.7335342319439	966619.32	178.5733978916928					
YAL047C	362.86062	27.819034682725835	127001.22	23.462224396456726		Spc72		Cytoskeleton proteins	
YAL048C	812.19226	62.26744762212411	284267.29	52.51558171293661		GEM1	K07870	Mitochondrial biogenesis	ERMES complex Ca(2+)-binding regulatory GTPase GEM1
YAL049C	4822.6949	369.73622733518175	1687943.2	311.83087947401793					
YAL051W	1249.8215	95.81868557606617	437437.53	80.81227478201998					
YAL053W	2045.589	156.82691425044266	715956.15	132.26584633850945					
YAL054C	2408.3271	184.6365558275476	1717137.2	317.22418340472154	713.0	ACS1	K01895	Glycolysis	acetate--CoA ligase 1
YAL055W	1087.774	83.39516873715151	380720.9	70.3344360646375					
YAL056W	1512.2904	115.94109905878827	529301.64	97.78326421661583					
YAL058W	633.20788	48.545449696622626	317870.36	58.72341789553268	502.0	CNE1	K08054	Protein processing in endoplasmic reticulum	Cne1p
YAL059W	716.20977	54.908863992287436	250673.42	46.309445139717894					
YAL060W	2712.877	207.98514689460987	1036319.0	191.44972720979877	382.0	BDH1	K00004	Butanoate metabolism	(R,R)-butanediol dehydrogenase
YAL061W	671.58288	51.48750346908657	280050.06	51.73649001136501	417.0	BDH2	K00004	Butanoate metabolism	putative dehydrogenase BDH2
YAL062W	9569.9411	733.688112456357	4373463.1	807.954227855632	457.0	GDH3	K00262	Amino acid metabolism	glutamate dehydrogenase (NADP(+)) GDH3
YAL063C-A	161.65512	12.393434674504515	56579.292	10.452466874701274					
YAL064C-A	128.52144	9.853211397902225	44982.504	8.310074523398375					
YAL064W	117.39666	9.000320167496193	41088.831	7.590756790447268					
YAL064W-B	230.07749	17.63909700100415	80527.122	14.87659257418824					
YAL065C	234.46316	17.97532832265319	82062.106	15.160165748154371					
YAL067C	260.44983	19.967619671376983	91157.441	16.84043929773875					
YAL067W-A	97.935522	7.508314578718569	34277.433	6.332418104176565					
YAR002C-A	4324.093	331.510465749444	1513432.6	279.5917651036182					
YAR002W	1766.792	135.4526923455142	618377.2	114.2390965067312		NUP60	K18718	Messenger RNA Biogenesis	Nup60p
YAR003W	736.44117	56.45992240772006	257754.41	47.617588292429865		SWD1	K14961	Chromosome-related	Swd1p
YAR007C	1605.7447	123.10585673612968	997167.46	184.21686584872796	621.0	RFA1	K07466	DNA replication	Rfa1p
YAR008W	467.94332	35.875294069193494	128684.41	23.77317716905113	275.0	SEN34	K15323	Transfer RNA biogenesis	Sen34p
YAR014C	1479.2236	113.40600319733392	517728.26	95.6451962627374					
YAR015W	5481.584	420.25055078248784	1677364.7	309.87660580028535	306.0	ADE1	K01923	Purine metabolism	phosphoribosylaminoimidazolesuccinocarboxamide synthase
YAR018C	1159.7918	88.91647792736788	927833.44	171.4080886137658	800.0	KIN3	K08857	Chromosome-related	Kin3p
YAR019C	1012.9567	77.65923337010092	986619.83	182.26829510341702	974.0	CDC15	K06683	Cell cycle	Cdc15p
YAR023C	520.0231	39.86803708464866	182008.08	33.62419994806544					
YAR027W	102.38034	7.849080534804971	35833.119	6.619815768722041					
YAR028W	104.40287	8.004139610151459	36541.004	6.750590549601199					
YAR029W	1252.4647	96.02132887330075	438362.65	80.9831815893219					
YAR031W	337.65259	25.88643846753667	118178.41	21.832297156172718					
YAR033W	146.02066	11.194804784642978	51107.231	9.44155750632592					
YAR035C-A	171.44392	13.143901800703734	60005.372	11.085401406827913					
YAR035W	5657.3591	433.7265063801484	3886605.7	718.0121188910451	687.0	YAT1	K00624	Peroxisome	carnitine O-acetyltransferase YAT1
YAR042W	1914.3926	146.76862464643776	670037.41	123.78281143630493					
YAR050W	351.37605	26.938559829471732	122981.62	22.719642890672787		Flo1		Cell wall	
YAR068W	1003.6665	76.94699185982223	351283.28	64.89612573866093					
YBL001C	4543.9864	348.3687903620804	1590395.2	293.8098473498733					
YBL002W	8918.7206	683.7617091018071	1168352.4	215.8415972928352	131.0	HTB2	K11252	Chromosome-related	histone H2B
YBL003C	9239.8304	708.3798797458498	1219657.6	225.31972762185953	132.0	HTA2	K11251	Chromosome-related	histone H2A
YBL004W	3465.4259	265.67998286095747	1212899.1	224.07116132002832		UTP20	K14772	Ribosome biogenesis	Utp20p
YBL005W	503.30184	38.58608669863302	176155.64	32.54301930628264					
YBL006C	2132.3148	163.47582544418736	383816.66	70.90634723051114	180.0	LDB7	K11764	Transcription machinery	Ldb7p
YBL007C	3103.195	237.90922622648168	1086118.2	200.64963887335622					
YBL008W	883.5395	67.73734772888346	742173.18	137.10918438572378	840.0	HIR1	K11293	Chromosome-related	Hir1p
YBL008W-A	119.0652	9.128240282193444	41672.82	7.69864300573766					
YBL009W	1198.9871	91.92142073460843	419645.49	77.52537064873107		ALK2	K16315	Chromosome-related	Alk2p
YBL010C	598.57641	45.890397007124996	209501.74	38.70338281260711					
YBL011W	3222.7113	247.07205049451898	2446037.9	451.8814078481906	759.0	SCT1	K13507	Lipid and steroid metabolism	bifunctional glycerol-3-phosphate/glycerone-phosphate O-acyltransferase SCT1
YBL013W	322.79032	24.7470092161783	129438.92	23.91256545941063	401.0	FMT1	K00604	Other central metabolism enzymes	Fmt1p
YBL014C	1267.0514	97.13963130360172	443467.99	81.92634286525458		RRN6	K15218	Transcription machinery	Rrn6p
YBL015W	16090.617	1233.6015751432546	8463664.5	1563.578646845477	526.0	ACH1	K01067	Glycolysis	Ach1p
YBL016W	130.25411	9.986048096532453	45979.701	8.494296846471126	353.0	Fus3	K04371	MAPK signaling pathway	mitogen-activated serine/threonine-protein kinase FUS3
YBL017C	3461.5333	265.38155319282214	1211536.7	223.81947134006015					
YBL018C	2143.2866	164.31698832576964	750150.31	138.582880576199		Pop8	K14528	Ribosome biogenesis in eukaryotes	Pop8p
YBL019W	695.98617	53.35840357084635	361912.81	66.85982670223332	520.0	APN2	K10772	Base excision repair	DNA-(apurinic or apyrimidinic site) lyase APN2
YBL020W	2162.7665	165.8104323200946	1241428.0	229.34159457715825	574.0	RFT1	K06316	Carbohydrate metabolism	Rft1p
YBL021C	1379.4922	105.76000602200857	482822.27	89.19665844427807					
YBL022C	5492.9605	421.12274035232326	6223524.2	1149.734792446709	1133.0	PIM1	K08675	Mitochondrial biogenesis	ATP-dependent Lon protease PIM1
YBL023C	2093.1987	160.4769545759378	1816896.5	335.6537314219252	868.0	MCM2	K02540	DNA replication	MCM DNA helicase complex subunit MCM2
YBL024W	2526.4044	193.68905787073604	884241.54	163.3549144815181		NCL1	K15334	Transfer RNA biogenesis	Ncl1p
YBL025W	580.10027	44.473907172921166	203035.09	37.50873292346945		RRN10	K15221	Transcription machinery	Rrn10p
YBL026W	2606.9358	199.86306983612502	250265.84	46.23414874949812	96.0	LSM2	K12621	RNA degradation	Sm-like protein LSM2
YBL027W	11378.791	872.3652114040058	2150591.5	397.30059568020266	189.0	RPL19B	K02885	Ribosome	ribosomal 60S subunit protein L19B
YBL028C	767.92037	58.873303492127796	268772.13	49.653003534719105					
YBL029C-A	2015.1213	154.49108072019382	705292.45	130.2958328040214					
YBL029W	2608.4354	199.97803801429276	912952.39	168.6589612088882					
YBL030C	16514.277	1266.0818487912563	5779996.9	1067.797492643175		Pet9	K05863	Transport	ADP/ATP carrier protein PET9
YBL031W	578.29039	44.335151100433684	202401.64	37.391709275634135					
YBL032W	3274.5214	251.04411825104626	1146082.5	211.72745263275516		HEK2	K18738	Messenger RNA Biogenesis	Hek2p
YBL033C	3131.7442	240.0979762345814	1080451.7	199.60280881501095	345.0	RIB1	K01497	Cofactor biosynthesis	GTP cyclohydrolase II
YBL034C	1082.6091	82.99919704908899	378913.18	70.0004776011994		Stu1		Cytoskeleton proteins	
YBL035C	653.63135	50.11123333076736	460810.1	85.13012686298339	705.0	POL12	K02321	DNA replication	DNA-directed DNA polymerase alpha subunit POL12
YBL036C	1270.4104	97.39715204944422	444643.64	82.14353262226396					
YBL037W	1423.1269	109.10529940950909	1458705.1	269.4813985602331	1025.0	APL3	K11824	Endocytosis	Apl3p
YBL038W	2899.1201	222.26364109527123	1014692.0	187.4543519919688					
YBL039C	2185.3873	167.54467622826795	1265339.2	233.75895324496125	579.0	URA7	K01937	Pyrimidine metabolism	CTP synthase URA7
YBL039W-B	1254.6552	96.18926551925728	439129.32	81.12481631990191					
YBL040C	2091.8658	160.37476660269175	732153.03	135.25806037458312					
YBL041W	4084.2491	313.1226181716599	984304.03	181.84047386471306	241.0	PRE7	K02732	Proteasome	proteasome core particle subunit beta 6
YBL042C	4794.5362	367.577415359607	1678087.7	310.0101729285274					
YBL043W	3720.8361	285.26123478110776	1302292.6	240.58572989334323					
YBL044W	120.07251	9.20546660624662	42025.378	7.7637746234399625					
YBL045C	13801.667	1058.1171716909723	6307361.8	1165.2229632222368	457.0	Cor1	K00414	Oxidative phosphorylation	ubiquinol--cytochrome-c reductase subunit COR1
YBL046W	636.92858	48.83070049717524	222925.0	41.1831978746355					
YBL047C	4822.2871	369.7049629826499	1687800.5	311.80451705465396					
YBL049W	1364.185	104.58646581338681	477464.75	88.20690939739092					
YBL050W	3301.6696	253.12545933835844	1155584.4	213.48283506130736					
YBL051C	1395.2644	106.96919587243347	488342.54	90.21647395053091					
YBL052C	846.69419	64.91256901140845	704449.57	130.1401190266318	832.0	SAS3	K11378	Chromosome-related	Sas3p
YBL054W	775.32485	59.44097458833975	271363.7	50.13177056450925					
YBL055C	524.84854	40.23798376753591	183696.99	33.9362094343162					
YBL056W	2062.0737	158.09072855201754	965050.49	178.28357200261948	468.0	PTC3	K14803	Ribosome biogenesis	type 2C protein phosphatase PTC3
YBL057C	1636.5964	125.47112997057725	340412.05	62.88777308090306	208.0	PTH2	K04794	Translation factors	Pth2p
YBL058W	1814.3803	139.10109202082745	767482.87	141.78490030549807	423.0	SHP1	K14012	Protein processing in endoplasmic reticulum	Shp1p
YBL059C-A	2644.4039	202.73559530718836	925541.36	170.98464941141305		CMC2	K18172	Mitochondrial biogenesis	Cmc2p
YBL059W	1273.93	97.66698533824068	445875.5	82.37110662308866					
YBL060W	401.60763	30.789608935291255	140562.67	25.967568699773874					
YBL061C	590.80466	45.29456882716026	206781.63	38.20086928397293					
YBL063W	841.4127	64.50765884649039	934809.51	172.69684882996995	1111.0	Kip1		Cytoskeleton proteins	Kip1p
YBL064C	9131.8048	700.0980002930113	2383401.1	440.3098760386853	261.0	PRX1	K03386	Other enzymes	Prx1p
YBL066C	1595.2124	122.29838851599361	558324.34	103.14492215967374					
YBL067C	1420.37	108.89393919985942	1061016.4	196.01232858330562	747.0	UBP13	K11872	Ubiquitin labeling	Ubp13p
YBL068W	3413.2377	261.6789277290199	1112715.5	205.5632280573017	326.0	PRS4	K00948	Pentose phosphate metabolism	ribose phosphate diphosphokinase subunit PRS4
YBL069W	617.96274	47.376667373528406	216286.96	39.95688537123864					
YBL071C-B	102.17214	7.833118695184723	35760.249	6.606353754012499					
YBL071W-A	761.35369	58.369863083878585	266473.79	49.22840785902912		KTI11	K15455	Transfer RNA biogenesis	Kti11p
YBL072C	12254.912	939.5338131808104	2450982.4	452.7948555184435	200.0	RPS8A	K02995	Ribosome	ribosomal 40S subunit protein S8A
YBL074C	227.03372	17.405743645668316	80596.971	14.889496488905502	355.0	AAR2	K13205	Spliceosome	Aar2p
YBL075C	753.32212	57.75411557072397	488906.06	90.32057871969684	649.0	SSA3	K03283	Chaperones and folding catalysts	Hsp70 family ATPase SSA3
YBL076C	5983.9704	458.76645445296543	6414816.3	1185.0741236395072	1072.0	ILS1	K01870	tRNA loading	isoleucine--tRNA ligase ILS1
YBL078C	1582.0198	121.28696601179536	185096.32	34.19472186801325	117.0	ATG8	K08341	FoxO signaling pathway	ubiquitin-like protein ATG8
YBL079W	2721.5924	208.6533208476661	4087831.8	755.1866587310863	1502.0	NUP170	K14312	RNA transport	Nup170p
YBL080C	503.17303	38.57621136452406	272216.61	50.28933728560045	541.0	PET112	K02434	tRNA loading	glutamyl-tRNA(Gln) amidotransferase subunit PET112
YBL081W	917.1028	70.310508207876	320985.98	59.298998000779605					
YBL082C	1268.4681	97.24824387896196	588569.2	108.73236212410414	464.0	ALG3	K03845	Glycan metabolism	dolichyl-P-Man:Man(5)GlcNAc(2)-PP-dolichol alpha-1,3-mannosyltransferase
YBL084C	1597.786	122.49569586684215	1211121.8	223.74282265194446	758.0	CDC27	K03350	Cell cycle	anaphase promoting complex subunit CDC27
YBL085W	1206.985	92.5345869070329	422444.75	78.04250636021499					
YBL086C	489.29069	37.51190932497678	171251.74	31.637072086108024					
YBL087C	9537.9471	731.2352637685078	1802672.0	333.02589516234127	189.0	RPL23A	K02894	Ribosome	ribosomal 60S subunit protein L23A
YBL088C	1298.2167	99.52894696314492	454375.84	83.94146070729492		TEL1	K04728	NF-kappa B signaling pathway	Tel1p
YBL089W	1528.0544	117.1496602488631	534819.04	98.80254951863901					
YBL090W	803.68768	61.61543637333658	281290.69	51.9656841833027		MRP21	K17415	Ribosome	mitochondrial 37S ribosomal protein MRP21
YBL091C	2588.0271	198.41341740179567	1089559.4	201.2853666765465	421.0	MAP2	K01265	Peptidases	Map2p
YBL091C-A	816.11248	62.56799480231664	285639.37	52.769059977553994					
YBL092W	16341.296	1252.8201053745897	2124368.5	392.4561547342945	130.0	RPL32	K02912	Ribosome	ribosomal 60S subunit protein L32
YBL093C	854.61901	65.52013244012761	299116.65	55.25885470246985		ROX3	K15138	Transcription machinery	Rox3p
YBL095W	1650.7659	126.55744738892065	577768.07	106.73695975084111					
YBL097W	130.02106	9.968181109387888	98035.879	18.111162963646173	754.0	BRN1	K06676	Chromosome-related	Brn1p
YBL098W	1019.9678	78.19674563600638	469185.19	86.67734224343818	460.0	BNA4	K00486	Amino acid metabolism	kynurenine 3-monooxygenase
YBL099W	18558.85	1422.8308704910066	10114573.0	1868.5677302969411	545.0	ATP1	K02132	Oxidative phosphorylation	F1F0 ATP synthase subunit alpha
YBL100W-C	96.37985	7.389047590410647	33732.948	6.231829863760411					
YBL101C	3545.0927	271.7877094923615	1240782.4	229.22232633650393					
YBL102W	2548.671	195.3961467184219	892034.85	164.7946517376732					
YBL103C	768.76126	58.93777107771026	269066.44	49.70737440818096					
YBL104C	2103.0142	161.22946868156959	736054.97	135.9789053543519					
YBL105C	1774.2947	136.02789356606576	2042213.2	377.27877231262784	1151.0	PKC1	K02677	MAPK signaling pathway	protein kinase C
YBL106C	522.12724	40.02935286379634	182744.53	33.760251831321135					
YBL107C	1250.6747	95.88409691883271	437736.15	80.86744188552709					
YBR001C	1325.0643	101.58724228201405	1033550.2	190.93821868327507	780.0	NTH2	K01194	Carbohydrate metabolism	alpha,alpha-trehalase NTH2
YBR002C	1259.8429	96.58698518975659	360315.07	66.56465997543184	286.0	RER2	K11778	Cofactor biosynthesis	Rer2p
YBR003W	2513.1256	192.67102676627235	1188708.4	219.6021677803807	473.0	COQ1	K05355	Cofactor biosynthesis	trans-hexaprenyltranstransferase
YBR004C	776.50052	59.531108382702556	336224.73	62.114206957209355	433.0	GPI18	K07542	Glycan metabolism	Gpi18p
YBR005W	688.91348	52.81616945238464	241119.72	44.54449317141059					
YBR006W	2014.25	154.42428172470332	1001082.2	184.94007550241307	497.0	UGA2	K00135	Other central metabolism enzymes	succinate-semialdehyde dehydrogenase (NAD(P)(+))
YBR007C	1013.5371	77.70373025634295	354737.98	65.53434753387234					
YBR008C	485.96149	37.25667322284552	266306.9	49.19757657544363	548.0	FLR1	K08158	Transport	Flr1p
YBR010W	10831.209	830.3843465484135	1473044.4	272.13044298900405	136.0	HHT1	K11253	Chromosome-related	histone H3
YBR011C	12428.37	952.8321262300365	3566942.2	658.9574360434572	287.0	IPP1	K01507	Oxidative phosphorylation	inorganic diphosphatase IPP1
YBR013C	253.11567	19.40533972099642	88590.484	16.36621927725347					
YBR014C	1729.9276	132.62645007607787	605474.66	111.85547933546104					
YBR015C	2475.3617	189.7758235230684	1477790.9	273.0073121096139	597.0	MNN2	K05535	Glycan metabolism	Mnn2p
YBR016W	4909.2694	376.3735389788086	1718244.3	317.42870922446815					
YBR017C	1581.7318	121.26488623364631	553606.13	102.27327933789923					
YBR018C	19953.157	1529.7266664342737	7302855.5	1349.1306183979823	366.0	GAL7	K00965	Carbohydrate metabolism	UDP-glucose:hexose-1-phosphate uridylyltransferase
YBR019C	19787.149	1516.9995143128615	13831217.0	2555.181099284613	699.0	GAL10	K01784	Carbohydrate metabolism	bifunctional UDP-glucose 4-epimerase/aldose 1-epimerase
YBR020W	22263.816	1706.8754098304366	11755295.0	2171.6749582133602	528.0	GAL1	K00849	Carbohydrate metabolism	galactokinase
YBR021W	1457.4584	111.73735463007836	510110.44	94.23787905545534					
YBR022W	606.52277	46.49961181925155	212282.97	39.21718765919171		POA1	K15529	Other enzymes	Poa1p
YBR023C	1850.694	141.88511438114338	2156058.5	398.3105700786803	1165.0	CHS3	K00698	Other central metabolism enzymes	chitin synthase CHS3
YBR024W	904.03592	69.30872414016699	316412.57	58.454105552683444		SCO2	K07152	Mitochondrial biogenesis	Sco2p
YBR025C	6202.7436	475.5388979285096	2170960.3	401.06353084166443					
YBR026C	1785.9157	136.918827947559	678647.97	125.37352757981247	380.0	ETR1	K07512	Lipid and steroid metabolism	Etr1p
YBR028C	1271.5755	97.4864754852826	445051.42	82.21886596051368		YPK3	K08286	Other enzymes	Ypk3p
YBR029C	4198.8993	321.91237852146435	1918897.0	354.4973190626643	457.0	Cds1	K00981	Lipid and steroid metabolism	phosphatidate cytidylyltransferase
YBR030W	594.87198	45.60639356070601	208205.19	38.463857971497504					
YBR033W	2867.9432	219.87343611133034	1003780.1	185.43848595232214					
YBR034C	1651.9666	126.64950013066911	574884.38	106.20422642851698	348.0	HMT1	K11434	FoxO signaling pathway	protein-arginine omega-N methyltransferase HMT1
YBR035C	3105.9799	238.12273308122914	708163.42	130.82621623164118	228.0	PDX3	K00275	Cofactor biosynthesis	pyridoxamine-phosphate oxidase PDX3
YBR036C	3465.655	265.6975470178114	1212979.2	224.0859590060203					
YBR037C	2018.1955	154.7267670187556	706368.43	130.49460951030892		SCO1	K07152	Mitochondrial biogenesis	Sco1p
YBR038W	1783.949	136.7680491292058	1717942.9	317.37302854334484	963.0	CHS2	K00698	Other central metabolism enzymes	chitin synthase CHS2
YBR039W	15913.762	1220.0428280441247	4949180.0	914.3122541535877	311.0	ATP3	K02136	Oxidative phosphorylation	F1F0 ATP synthase subunit gamma
YBR040W	128.37739	9.842167675532883	44932.086	8.300760294530177					
YBR041W	1687.6372	129.3842186530418	590673.02	109.12102214587208					
YBR042C	839.16361	64.33523034566666	293707.26	54.25952318401712					
YBR043C	1655.9136	126.95210042356592	579569.76	107.06980423117643					
YBR044C	1874.6082	143.71851795965694	656112.87	121.21038983202871					
YBR045C	428.47078	32.84909640884864	273792.83	50.58052840438013	639.0	GIP1	K12770	Meiosis	Gip1p
YBR046C	3184.7542	244.16203540014007	1063707.9	196.50955669625654	334.0	ZTA1	K00344	Other enzymes	Zta1p
YBR047W	2669.0122	204.62221268435903	934154.27	172.5757996942724					
YBR048W	4364.9562	334.6432796052081	680933.17	125.79569576993525	156.0	RPS11B	K02949	Ribosome	ribosomal 40S subunit protein S11B
YBR049C	2156.235	165.309689018079	1746550.4	322.65798237624216	810.0	REB1	K09424	Transcription factors	Reb1p
YBR050C	527.1967	40.418007558711125	184518.85	34.08803997375883					
YBR052C	6638.2156	508.92474914420774	2323375.5	429.22073770810897					
YBR053C	2964.3539	227.2648488446434	1037523.9	191.67232061618722					
YBR054W	1325.6266	101.63035151553213	463969.31	85.71375979135628					
YBR055C	956.91194	73.36251160893255	860263.83	158.92526874635772	899.0	PRP6	K12855	Spliceosome	Prp6p
YBR056W	1550.6324	118.88062285667263	542721.34	100.26242160371125					
YBR057C	970.61906	74.41338025012124	339716.67	62.75930847559605					
YBR058C	1214.9785	93.14741574951344	948898.21	175.29959737722297	781.0	UBP14	K11836	Ubiquitin labeling	Ubp14p
YBR058C-A	1084.6439	83.15519681498371	379625.36	70.13204584102158					
YBR059C	2452.1581	187.99689873050178	858255.34	158.5542200030619		AKL1	K08286	Other enzymes	Akl1p
YBR060C	1622.7352	124.40844864807883	1006095.8	185.86628871701112	620.0	ORC2	K02604	DNA replication control	origin recognition complex subunit 2
YBR061C	1239.1009	94.99678116764723	384121.28	70.96262277491654	310.0	TRM7	K14864	Transfer RNA biogenesis	Trm7p
YBR062C	1494.0536	114.54295844021705	522918.76	96.60409000981959					
YBR063C	1213.5328	93.03657986315902	424736.48	78.46588090351537					
YBR065C	346.55176	26.56870131236528	126144.84	23.304016627046025	364.0	ECM2	K12872	Spliceosome	Ecm2p
YBR066C	1789.3938	137.1854796016569	626287.83	115.70050747725055					
YBR067C	13718.429	1051.73565581052	9616618.7	1776.5755783650106	701.0	Tip1		Cell wall	Tip1p
YBR068C	2650.814	203.22703136938696	927784.9	171.39912132689878		Bap2	K16261	Transport	branched-chain amino acid permease BAP2
YBR069C	211.48302	16.213535291285126	74019.057	13.674291671750249		TAT1	K16261	Transport	amino acid transporter TAT1
YBR070C	572.83424	43.91685047005898	135761.71	25.080638630610657	237.0	ALG14	K07441	Carbohydrate metabolism	N-acetylglucosaminyldiphosphodolichol N-acetylglucosaminyltransferase anchoring subunit ALG14
YBR071W	474.5692	36.38327309850668	166099.22	30.68519476991192					
YBR072C-A	104.77283	8.03250292516542	36670.49	6.774511812626859					
YBR072W	406.24633	31.14523902869395	86936.715	16.060701744603755	214.0	HSP26	K13993	Protein processing in endoplasmic reticulum	Hsp26p
YBR073W	505.46744	38.75211436377042	484237.81	89.45816551580195	958.0	RDH54	K10877	Homologous recombination	DNA-dependent ATPase RDH54
YBR074W	1239.3812	95.01827061839437	433783.42	80.13721395355442					
YBR076W	111.38158	8.539168667674112	38983.553	7.201827417541058					
YBR077C	2144.9252	164.44261306353016	750723.82	138.68883089946056					
YBR078W	10101.741	774.4590284691504	3535609.4	653.1690098805486		Ecm33		Cell wall	
YBR079C	4488.6279	344.12468133894174	4327037.3	799.3775186131145	964.0	RPG1	K03254	RNA transport	Rpg1p
