!!SBtab TableType='Proteomaps' Organism='hsa' ProteinIdentifier='http://identifiers.org/uniprot/'
!ProteinIdentifier	!Abundance[original])	!Abundance[ppm]	!SizeWeightedAbundance[original]	!SizeWeightedAbundance[ppm]	!ProteinSize	!ProteinName	!Identifiers:kegg.orthology	!Pathway
P62937	878358940.0	5954.34637232	1.4492923e+11	2540.29414965	165.0	PpiA	K03767	Chaperones and folding catalysts
P08670	1365854900.0	9259.05435531	6.3648838e+11	11156.2568023	466.0	Vim	K07606	Cytoskeleton proteins
P68371	1240340100.0	8408.19651119	5.5195134e+11	9674.50637733	445.0	TubB2c	K07375	Cytoskeleton proteins
P08238	562104340.0	3810.47403894	4.0696354e+11	7133.18562297	724.0	Hsp90ab1	K04079	Chaperones and folding catalysts
P52895	15422074.0	104.545381385	4981329900.0	87.3118776831	323.0	Akr1c2	K00089	Lipid and steroid metabolism
P04083	493024340.0	3342.18456335	1.7255852e+11	3024.57550371	350			
P00338	747623630.0	5068.09898144	2.6989213e+11	4730.62196547	361.0	LdhA	K00016	Glycolysis
O43707	413709570.0	2804.5141515	3.7688942e+11	6606.05171705	911.0	ActN4	K05699	Focal adhesion
O60218	8749275.5	59.3108517047	2764771100.0	48.4604234112	316.0	Akr1b10	K00100	Carbohydrate metabolism
P06703	599552910.0	4064.33581091	2.0984352e+11	3678.10045081	350			
P09382	912072830.0	6182.8909564	1.2312983e+11	2158.19808604	135.0	LgaLs1	K06830	CAM ligands
P42330	22542688.0	152.815627419	7281288200.0	127.625143778	323.0	Akr1c3	K00089	Lipid and steroid metabolism
P07195	341826590.0	2317.22343047	1.1417008e+11	2001.15315792	334.0	LdhB	K00016	Glycolysis
P11142	510186110.0	3458.5232471	3.2958023e+11	5776.82452402	646.0	HspA8	K03283	Chaperones and folding catalysts
P60866	308819840.0	2093.47250909	43852417000.0	768.637481572	142.0	Rps20	K02969	Ribosome
Q53HE2	627047420.0	4250.71956409	1.7933556e+11	3143.36227339	286.0	Tpi1	K01803	Glycolysis
P62826	437473250.0	2965.60681573	1.0193127e+11	1786.63344067	233.0	Ran	K07936	RNA transport
P63104	649799310.0	4404.95336022	1.5985063e+11	2801.8338344	246.0	YwhAz	K06630	Cell cycle
P11413	212766740.0	1442.33388968	1.0957487e+11	1920.60912219	515.0	G6pD	K00036	Pentose phosphate metabolism
P62263	235923510.0	1599.31234481	82573228000.0	1447.32907231	350			
P29401	425120170.0	2881.86597388	3.6347775e+11	6370.97431522	855.0	Tkt	K00615	Pentose phosphate metabolism
P05387	519397470.0	3520.96654391	59730709000.0	1046.94940163	115.0	RplP2	K02943	Ribosome
B4DNM7	144130830.0	977.054875482	50445790000.0	884.204968257	350			
P06748	403246390.0	2733.58483657	1.1855444e+11	2078.0014518	294.0	Npm1	K11276	Chromosome-related
P09211	347537580.0	2355.93791385	72982892000.0	1279.23134327	210.0	GstP1	K00799	Cofactor biosynthesis
P22626	386077250.0	2617.196192	1.3628527e+11	2388.78433333	353.0			
P10599	482173110.0	3268.62467906	50628177000.0	887.401815636	105.0	Txn	K03671	Chaperones and folding catalysts
P04792	773367820.0	5242.61741275	1.585404e+11	2778.86835253	205.0	HspB1	K04455	Chaperones and folding catalysts
P16403	444564490.0	3013.67793706	94692236000.0	1659.7489211	213.0	HisT1h1c	K11275	Chromosome-related
P63241	297022570.0	2013.4994723	63562830000.0	1114.11814707	214.0	Eif5a	K03263	Translation factors
P62888	336856510.0	2283.53153474	38738499000.0	679.001622903	115.0	Rpl30	K02908	Ribosome
P09429	439233350.0	2977.53843568	94874404000.0	1662.94192989	216.0	HmgB1	K10802	Chromosome-related
P26447	2674598.6	18.1309550641	936109510.0	16.4079634708	350			
P04075	455195770.0	3085.74679253	1.6569126e+11	2904.20737367	364.0	AldOa	K01623	Glycolysis
Q07020	278610690.0	1888.68636242	52378810000.0	918.086604123	188.0	Rpl18	K02883	Ribosome
P62857	280470690.0	1901.29519891	33936953000.0	594.840965918	121.0	Rps28	K02979	Ribosome
P25398	369180120.0	2502.65148807	48731776000.0	854.162031186	132.0	Rps12	K02951	Ribosome
P62750	329149940.0	2231.28912559	63855088000.0	1119.24079409	194.0	Rpl23a	K02893	Ribosome
P62280	251923610.0	1707.77613228	39803930000.0	697.676310792	158.0	Rps11	K02949	Ribosome
P22392	272859980.0	1849.70261937	79675114000.0	1396.53143791	292.0	Nme1-nme2	K00940	Purine metabolism
P22392	0.0	0.0	0.0	0.0	292.0	Nme1-nme2	K00940	Purine metabolism
P61604	286986250.0	1945.46381755	29272598000.0	513.084968744	102.0	HspE1	K04078	Chaperones and folding catalysts
P21333	565793790.0	3835.48461517	1.4976562e+12	26250.6554617	2647.0	FlnA	K04437	Cytoskeleton proteins
P14174	185156710.0	1255.16703285	1.0368776e+11	1817.42088962	560.0	Mif	K07253	Amino acid metabolism
P05386	346559940.0	2349.3105467	39507833000.0	692.486374456	114.0	RplP1	K02942	Ribosome
Q0P5T0	155096960.0	1051.39366047	10856787000.0	190.295860263	70.0	TmsB4x	K05764	Regulation of actin cytoskeleton
P62829	214569560.0	1454.55510614	30039738000.0	526.531264249	140.0	Rpl23	K02894	Ribosome
P60903	625608730.0	4240.96676464	2.1896306e+11	3837.94615005	350			
P62241	350512940.0	2376.10771371	72906692000.0	1277.89572302	208.0	Rps8	K02995	Ribosome
P42766	241190200.0	1635.01494322	29666395000.0	519.98737356	123.0	Rpl35	K02918	Ribosome
P62701	284009450.0	1925.28425602	74694485000.0	1309.23184548	263.0	Rps4x	K02987	Ribosome
P61247	258415960.0	1751.78741162	68221813000.0	1195.77998477	264.0	Rps3a	K02984	Ribosome
P09651	284353700.0	1927.61790761	1.0577958e+11	1854.08594406	372.0	HnrNpa1	K12741	Spliceosome
P12236	376233270.0	2550.46439941	1.1211751e+11	1965.1760706	298.0	Slc25a6	K05863	Calcium signaling pathway
P62424	287676930.0	1950.14589883	76522063000.0	1341.26531245	266.0	Rpl7a	K02936	Ribosome
P62851	318876890.0	2161.64869135	39859611000.0	698.652277603	125.0	Rps25	K02975	Ribosome
P09936	245140150.0	1661.79143445	59078776000.0	1035.52243424	241.0	UchL1	K05611	Ubiquitin labeling
P23284	325916000.0	2209.36642631	70397856000.0	1233.9212852	216.0	PpiB	K03768	Chaperones and folding catalysts
P37802	464545930.0	3149.13100682	1.6259108e+11	2849.86796183	350			
Q6LES2	88060612.0	596.957988048	30821214000.0	540.228838651	350			
P62910	209692820.0	1421.49595707	32083001000.0	562.345220103	153.0	Rpl32	K02912	Ribosome
P08708	253711400.0	1719.8954612	34251039000.0	600.346210294	135.0	Rps17	K02962	Ribosome
P62269	240530290.0	1630.54145005	36560604000.0	640.827860943	152.0	Rps18	K02964	Ribosome
P39023	225710040.0	1530.07580007	90961146000.0	1594.35102932	403.0	Rpl3	K02925	Ribosome
P10809	222396540.0	1507.61376797	1.2743322e+11	2233.62715194	573.0	HspD1	K04077	Chaperones and folding catalysts
P00558	625760680.0	4241.99682524	2.609422e+11	4573.74916059	417.0	Pgk1	K00927	Glycolysis
P23396	228563320.0	1549.4180264	55540887000.0	973.510935735	243.0	Rps3	K02985	Ribosome
P35268	180526550.0	1223.77943589	23107398000.0	405.02242338	128.0	Rpl22	K02891	Ribosome
P46781	284953360.0	1931.68296938	55280952000.0	968.9548406	194.0	Rps9	K02997	Ribosome
P06576	319910410.0	2168.65486592	1.6923261e+11	2966.27953598	529.0	Atp5b	K02133	Oxidative phosphorylation
P08865	246936310.0	1673.96750313	72846211000.0	1276.83562265	295.0	RpsA	K02998	Ribosome
P60842	288623330.0	1956.56149177	1.1718107e+11	2053.92926307	406.0	Eif4a1	K03257	RNA transport
P46776	247711970.0	1679.2256591	36661372000.0	642.594104791	148.0	Rpl27a	K02900	Ribosome
P61978	249246780.0	1689.63005068	1.1565051e+11	2027.10187557	464.0	HnrNpk	K12886	Spliceosome
P61978	7906068.5	53.5947983774	3668415800.0	64.2993493807	464.0	HnrNpk	K12886	Spliceosome
P21796	316546490.0	2145.85103944	89582657000.0	1570.18911566	283.0	VdaC1	K05862	Calcium signaling pathway
P36578	239326770.0	1622.38285495	1.0219253e+11	1791.21276017	427.0	Rpl4	K02930	Ribosome
P63173	335640580.0	2275.28881294	23494841000.0	411.813456398	70.0	Rpl38	K02923	Ribosome
P40926	336419350.0	2280.56805143	1.1370974e+11	1993.08439906	338.0	Mdh2	K00026	TCA cycle and anaplerotic enzymes
P61254	137707150.0	933.509106249	21069194000.0	369.297140792	153.0	Rpl26	K02898	Ribosome
P13639	254119730.0	1722.66350754	2.1803473e+11	3821.67454447	858.0	Eef2	K03234	Translation factors
P61956	145300200.0	984.981969635	13803519000.0	241.945662447	95.0	SumO2	K12160	RNA transport
P62906	209363180.0	1419.26134586	45431810000.0	796.320805342	217.0	Rpl10a	K02865	Ribosome
P08195	76977683.0	521.827429138	48572918000.0	851.377595997	631.0	Slc3a2	K06519	Cellular antigens
P08195	78950.627	0.535201906717	49817846.0	0.87319847585	631.0	Slc3a2	K06519	Cellular antigens
P08195	2766.1046	0.0187512691457	1745412.0	0.0305932757135	631.0	Slc3a2	K06519	Cellular antigens
Q9Y3U8	200956960.0	1362.2760483	21100481000.0	369.845533846	105.0	Rpl36	K02920	Ribosome
Q9BUQ0	136270090.0	923.767356483	75902440000.0	1330.40466907	557.0			
P62158	339880400.0	2304.03031677	50642180000.0	887.647257767	149.0	CalM3	K02183	Calcium signaling pathway
P30050	181460400.0	1230.10995307	29940966000.0	524.800005939	165.0	Rpl12	K02870	Ribosome
P07910	163878700.0	1110.92458721	50146882000.0	878.965761206	306.0	HnrNpc	K12884	Spliceosome
P18124	186806820.0	1266.35303671	46328091000.0	812.030661668	248.0	Rpl7	K02937	Ribosome
Q02878	235457120.0	1596.15071295	67811651000.0	1188.5907371	288.0	Rpl6	K02934	Ribosome
P52209	99131605.0	672.007633478	47880565000.0	839.242153923	483.0	Pgd	K00033	Pentose phosphate metabolism
P07951	201623220.0	1366.79258776	64922677000.0	1137.95330702	322.0	Tpm2	K10374	Cardiac muscle contraction
P07951	10639580.0	72.1251207121	3425944800.0	60.0493601772	322.0	Tpm2	K10374	Cardiac muscle contraction
P84098	198096260.0	1342.8835222	38826867000.0	680.550521724	196.0	Rpl19	K02885	Ribosome
P63244	239742820.0	1625.20323475	83909987000.0	1470.75954984	350			
O60701	27382998.0	185.627819539	13527201000.0	237.102408958	494.0	UgdH	K00012	Carbohydrate metabolism
P50914	147262210.0	998.282326236	32397686000.0	567.860963645	220.0	Rpl14	K02875	Ribosome
P60981	494870080.0	3354.69673209	81653563000.0	1431.20934533	165.0	DstN	K10363	Cytoskeleton proteins
P84090	165060830.0	1118.9381807	57771290000.0	1012.60504872	350			
P62249	198586200.0	1346.20479819	30185102000.0	529.079178971	152.0	Rps16	K02960	Ribosome
O75531	208165540.0	1411.14261095	72857939000.0	1277.04118898	350			
P62899	157777680.0	1069.56611217	20511098000.0	359.51493189	130.0	Rpl31	K02910	Ribosome
P31943	191343560.0	1297.1073447	85913258000.0	1505.87253293	449.0			
P61313	238988420.0	1620.08919913	48753638000.0	854.545224492	204.0	Rpl15	K02877	Ribosome
P62917	183120120.0	1241.36110258	47061871000.0	824.892228939	257.0	Rpl8	K02938	Ribosome
P31949	295973070.0	2006.3849702	1.0359057e+11	1815.71736033	350			
P62258	241993480.0	1640.46033363	61708337000.0	1081.61291871	255.0	YwhAe	K06630	Cell cycle
P10620	177786100.0	1205.20207785	27556846000.0	483.011568313	155.0	MgsT1	K00799	Cofactor biosynthesis
P62913	168861810.0	1144.70481259	30057402000.0	526.840875746	178.0	Rpl11	K02868	Ribosome
P32969	267390210.0	1812.62335294	51338920000.0	899.859594407	192.0	Rpl9	K02940	Ribosome
P39019	179256110.0	1215.16719383	25992136000.0	455.585605594	145.0	Rps19	K02966	Ribosome
P50238	1370789.8	9.29250776777	479776430.0	8.40943720098	350			
P07900	181606600.0	1231.10103473	1.3293603e+11	2330.07944144	732.0	Hsp90aa1	K04079	Chaperones and folding catalysts
P23526	168449820.0	1141.91195531	72770322000.0	1275.50545356	432.0	AhcY	K01251	Amino acid metabolism
Q6PUV4	334854.76	2.26996178289	117199170.0	2.0542465167	350			
P05388	199589820.0	1353.00828232	63269973000.0	1108.98500089	317.0	RplP0	K02941	Ribosome
P18669	340762870.0	2310.01253179	86553769000.0	1517.09929751	254.0	PgaM1	K01834	Glycolysis
P14866	159440090.0	1080.83549704	93910213000.0	1646.04175898	589.0			
P08107	154217790.0	1045.43381597	98853603000.0	1732.68863274	641.0	HspA1b	K03283	Chaperones and folding catalysts
P61353	263029280.0	1783.06085116	35771982000.0	627.005032706	136.0	Rpl27	K02901	Ribosome
Q16778	307998870.0	2087.90719915	38807858000.0	680.217335302	126.0	HisT2h2be	K11252	Chromosome-related
P02545	286110370.0	1939.52627578	1.8997729e+11	3329.88865224	664.0	LmnA	K12641	Cytoskeleton proteins
P02545	2521283.1	17.0916378219	1674132000.0	29.3438923628	664.0	LmnA	K12641	Cytoskeleton proteins
P62081	210469740.0	1426.76265452	40831130000.0	715.680892411	194.0	Rps7	K02993	Ribosome
P15880	188073110.0	1274.93714615	55105421000.0	965.878163988	293.0	Rps2	K02981	Ribosome
P06744	106314080.0	720.697231788	60492712000.0	1060.3056567	569.0	Gpi	K01810	Glycolysis
P46777	172633370.0	1170.27200793	51272111000.0	898.688577961	297.0	Rpl5	K02932	Ribosome
Q5TEC6	130279260.0	883.155853312	45597741000.0	799.229214836	350			
P26038	276513430.0	1874.4691536	1.5954825e+11	2796.53377074	577.0	Msn	K05763	Regulation of actin cytoskeleton
P18621	131437920.0	891.010344971	24184577000.0	423.903028154	184.0	Rpl17	K02880	Ribosome
Q14847-1	147913110.0	1002.69474111	51769588000.0	907.408267652	350			
P60660	398133940.0	2698.92782253	94755878000.0	1660.86442693	238.0	Myl6	K12751	Cytoskeleton proteins
P49207	138028400.0	935.686842121	16149323000.0	283.062503939	117.0	Rpl34	K02915	Ribosome
P47914	155503920.0	1054.15241966	25036131000.0	438.82891746	161.0	Rpl29	K02905	Ribosome
Q6PKA6	2676266.4	18.1422609875	1370248400.0	24.017473867	512.0	AldH3a1	K00129	Glycolysis
P62277	155800090.0	1056.16013961	23525814000.0	412.356345715	151.0	Rps13	K02953	Ribosome
P07437	374175700.0	2536.51624688	1.6613401e+11	2911.9678181	444.0	TubB	K07375	Cytoskeleton proteins
P26641	188774760.0	1279.69359245	91933308000.0	1611.39091452	487.0	Eef1g	K03233	Translation factors
P40429	186003680.0	1260.90859535	37758747000.0	661.828701514	203.0	Rpl13a	K02872	Ribosome
P45880	150546490.0	1020.54627758	44260668000.0	775.793233568	294.0	VdaC2	K05862	Calcium signaling pathway
P45880	0.0	0.0	0.0	0.0	294.0	VdaC2	K05862	Calcium signaling pathway
P62266	139077650.0	942.799649479	19888104000.0	348.595202216	143.0	Rps23	K02973	Ribosome
P12004	93060487.0	630.851862423	24288787000.0	425.729602774	261.0	PcnA	K04802	DNA replication complex
P46779	84618349.0	573.623078738	14300501000.0	250.656675865	169.0	Rpl28	K02903	Ribosome
P62753	110971500.0	752.269622776	27631904000.0	484.327171786	249.0	Rps6	K02991	Ribosome
Q02543	99545496.0	674.813377534	17520007000.0	307.087612927	176.0	Rpl18a	K02882	Ribosome
Q8IUE6	5008233.3	33.9505348253	651070330.0	11.4118466669	130.0	HisT2h2ab	K11251	Chromosome-related
P38646	160572030.0	1088.50885531	1.0934955e+11	1916.65975271	681.0	HspA9	K04043	Chaperones and folding catalysts
P11021	320269470.0	2171.08891367	2.0945623e+11	3671.31209955	654.0	HspA5	K09490	Chaperones and folding catalysts
P14625	240216610.0	1628.41503079	1.9289394e+11	3381.01118239	803.0	Hsp90b1	K09487	Chaperones and folding catalysts
P62244	197296780.0	1337.46389177	25648581000.0	449.56383375	130.0	Rps15a	K02957	Ribosome
P17844	106998580.0	725.337419195	65697128000.0	1151.52774846	614.0	Ddx5	K12823	Spliceosome
Q15365	93893275.0	636.497285929	33426006000.0	585.885176428	356.0	PcbP1	K12889	Spliceosome
Q13151	131090260.0	888.653577178	39982529000.0	700.80676277	305.0			
P26373	194133910.0	1316.02297206	40962255000.0	717.979228436	211.0	Rpl13	K02873	Ribosome
P84077	283746740.0	1923.50335955	51358160000.0	900.196829756	181.0	Arf1	K07937	GTP-binding signaling proteins
P04080	285840180.0	1937.6946728	1.0004406e+11	1753.55475445	350			
P30041	151077400.0	1024.14528693	33841338000.0	593.165042952	224.0	PrdX6	K11188	Methane metabolism
B4DP11	149732630.0	1015.02916593	52406420000.0	918.570547365	350			
Q9UQ80	126267620.0	855.961169005	44193667000.0	774.618851779	350			
Q14103	139762030.0	947.439023412	49615521000.0	869.652158701	355.0			
Q14103	86895.748	0.589061439819	30847991.0	0.540698181215	355.0			
P27348	178801630.0	1212.0862992	43806399000.0	767.830886131	245.0	YwhAq	K06630	Cell cycle
Q92686	0.0	0.0	0.0	0.0	350			
P46782	210940040.0	1429.95079204	43031768000.0	754.25328969	204.0	Rps5	K02989	Ribosome
P06753	115398450.0	782.27967046	32773160000.0	574.442206128	284.0	Tpm3	K09290	Cardiac muscle contraction
P06753	0.0	0.0	0.0	0.0	284.0	Tpm3	K09290	Cardiac muscle contraction
P06753	28907.001	0.195958951063	8209588.3	0.143896225279	284.0	Tpm3	K09290	Cardiac muscle contraction
P30086	251533720.0	1705.13308967	88036802000.0	1543.09364008	350			
B2ZZ83	239773860.0	1625.41365318	6.3132457e+11	11065.7464454	2633.0	FlnB	K04437	Cytoskeleton proteins
P56537	248352440.0	1683.56736959	60846348000.0	1066.50412655	245.0	Eif6	K03264	Translation factors
P39687	114715750.0	777.651685153	40150512000.0	703.751139361	350			
Q00839	86544308.0	586.679047617	71399054000.0	1251.47010832	825.0	HnrNpu	K12888	Spliceosome
P27824	195459510.0	1325.00914069	1.1571203e+11	2028.18018735	592.0	CanX	K08054	Chaperones and folding catalysts
P21980	33327045.0	225.922183357	22895680000.0	401.311467372	687.0	Tgm2	K05625	CAM ligands
Q9UBI6	195884690.0	1327.89141225	14103698000.0	247.207147364	72.0	Gng12	K04347	MAPK signaling pathway
P83731	146317130.0	991.875681511	22971789000.0	402.645492588	157.0	Rpl24	K02896	Ribosome
P55072	306849160.0	2080.11337904	2.4732042e+11	4334.98898749	806.0	Vcp	K13525	Protein processing in endoplasmic reticulum
Q71UM5	150468560.0	1020.01799445	14595450000.0	255.826490257	97.0	Rps27l	K02978	Ribosome
P07237	212457100.0	1440.23485736	1.0792821e+11	1891.74675423	508.0	P4hB	K09580	Chaperones and folding catalysts
Q00325-2	166949350.0	1131.74035268	58432272000.0	1024.1906254	350			
P37837	170069570.0	1152.89215041	57313445000.0	1004.58002178	337.0	TalDo1	K00616	Pentose phosphate metabolism
P61513	119907960.0	812.849387789	11031532000.0	193.358760005	92.0	Rpl37a	K02921	Ribosome
Q15233	92935073.0	630.001687896	43772419000.0	767.235290644	471.0			
P21291	93736490.0	635.434449139	18091143000.0	317.098384663	193.0	CsrP1	K09377	Transcription factors
P19338	99162099.0	672.214350607	70405090000.0	1234.04808149	710.0	Ncl	K11294	Ribosome biogenesis
P00403	104041620.0	705.292351914	62841138000.0	1101.46845615	604.0	Cox2	K02261	Oxidative phosphorylation
P20962	31084052.0	210.717058636	10879418000.0	190.692532466	350			
B3KQ79	137958790.0	935.214959805	43181101000.0	756.870772348	313.0	BcaP31	K14009	Protein processing in endoplasmic reticulum
P67809	70916349.0	480.737983274	22976897000.0	402.735024717	324.0	Ybx1	K09276	Transcription factors
P62861	109873900.0	744.829053459	38455865000.0	674.047663673	350			
P46778	101997870.0	691.437884402	16319659000.0	286.048123502	160.0	Rpl21	K02889	Ribosome
P35579	381163410.0	2583.8855441	7.4708028e+11	13094.6922481	1960.0	Myh9	K10352	Cytoskeleton proteins
Q99623	103494740.0	701.585082829	36223159000.0	634.913184109	350			
P35232	131097910.0	888.705436103	45884268000.0	804.251409889	350			
Q9NZ01	123196400.0	835.141539543	39792437000.0	697.474863501	323.0	TecR	K10258	Lipid and steroid metabolism
O75347	140753380.0	954.159329892	49263683000.0	863.485203884	350			
P30048	113994330.0	772.761219121	29182548000.0	511.506588122	256.0	PrdX3	K03386	Other enzymes
P49773	220220190.0	1492.86041244	77077066000.0	1350.99330778	350			
P25705	170901220.0	1158.52985948	94508375000.0	1656.52623771	553.0	Atp5a1	K02132	Oxidative phosphorylation
P63220	91095048.0	617.528260821	8836219700.0	154.879710663	97.0	Rps21	K02971	Ribosome
P53396	67619418.0	458.388271504	78100428000.0	1368.93061761	1155.0	AclY	K01648	TCA cycle and anaplerotic enzymes
P62273	130521890.0	884.800628579	8744966600.0	153.280242315	67.0	Rps29	K02980	Ribosome
P24534	130196780.0	882.596725982	29294276000.0	513.464936929	225.0	Eef1b2	K03232	Translation factors
P07108	330903600.0	2243.17708914	48973733000.0	858.403011088	148.0	Dbi	K08762	PPAR signaling pathway
P62847	129828940.0	880.103159093	37520564000.0	657.653871624	289.0	Rps24	K02974	Ribosome
P31946	169866920.0	1151.51839734	41787262000.0	732.439806578	246.0	YwhAb	K06630	Cell cycle
P31946	0.0	0.0	0.0	0.0	246.0	YwhAb	K06630	Cell cycle
P27635	91509722.0	620.33931279	21047236000.0	368.912264815	230.0	Rpl10	K02866	Ribosome
P13073	80957496.0	548.806359983	13681817000.0	239.812491115	169.0	Cox4i1	K02263	Oxidative phosphorylation
Q00610	174793580.0	1184.91595131	2.9277925e+11	5131.78339466	1675.0	CltC	K04646	Endocytosis
P49411	93481911.0	633.708672266	42253824000.0	740.617623565	452.0	TufM	K02358	Translation factors
Q96AG4	149219270.0	1011.54912706	52226744000.0	915.421217919	350			
Q99497	156439150.0	1060.49229179	29566999000.0	518.245177888	189.0	ParK7	K05687	Peptidases
P80723-1	66556765.0	451.184605955	23294868000.0	408.308364692	350			
O14950	244653520.0	1658.49259676	42080405000.0	737.577965719	172.0	Myl12b	K12757	Regulation of actin cytoskeleton
B4DLV7	126080500.0	854.692692939	44128175000.0	773.470919479	350			
P62316	135849390.0	920.915454596	16030228000.0	280.975027646	118.0	SnrPd2	K11096	Spliceosome
Q16629	74710690.0	506.459609753	17781144000.0	311.664776508	238.0	SrsF7	K12896	Spliceosome
P55209	149905320.0	1016.19982183	58612980000.0	1027.35804356	391.0	Nap1l1	K11279	Chromosome-related
P23246	82491021.0	559.202040615	58321152000.0	1022.24293351	707.0			
P27695	77591897.0	525.991151662	24674223000.0	432.485457448	318.0	ApeX1	K10771	Base excision repair
Q01469	2252063.8	15.2666151696	304028610.0	5.32896020569	135.0	FabP5	K08754	PPAR signaling pathway
P08758	237573510.0	1610.49760298	83150728000.0	1457.45139112	350			
P00441	171120930.0	1160.01926134	26352623000.0	461.904158567	154.0	Sod1	K04565	Peroxisome
O14737	53819070.0	364.836480421	18836674000.0	330.165921403	350	MLLT1	K15187	Transcriptional misregulation in cancer
P18077	93232124.0	632.015380094	10255534000.0	179.757203028	110.0	Rpl35a	K02917	Ribosome
P78371	129244620.0	876.142086331	69145872000.0	1211.97672902	535.0	Cct2	K09494	Chaperones and folding catalysts
P30101	217586860.0	1475.00921492	1.0988136e+11	1925.98122521	505.0	PdiA3	K08056	Chaperones and folding catalysts
P15311	65482623.0	443.903057115	38372817000.0	672.59201288	586.0	Ezr	K08007	Regulation of actin cytoskeleton
P28066	140188890.0	950.332683596	33785522000.0	592.186709883	241.0	PsmA5	K02729	Proteasome
P31948	93490076.0	633.764022347	55159145000.0	966.819828846	590.0	StiP1	K09553	Chaperones and folding catalysts
Q01105	119750930.0	811.784890158	34727770000.0	608.702267731	290.0	Set	K11290	Chromosome-related
Q01105	0.0	0.0	0.0	0.0	290.0	Set	K11290	Chromosome-related
P30043	96897842.0	656.865078414	19960955000.0	349.87212178	206.0	BlvRb	K05901	Cofactor biosynthesis
P12956	91497349.0	620.255436912	55721886000.0	976.683454494	609.0	XrcC6	K10884	Non-homologous end-joining
P41567	105632490.0	716.07677111	11936471000.0	209.220372238	113.0	Eif1	K03113	Translation factors
O00483	95545296.0	647.696244351	7739169000.0	135.650798213	81.0	NduFa4	K03948	Oxidative phosphorylation
P38117-1	63141330.0	428.031562164	22099466000.0	387.355567888	350			
P27797	217519770.0	1474.55441554	90705744000.0	1589.87438782	417.0	CalR	K08057	Chaperones and folding catalysts
Q8WVI0	40377505.0	273.716859329	14132127000.0	247.705445894	350			
Q04837	143771980.0	974.622251302	22859745000.0	400.681604988	159.0	SsbP1	K03111	DNA replication
Q01813	128397200.0	870.397473311	1.006634e+11	1764.41043746	784.0	PfkP	K00850	Glycolysis
B2R7D7	2230325.4	15.1192517658	780613890.0	13.6824634886	350			
Q16881	83094897.0	563.295682412	53928588000.0	945.250841363	649.0	TxnRd1	K00384	Pyrimidine metabolism
Q16881	14900.984	0.101012941275	9670738.6	0.169507011722	649.0	TxnRd1	K00384	Pyrimidine metabolism
P16615	59332103.0	402.20902432	61824051000.0	1083.64113342	1042.0	Atp2a2	K05853	Calcium signaling pathway
P51991	128996860.0	874.462535079	48760813000.0	854.670986635	378.0	HnrNpa3	K12741	Spliceosome
P51991	360052.84	2.4407781649	136099970.0	2.38553642739	378.0	HnrNpa3	K12741	Spliceosome
