57472	CNOT6	K12603	CCR4-NOT transcription complex, subunit 6 
26017	FAM32A	K13120	family with sequence similarity 32, member A
5989	RFX1	K09173	regulatory factor X, 1 (influences HLA class II expression)
378807	CATSPER4	K16892	cation channel, sperm associated 4
84126	ATRIP	K10905	ATR interacting protein
84124	ZNF394	K09229	zinc finger protein 394
84128	WDR75	K14552	WD repeat domain 75
51268	PIPOX	K00306	pipecolic acid oxidase 
727897	MUC5B	K13908	mucin 5B, oligomeric mucus/gel-forming
26027	ACOT11	K12417	acyl-CoA thioesterase 11 
64900	LPIN3	K15728	lipin 3 
10892	MALT1	K07369	mucosa associated lymphoid tissue lymphoma translocation gene 1 
55298	RNF121	K15698	ring finger protein 121
5981	RFC1	K10754	replication factor C (activator 1) 1, 145kDa
51263	MRPL30	K02907	mitochondrial ribosomal protein L30
22875	ENPP4	K18424	ectonucleotide pyrophosphatase/phosphodiesterase 4 (putative) 
22877	MLXIP	K09113	MLX interacting protein
22870	PPP6R1	K15499	protein phosphatase 6, regulatory subunit 1
22871	NLGN1	K07378	neuroligin 1
22872	SEC31A	K14005	SEC31 homolog A (S. cerevisiae)
22873	DZIP1	K16470	DAZ interacting zinc finger protein 1
84699	CREB3L3	K09048	cAMP responsive element binding protein 3-like 3
84693	MCEE	K05606	methylmalonyl CoA epimerase 
3516	RBPJ	K06053	recombination signal binding protein for immunoglobulin kappa J region
2688	GH1	K05438	growth hormone 1
2689	GH2	K05438	growth hormone 2
90317	ZNF616	K09228	zinc finger protein 616
2686	GGT7	K00681	gamma-glutamyltransferase 7 
2687	GGT5	K18592	gamma-glutamyltransferase 5 
2683	B4GALT1	K07966	UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1 
285848	PNPLA1	K16813	patatin-like phospholipase domain containing 1
98	ACYP2	K01512	acylphosphatase 2, muscle type 
59348	ZNF350	K09228	zinc finger protein 350
23095	KIF1B	K10392	kinesin family member 1B
91	ACVR1B	K13567	activin A receptor, type IB 
90	ACVR1	K04675	activin A receptor, type I 
93	ACVR2B	K13596	activin A receptor, type IIB 
92	ACVR2A	K04670	activin A receptor, type IIA 
95	ACY1	K14677	aminoacylase 1 
94	ACVRL1	K13594	activin A receptor type II-like 1 
97	ACYP1	K01512	acylphosphatase 1, erythrocyte (common) type 
256297	PTF1A	K09073	pancreas specific transcription factor, 1a
59349	KLHL12	K10450	kelch-like family member 12
83475	DOHH	K06072	deoxyhypusine hydroxylase/monooxygenase 
390264	OR10G4	K04257	olfactory receptor, family 10, subfamily G, member 4
390265	OR10G7	K04257	olfactory receptor, family 10, subfamily G, member 7
390260	OR6X1	K04257	olfactory receptor, family 6, subfamily X, member 1
390261	OR6M1	K04257	olfactory receptor, family 6, subfamily M, member 1
7781	SLC30A3	K14690	solute carrier family 30 (zinc transporter), member 3
133522	PPARGC1B	K17962	peroxisome proliferator-activated receptor gamma, coactivator 1 beta
29765	TMOD4	K10370	tropomodulin 4 (muscle)
29767	TMOD2	K10370	tropomodulin 2 (neuronal)
29766	TMOD3	K10370	tropomodulin 3 (ubiquitous)
29761	USP25	K11849	ubiquitin specific peptidase 25 
29760	BLNK	K07371	B-cell linker
406989	MIR206	K16973	microRNA 206
1175	AP2S1	K11827	adaptor-related protein complex 2, sigma 1 subunit
1174	AP1S1	K12394	adaptor-related protein complex 1, sigma 1 subunit
157922	CAMSAP1	K17493	calmodulin regulated spectrin-associated protein 1
23509	POFUT1	K03691	protein O-fucosyltransferase 1 
406988	MIR205	K17150	microRNA 205
23054	NCOA6	K14971	nuclear receptor coactivator 6
23057	NMNAT2	K06210	nicotinamide nucleotide adenylyltransferase 2 
23504	RIMBP2	K17591	RIMS binding protein 2
1179	CLCA1	K05027	chloride channel accessory 1
23500	DAAM2	K04512	dishevelled associated activator of morphogenesis 2
169026	SLC30A8	K14695	solute carrier family 30 (zinc transporter), member 8
29925	GMPPB	K00966	GDP-mannose pyrophosphorylase B 
723778	MIR650	K17180	microRNA 650
29922	NME7	K00940	NME/NM23 family member 7 
7188	TRAF5	K09849	TNF receptor-associated factor 5
7189	TRAF6	K03175	TNF receptor-associated factor 6, E3 ubiquitin protein ligase
29101	SSU72	K15544	SSU72 RNA polymerase II CTD phosphatase homolog (S. cerevisiae) 
7181	NR2C1	K08543	nuclear receptor subfamily 2, group C, member 1
7182	NR2C2	K08544	nuclear receptor subfamily 2, group C, member 2
29102	DROSHA	K03685	drosha, ribonuclease type III 
7184	HSP90B1	K09487	heat shock protein 90kDa beta (Grp94), member 1
406983	MIR200A	K17015	microRNA 200a
29107	NXT1	K14285	nuclear transport factor 2-like export factor 1
7187	TRAF3	K03174	TNF receptor-associated factor 3
91687	CENPL	K11504	centromere protein L
406982	MIR20A	K17006	microRNA 20a
3434	IFIT1	K14217	interferon-induced protein with tetratricopeptide repeats 1
873	CBR1	K00079	carbonyl reductase 1 
283652	SLC24A5	K13753	solute carrier family 24, member 5
8549	LGR5	K04308	leucine-rich repeat containing G protein-coupled receptor 5
406987	MIR204	K17166	microRNA 204
8019	BRD3	K11721	bromodomain containing 3
23129	PLXND1	K06822	plexin D1
56103	PCDHGB2	K16496	protocadherin gamma subfamily B, 2
406986	MIR203A	K16975	microRNA 203a
8013	NR4A3	K08559	nuclear receptor subfamily 4, group A, member 3
8540	AGPS	K00803	alkylglycerone phosphate synthase 
8542	APOL1	K14480	apolipoprotein L, 1
139760	GPR119	K08424	G protein-coupled receptor 119
7454	WAS	K05747	Wiskott-Aldrich syndrome
7453	WARS	K01867	tryptophanyl-tRNA synthetase 
7450	VWF	K03900	von Willebrand factor
2740	GLP1R	K04581	glucagon-like peptide 1 receptor
123036	TC2N	K17287	tandem C2 domains, nuclear
624	BDKRB2	K03916	bradykinin receptor B2
2035	EPB41	K06107	erythrocyte membrane protein band 4.1
222696	ZSCAN23	K09230	zinc finger and SCAN domain containing 23
203068	TUBB	K07375	tubulin, beta class I
2033	EP300	K04498	E1A binding protein p300 
23127	COLGALT2	K11703	collagen beta(1-O)galactosyltransferase 2 
4597	MVD	K01597	mevalonate (diphospho) decarboxylase 
55339	WDR33	K15542	WD repeat domain 33
55629	PNRC2	K18751	proline-rich nuclear receptor coactivator 2
65083	NOL6	K14544	nucleolar protein 6 (RNA-associated)
23519	ANP32D	K18646	acidic (leucine-rich) nuclear phosphoprotein 32 family, member D
2747	GLUD2	K00261	glutamate dehydrogenase 2 
55331	ACER3	K04711	alkaline ceramidase 3 
55621	TRMT1	K00555	tRNA methyltransferase 1 homolog (S. cerevisiae) 
2746	GLUD1	K00261	glutamate dehydrogenase 1 
55627	SMPD4	K12353	sphingomyelin phosphodiesterase 4, neutral membrane (neutral sphingomyelinase-3) 
55626	AMBRA1	K17985	autophagy/beclin-1 regulator 1
55624	POMGNT1	K09666	protein O-linked mannose N-acetylglucosaminyltransferase 1 (beta 1,2-) 
10884	MRPS30	K17409	mitochondrial ribosomal protein S30
10885	WDR3	K14556	WD repeat domain 3
84902	CEP89	K16543	centrosomal protein 89kDa
10887	PROKR1	K08379	prokineticin receptor 1
93650	ACPT	K14410	acid phosphatase, testicular 
158158	RASEF	K17199	RAS and EF-hand domain containing
84909	C9orf3	K09606	chromosome 9 open reading frame 3
23122	CLASP2	K16578	cytoplasmic linker associated protein 2
10888	GPR83	K04210	G protein-coupled receptor 83
4598	MVK	K00869	mevalonate kinase 
64067	NPAS3	K09098	neuronal PAS domain protein 3
2332	FMR1	K15516	fragile X mental retardation 1
50674	NEUROG3	K08028	neurogenin 3
4734	NEDD4	K10591	neural precursor cell expressed, developmentally down-regulated 4, E3 ubiquitin protein ligase 
574497	MIR527	K17155	microRNA 527
2319	FLOT2	K07192	flotillin 2
574491	MIR518A2	K17174	microRNA 518a-2
574493	MIR520H	K17175	microRNA 520h
574492	MIR517C	K17173	microRNA 517c
266675	BEST4	K13881	bestrophin 4
81537	SGPP1	K04716	sphingosine-1-phosphate phosphatase 1
6532	SLC6A4	K05037	solute carrier family 6 (neurotransmitter transporter, serotonin), member 4
154091	SLC2A12	K08149	solute carrier family 2 (facilitated glucose transporter), member 12
6533	SLC6A6	K05039	solute carrier family 6 (neurotransmitter transporter, taurine), member 6
4739	NEDD9	K16832	neural precursor cell expressed, developmentally down-regulated 9
65268	WNK2	K08867	WNK lysine deficient protein kinase 2 
65264	UBE2Z	K10585	ubiquitin-conjugating enzyme E2Z 
65266	WNK4	K08867	WNK lysine deficient protein kinase 4 
65267	WNK3	K08867	WNK lysine deficient protein kinase 3 
65260	COA7	K18180	cytochrome c oxidase assembly factor 7 (putative)
65263	PYCRL	K00286	pyrroline-5-carboxylate reductase-like 
391	RHOG	K07863	ras homolog family member G
390	RND3	K07859	Rho family GTPase 3
397	ARHGDIB	K12462	Rho GDP dissociation inhibitor (GDI) beta
396	ARHGDIA	K12462	Rho GDP dissociation inhibitor (GDI) alpha
394	ARHGAP5	K13709	Rho GTPase activating protein 5
399	RHOH	K07873	ras homolog family member H
398	ARHGDIG	K12462	Rho GDP dissociation inhibitor (GDI) gamma
2334	AFF2	K15194	AF4/FMR2 family, member 2
2309	FOXO3	K09408	forkhead box O3
2308	FOXO1	K07201	forkhead box O1
201134	CEP112	K16767	centrosomal protein 112kDa
4729	NDUFV2	K03943	NADH dehydrogenase (ubiquinone) flavoprotein 2, 24kDa 
4728	NDUFS8	K03941	NADH dehydrogenase (ubiquinone) Fe-S protein 8, 23kDa (NADH-coenzyme Q reductase) 
4725	NDUFS5	K03938	NADH dehydrogenase (ubiquinone) Fe-S protein 5, 15kDa (NADH-coenzyme Q reductase)
81502	HM13	K09595	histocompatibility (minor) 13
2303	FOXC2	K09396	forkhead box C2 (MFH-1, mesenchyme forkhead 1)
4726	NDUFS6	K03939	NADH dehydrogenase (ubiquinone) Fe-S protein 6, 13kDa (NADH-coenzyme Q reductase) 
2305	FOXM1	K09406	forkhead box M1
4720	NDUFS2	K03935	NADH dehydrogenase (ubiquinone) Fe-S protein 2, 49kDa (NADH-coenzyme Q reductase) 
4723	NDUFV1	K03942	NADH dehydrogenase (ubiquinone) flavoprotein 1, 51kDa 
4722	NDUFS3	K03936	NADH dehydrogenase (ubiquinone) Fe-S protein 3, 30kDa (NADH-coenzyme Q reductase) 
116369	SLC26A8	K14705	solute carrier family 26, member 8
11281	POU6F2	K09368	POU class 6 homeobox 2
11280	SCN11A	K04843	sodium channel, voltage-gated, type XI, alpha subunit
11283	CYP4F8	K17728	cytochrome P450, family 4, subfamily F, polypeptide 8 
11282	MGAT4B	K00738	mannosyl (alpha-1,3-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase, isozyme B 
11285	B4GALT7	K00733	xylosylprotein beta 1,4-galactosyltransferase, polypeptide 7 
11284	PNKP	K08073	polynucleotide kinase 3'-phosphatase 
161829	EXD1	K18740	exonuclease 3'-5' domain containing 1
3748	KCNC3	K04889	potassium voltage-gated channel, Shaw-related subfamily, member 3
389692	MAFA	K07595	v-maf avian musculoaponeurotic fibrosarcoma oncogene homolog A
3746	KCNC1	K04887	potassium voltage-gated channel, Shaw-related subfamily, member 1
3747	KCNC2	K04888	potassium voltage-gated channel, Shaw-related subfamily, member 2
3744	KCNA10	K04881	potassium voltage-gated channel, shaker-related subfamily, member 10
3745	KCNB1	K04885	potassium voltage-gated channel, Shab-related subfamily, member 1
3742	KCNA6	K04879	potassium voltage-gated channel, shaker-related subfamily, member 6
56829	ZC3HAV1	K15259	zinc finger CCCH-type, antiviral 1
3741	KCNA5	K04878	potassium voltage-gated channel, shaker-related subfamily, member 5
4620	MYH2	K10352	myosin, heavy chain 2, skeletal muscle, adult
4621	MYH3	K10352	myosin, heavy chain 3, skeletal muscle, embryonic
4622	MYH4	K10352	myosin, heavy chain 4, skeletal muscle
414062	CCL3L3	K05408	chemokine (C-C motif) ligand 3-like 3
4624	MYH6	K17751	myosin, heavy chain 6, cardiac muscle, alpha
4625	MYH7	K17751	myosin, heavy chain 7, cardiac muscle, beta
4626	MYH8	K10352	myosin, heavy chain 8, skeletal muscle, perinatal
4627	MYH9	K10352	myosin, heavy chain 9, non-muscle
4628	MYH10	K10352	myosin, heavy chain 10, non-muscle
4629	MYH11	K10352	myosin, heavy chain 11, smooth muscle
440387	CTRB2	K01310	chymotrypsinogen B2 
222553	SLC35F1	K15287	solute carrier family 35, member F1
116337	PANX3	K03443	pannexin 3
57661	PHRF1	K17586	PHD and ring finger domains 1
57663	USP29	K11850	ubiquitin specific peptidase 29 
57662	CAMSAP3	K17493	calmodulin regulated spectrin-associated protein family, member 3
57665	RDH14	K11162	retinol dehydrogenase 14 (all-trans/9-cis/11-cis) 
2300	FOXL1	K09405	forkhead box L1
51106	TFB1M	K15266	transcription factor B1, mitochondrial 
51107	APH1A	K06172	APH1A gamma secretase subunit
220202	ATOH7	K09083	atonal homolog 7 (Drosophila)
51105	PHF20L1	K18402	PHD finger protein 20-like 1
51102	MECR	K07512	mitochondrial trans-2-enoyl-CoA reductase 
51103	NDUFAF1	K18159	NADH dehydrogenase (ubiquinone) complex I, assembly factor 1
51100	SH3GLB1	K11248	SH3-domain GRB2-like endophilin B1
11015	KDELR3	K10949	KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 3
63904	DUSP21	K14165	dual specificity phosphatase 21 
11016	ATF7	K09045	activating transcription factor 7
51109	RDH11	K11152	retinol dehydrogenase 11 (all-trans/9-cis/11-cis) 
619567	SNORD2	K14870	small nucleolar RNA, C/D box 2
122970	ACOT4	K01068	acyl-CoA thioesterase 4 
3770	KCNJ14	K05007	potassium inwardly-rectifying channel, subfamily J, member 14
178	AGL	K01196	amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase 
176	ACAN	K06792	aggrecan
175	AGA	K01444	aspartylglucosaminidase 
174	AFP	K16144	alpha-fetoprotein
200558	APLF	K13295	aprataxin and PNKP like factor 
10469	TIMM44	K17804	translocase of inner mitochondrial membrane 44 homolog (yeast)
10390	CEPT1	K13644	choline/ethanolamine phosphotransferase 1 
57084	SLC17A6	K12302	solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 6
83860	TAF3	K14650	TAF3 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 140kDa
10393	ANAPC10	K03357	anaphase promoting complex subunit 10
10396	ATP8A1	K14802	ATPase, aminophospholipid transporter (APLT), class I, type 8A, member 1 
10397	NDRG1	K18266	N-myc downstream regulated 1
10398	MYL9	K12755	myosin, light chain 9, regulatory
10399	GNB2L1	K14753	guanine nucleotide binding protein (G protein), beta polypeptide 2-like 1
57089	ENTPD7	K14643	ectonucleoside triphosphate diphosphohydrolase 7 
392636	AGMO	K15537	alkylglycerol monooxygenase 
6217	RPS16	K02960	ribosomal protein S16
273	AMPH	K12562	amphiphysin
6210	RPS15A	K02957	ribosomal protein S15a
54414	SIAE	K05970	sialic acid acetylesterase 
54413	NLGN3	K07378	neuroligin 3
3750	KCND1	K04891	potassium voltage-gated channel, Shal-related subfamily, member 1
6218	RPS17	K02962	ribosomal protein S17
6818	SULT1A3	K01014	sulfotransferase family, cytosolic, 1A, phenol-preferring, member 3 
390181	OR5AK2	K04257	olfactory receptor, family 5, subfamily AK, member 2
6811	STX5	K08490	syntaxin 5
6810	STX4	K13502	syntaxin 4
6813	STXBP2	K15300	syntaxin binding protein 2
6812	STXBP1	K15292	syntaxin binding protein 1
6815	STYX	K18042	serine/threonine/tyrosine interacting protein
6814	STXBP3	K15301	syntaxin binding protein 3
6817	SULT1A1	K01014	sulfotransferase family, cytosolic, 1A, phenol-preferring, member 1 
9757	KMT2B	K14959	lysine (K)-specific methyltransferase 2B 
9755	TBKBP1	K12652	TBK1 binding protein 1
9752	PCDHA9	K16493	protocadherin alpha 9
100533105	C8orf44-SGK3	K13304	C8orf44-SGK3 readthrough 
10574	CCT7	K09499	chaperonin containing TCP1, subunit 7 (eta)
10575	CCT4	K09496	chaperonin containing TCP1, subunit 4 (delta)
10576	CCT2	K09494	chaperonin containing TCP1, subunit 2 (beta)
10577	NPC2	K13443	Niemann-Pick disease, type C2
9759	HDAC4	K11406	histone deacetylase 4 
10573	MRPL28	K02902	mitochondrial ribosomal protein L28
24146	CLDN15	K06087	claudin 15
24144	TFIP11	K13103	tuftelin interacting protein 11
24145	PANX1	K03443	pannexin 1
24140	FTSJ1	K14864	FtsJ RNA methyltransferase homolog 1 (E. coli) 
24148	PRPF6	K12855	pre-mRNA processing factor 6
504191	OR9G9	K04257	olfactory receptor, family 9, subfamily G, member 9
8841	HDAC3	K11404	histone deacetylase 3 
8842	PROM1	K06532	prominin 1
8843	HCAR3	K08402	hydroxycarboxylic acid receptor 3
8844	KSR1	K14958	kinase suppressor of ras 1
253260	RICTOR	K08267	RPTOR independent companion of MTOR, complex 2
8846	ALKBH1	K10765	alkB, alkylation repair homolog 1 (E. coli) 
115019	SLC26A9	K14706	solute carrier family 26, member 9
80816	ASXL3	K11471	additional sex combs like transcriptional regulator 3
80817	CEP44	K16761	centrosomal protein 44kDa
338821	SLCO1B7	K05043	solute carrier organic anion transporter family, member 1B7 (non-functional)
493829	TRIM72	K12036	tripartite motif containing 72, E3 ubiquitin protein ligase
80818	ZNF436	K09228	zinc finger protein 436
149461	CLDN19	K06087	claudin 19
1768	DNAH6	K10408	dynein, axonemal, heavy chain 6
1769	DNAH8	K10408	dynein, axonemal, heavy chain 8
90827	ZNF479	K09228	zinc finger protein 479
1763	DNA2	K10742	DNA replication helicase/nuclease 2 
1760	DMPK	K08788	dystrophia myotonica-protein kinase 
1767	DNAH5	K10408	dynein, axonemal, heavy chain 5
219477	OR8J1	K04257	olfactory receptor, family 8, subfamily J, member 1
55312	RFK	K00861	riboflavin kinase 
57619	SHROOM3	K18625	shroom family member 3
1939	EIF2D	K15027	eukaryotic translation initiation factor 2D
11119	BTN3A1	K06712	butyrophilin, subfamily 3, member A1
11118	BTN3A2	K06712	butyrophilin, subfamily 3, member A2
1544	CYP1A2	K07409	cytochrome P450, family 1, subfamily A, polypeptide 2 
1545	CYP1B1	K07410	cytochrome P450, family 1, subfamily B, polypeptide 1 
696	BTN1A1	K06712	butyrophilin, subfamily 1, member A1
1543	CYP1A1	K07408	cytochrome P450, family 1, subfamily A, polypeptide 1 
1540	CYLD	K08601	cylindromatosis (turban tumor syndrome) 
695	BTK	K07370	Bruton agammaglobulinemia tyrosine kinase 
100287226	ZNF729	K09228	zinc finger protein 729
11113	CIT	K16308	citron rho-interacting serine/threonine kinase 
699	BUB1	K02178	BUB1 mitotic checkpoint serine/threonine kinase 
1548	CYP2A6	K17683	cytochrome P450, family 2, subfamily A, polypeptide 6 
1549	CYP2A7	K17684	cytochrome P450, family 2, subfamily A, polypeptide 7 
284307	ZIK1	K09228	zinc finger protein interacting with K protein 1
8711	TNK1	K08885	tyrosine kinase, non-receptor, 1 
283464	GXYLT1	K13676	glucoside xylosyltransferase 1 
8714	ABCC3	K05667	ATP-binding cassette, sub-family C (CFTR/MRP), member 3
79709	COLGALT1	K11703	collagen beta(1-O)galactosyltransferase 1 
8718	TNFRSF25	K05160	tumor necrosis factor receptor superfamily, member 25
79707	NOL9	K06947	nucleolar protein 9
79705	LRRK1	K08843	leucine-rich repeat kinase 1 
59084	ENPP5	K18398	ectonucleotide pyrophosphatase/phosphodiesterase 5 (putative)
55062	WIPI1	K17908	WD repeat domain, phosphoinositide interacting 1
406970	MIR194-2	K17371	microRNA 194-2
201633	TIGIT	K16350	T cell immunoreceptor with Ig and ITIM domains
55102	ATG2B	K17906	autophagy related 2B
5618	PRLR	K05081	prolactin receptor
2799	GNS	K01137	glucosamine (N-acetyl)-6-sulfatase 
170689	ADAMTS15	K08629	ADAM metallopeptidase with thrombospondin type 1 motif, 15
55105	GPATCH2	K17569	G patch domain containing 2
5613	PRKX	K04345	protein kinase, X-linked 
5610	EIF2AK2	K16195	eukaryotic translation initiation factor 2-alpha kinase 2 
5611	DNAJC3	K09523	DnaJ (Hsp40) homolog, subfamily C, member 3
5617	PRL	K05439	prolactin
7884	SLBP	K18710	stem-loop binding protein
115273	RAB42	K07929	RAB42, member RAS oncogene family
221527	ZBTB12	K10499	zinc finger and BTB domain containing 12
23266	LPHN2	K04593	latrophilin 2
23265	EXOC7	K07195	exocyst complex component 7
23262	PPIP5K2	K13024	diphosphoinositol pentakisphosphate kinase 2 
23654	PLXNB2	K06821	plexin B2
256435	ST6GALNAC3	K03373	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 3
57474	ZNF490	K09228	zinc finger protein 490
366	AQP9	K09877	aquaporin 9
9254	CACNA2D2	K04859	calcium channel, voltage-dependent, alpha 2/delta subunit 2
57477	SHROOM4	K18625	shroom family member 4
9252	RPS6KA5	K04445	ribosomal protein S6 kinase, 90kDa, polypeptide 5 
9521	EEF1E1	K15439	eukaryotic translation elongation factor 1 epsilon 1
128853	DUSP15	K14165	dual specificity phosphatase 15 
6778	STAT6	K11225	signal transducer and activator of transcription 6, interleukin-4 induced
6779	STATH	K13914	statherin
6774	STAT3	K04692	signal transducer and activator of transcription 3 (acute-phase response factor)
6775	STAT4	K11222	signal transducer and activator of transcription 4
6776	STAT5A	K11223	signal transducer and activator of transcription 5A
6777	STAT5B	K11224	signal transducer and activator of transcription 5B
6770	STAR	K16931	steroidogenic acute regulatory protein
108	ADCY2	K08042	adenylate cyclase 2 (brain) 
6772	STAT1	K11220	signal transducer and activator of transcription 1, 91kDa
6773	STAT2	K11221	signal transducer and activator of transcription 2, 113kDa
92745	SLC38A5	K14992	solute carrier family 38, member 5
574537	UGT2A2	K00699	UDP glucuronosyltransferase 2 family, polypeptide A2 
9966	TNFSF15	K05478	tumor necrosis factor (ligand) superfamily, member 15
9967	THRAP3	K13112	thyroid hormone receptor associated protein 3
9960	USP3	K11986	ubiquitin specific peptidase 3 
9961	MVP	K17266	major vault protein
56109	PCDHGA6	K16495	protocadherin gamma subfamily A, 6
9963	SLC23A1	K14611	solute carrier family 23 (nucleobase transporters), member 1
56107	PCDHGA9	K16495	protocadherin gamma subfamily A, 9
56106	PCDHGA10	K16495	protocadherin gamma subfamily A, 10
56105	PCDHGA11	K16495	protocadherin gamma subfamily A, 11
56104	PCDHGB1	K16496	protocadherin gamma subfamily B, 1
9968	MED12	K15162	mediator complex subunit 12
9969	MED13	K15164	mediator complex subunit 13
56101	PCDHGB5	K16496	protocadherin gamma subfamily B, 5
56100	PCDHGB6	K16496	protocadherin gamma subfamily B, 6
10257	ABCC4	K05673	ATP-binding cassette, sub-family C (CFTR/MRP), member 4
392138	OR2A25	K04257	olfactory receptor, family 2, subfamily A, member 25
6935	ZEB1	K09299	zinc finger E-box binding homeobox 1
55818	KDM3A	K15601	lysine (K)-specific demethylase 3A
55819	RNF130	K15701	ring finger protein 130
55814	BDP1	K15198	B double prime 1, subunit of RNA polymerase III transcription initiation factor IIIB
250	ALPP	K01077	alkaline phosphatase, placental 
251	ALPPL2	K01077	alkaline phosphatase, placental-like 2 
55810	FOXJ2	K09403	forkhead box J2
55811	ADCY10	K11265	adenylate cyclase 10 (soluble) 
55813	UTP6	K14557	UTP6, small subunit (SSU) processome component, homolog (yeast)
107	ADCY1	K08041	adenylate cyclase 1 (brain) 
120146	TRIM64	K12019	tripartite motif containing 64
