!!SBtab TableType='Proteomaps' Organism='sce' DefaultProteinLength='350' ProteinURL='identifiers.org/sgd/'
!Protein:Identifier	!Abundance:[original]	!Abundance:[ppm]	!SizeWeightedAbundance:[original]	!SizeWeightedAbundance:[ppm]	!Protein:Size	!Protein:Name	!Identifiers:kegg.orthology	!Pathway	!Protein
YAL035W	4519.5448	343.02706761246435	4537623.0	830.0848319846848	1004.0	FUN12	K03243	RNA transport	translation initiation factor eIF5B
YAL036C	1601.8258	121.57631604846351	560639.03	102.55985458060458					
YAL037C-A	75.570478	5.735692556120308	26449.667	4.838539338271572					
YAL037W	216.46817	16.42962839676607	75763.859	13.859774196429793					
YAL038W	15516.697	1177.6953889119814	7758348.5	1419.2645380854979	500.0	Pyk1	K00873	Glycolysis	pyruvate kinase CDC19
YAL039C	2800.0319	212.5184668770972	753208.58	137.787343192399	269.0	CYC3	K01764	Cofactor biosynthesis	holocytochrome c synthase CYC3
YAL040C	3809.0167	289.0989882626909	2209229.7	404.14288810244386	580.0	CLN3	K06646	Cell cycle	Cln3p
YAL041W	1257.914	95.47389611641098	1074258.6	196.5182584558265	854.0	CDC24	K11236	MAPK signaling pathway	Cdc24p
YAL042W	2484.5606	188.57464073007196	869596.21	159.07858010071985					
YAL043C	1349.3945	102.41713687347175	472288.08	86.39747540400985		Pta1	K06100	mRNA surveillance pathway	Pta1p
YAL044C	5095.7008	386.756494338653	1783495.3	326.2616564765242		Gcv3		Amino acid metabolism	glycine decarboxylase subunit H
YAL044W-A	2808.2842	213.14480479282236	982899.47	179.8055813391253					
YAL046C	2196.3874	166.70270182142343	768735.59	140.6277588653349					
YAL047C	437.51938	33.20710305715378	153131.78	28.01298562547301		Spc72		Cytoskeleton proteins	
YAL048C	827.47563	62.804231718131554	289616.47	52.98065503457372		GEM1	K07870	Mitochondrial biogenesis	ERMES complex Ca(2+)-binding regulatory GTPase GEM1
YAL049C	4857.1484	368.6507040732449	1700001.9	310.9878876088086					
YAL051W	1190.99	90.39445902953963	416846.5	76.25533388646521					
YAL053W	2221.4249	168.60301271232268	777498.71	142.23083011935086					
YAL054C	6086.0642	461.92367776223807	4339363.8	793.8165138098567	713.0	ACS1	K01895	Glycolysis	acetate--CoA ligase 1
YAL055W	1051.6393	79.81793769696114	368073.76	67.33314892567567					
YAL056W	1639.1289	124.40756865732237	573695.11	104.94825352277729					
YAL058W	532.47216	40.41388496250219	267301.02	48.89840391677204	502.0	CNE1	K08054	Protein processing in endoplasmic reticulum	Cne1p
YAL059W	570.6563	43.31200726311613	199729.7	36.53732239695795					
YAL060W	2239.6821	169.9887084086712	855558.56	156.5106187822697	382.0	BDH1	K00004	Butanoate metabolism	(R,R)-butanediol dehydrogenase
YAL061W	800.38158	60.747831586586116	333759.12	61.05583981934071	417.0	BDH2	K00004	Butanoate metabolism	putative dehydrogenase BDH2
YAL062W	7317.2684	555.3703377794483	3343991.7	611.729266281637	457.0	GDH3	K00262	Amino acid metabolism	glutamate dehydrogenase (NADP(+)) GDH3
YAL063C-A	178.32426	13.53455949633748	62413.491	11.417540018267855					
YAL064C-A	121.60325	9.229514941337765	42561.138	7.785872710405202					
YAL064W	121.80163	9.244571703176472	42630.571	7.798574356209446					
YAL064W-B	260.62674	19.781201497017168	91219.359	16.68710826996109					
YAL065C	264.9017	20.105664923723456	92715.595	16.960820477579357					
YAL067C	255.63611	19.402419728012735	89472.639	16.367574060591053					
YAL067W-A	84.363892	6.403100260259538	29527.362	5.401553924757735					
YAR002C-A	4768.2914	361.90658326115766	1668902.0	305.2986632580328					
YAR002W	1434.6352	108.886785622663	502122.32	91.85516770189153		NUP60	K18718	Messenger RNA Biogenesis	Nup60p
YAR003W	797.62658	60.53873097732291	279169.3	51.06951403538418		SWD1	K14961	Chromosome-related	Swd1p
YAR007C	1743.0982	132.29869169712953	1082464.0	198.01930384464947	621.0	RFA1	K07466	DNA replication	Rfa1p
YAR008W	463.45516	35.175592131461	127450.17	23.314949908987483	275.0	SEN34	K15323	Transfer RNA biogenesis	Sen34p
YAR014C	1292.2409	98.0792593483954	452284.32	82.73811063116248					
YAR015W	5439.5135	412.8513927206591	1664491.1	304.4917603519515	306.0	ADE1	K01923	Purine metabolism	phosphoribosylaminoimidazolesuccinocarboxamide synthase
YAR018C	1089.5769	82.69734795975013	871661.52	159.4563952044308	800.0	KIN3	K08857	Chromosome-related	Kin3p
YAR019C	1032.1008	78.33499314012299	1005266.2	183.8972133046052	974.0	CDC15	K06683	Cell cycle	Cdc15p
YAR023C	605.06957	45.923925856124875	211774.35	38.74069655817944					
YAR027W	86.468144	6.56281001533878	30263.85	5.53628250792534					
YAR028W	99.664704	7.5644102825541735	34882.646	6.381216629078978					
YAR029W	1509.8056	114.59211282359172	528431.96	96.66809136235814					
YAR031W	381.36222	28.94485392085935	133476.78	24.417420861132964					
YAR033W	182.98636	13.888406302306981	64045.226	11.716039579231499					
YAR035C-A	175.04585	13.285732807257778	61266.048	11.207633855973851					
YAR035W	8151.1292	618.6591948831511	5599825.8	1024.397676566895	687.0	YAT1	K00624	Peroxisome	carnitine O-acetyltransferase YAT1
YAR042W	1659.148	125.92699007543526	580701.8	106.23001427976807					
YAR050W	340.57892	25.849459046897838	119202.62	21.806193858510113		Flo1		Cell wall	
YAR068W	802.34942	60.89718786351261	280822.3	51.37190368460596					
YBL001C	4398.6317	333.8499340814652	1539521.1	281.6305174824742					
YBL002W	9112.5536	691.6299490757134	1193744.5	218.37627381453717	131.0	HTB2	K11252	Chromosome-related	histone H2B
YBL003C	10022.734	760.7113560373923	1323000.9	242.02164432613438	132.0	HTA2	K11251	Chromosome-related	histone H2A
YBL004W	3427.6324	260.15245850101394	1199671.3	219.46048613940567		UTP20	K14772	Ribosome biogenesis	Utp20p
YBL005W	495.2294	37.587212074428415	173330.29	31.707976765039028					
YBL006C	2334.1382	177.15779300345375	420144.88	76.85871922899403	180.0	LDB7	K11764	Transcription machinery	Ldb7p
YBL007C	3067.9492	232.85301158205266	1073782.2	196.431108771078					
YBL008W	915.43471	69.48020167030243	768965.16	140.66975498860884	840.0	HIR1	K11293	Chromosome-related	Hir1p
YBL008W-A	110.48937	8.385987144866577	38671.279	7.074285838939875					
YBL009W	1230.271	93.3758314551178	430594.85	78.77037244295539		ALK2	K16315	Chromosome-related	Alk2p
YBL010C	555.5129	42.16264458931708	194429.51	35.56773825000768					
YBL011W	3161.8496	239.97991933162015	2399843.8	439.0126587229674	759.0	SCT1	K13507	Lipid and steroid metabolism	bifunctional glycerol-3-phosphate/glycerone-phosphate O-acyltransferase SCT1
YBL013W	312.08795	23.68703466014661	125147.27	22.893671552548987	401.0	FMT1	K00604	Other central metabolism enzymes	Fmt1p
YBL014C	1158.9358	87.96159051794451	405627.53	74.20300454410001		RRN6	K15218	Transcription machinery	Rrn6p
YBL015W	15668.643	1189.227875726902	8241706.2	1507.6870216618117	526.0	ACH1	K01067	Glycolysis	Ach1p
YBL016W	115.59371	8.773399342284558	40804.58	7.464538797847602	353.0	Fus3	K04371	MAPK signaling pathway	mitogen-activated serine/threonine-protein kinase FUS3
YBL017C	3119.7072	236.78137068704171	1091897.5	199.74501029107032					
YBL018C	2748.2825	208.59076049996287	961898.87	175.9638607901556		Pop8	K14528	Ribosome biogenesis in eukaryotes	Pop8p
YBL019W	807.02899	61.25236061781018	419655.07	76.7691164013562	520.0	APN2	K10772	Base excision repair	DNA-(apurinic or apyrimidinic site) lyase APN2
YBL020W	2201.1806	167.06649893224753	1263477.7	231.13283635967466	574.0	RFT1	K06316	Carbohydrate metabolism	Rft1p
YBL021C	1282.3118	97.32565468072379	448809.13	82.1023807551316					
YBL022C	5357.597	406.6340460568808	6070157.4	1110.4372455577713	1133.0	PIM1	K08675	Mitochondrial biogenesis	ATP-dependent Lon protease PIM1
YBL023C	1697.805	128.8610017822547	1473694.7	269.58864089110546	868.0	MCM2	K02540	DNA replication	MCM DNA helicase complex subunit MCM2
YBL024W	1918.635	145.6216869160453	671522.25	122.84414859172468		NCL1	K15334	Transfer RNA biogenesis	Ncl1p
YBL025W	606.81901	46.056705881485826	212386.65	38.852706952745976		RRN10	K15221	Transcription machinery	Rrn10p
YBL026W	3638.4904	276.1562829177183	349295.08	63.897892750207994	96.0	LSM2	K12621	RNA degradation	Sm-like protein LSM2
YBL027W	11181.521	848.661652845479	2113307.5	386.59547103615137	189.0	RPL19B	K02885	Ribosome	ribosomal 60S subunit protein L19B
YBL028C	726.04323	55.10565580559839	254115.13	46.48625833190997					
YBL029C-A	2453.4065	186.21008853731453	858692.28	157.08388223753846					
YBL029W	2426.1745	184.1432181955884	849161.08	155.34030315425798					
YBL030C	16349.599	1240.9114744497454	5722359.7	1046.8132742915027		Pet9	K05863	Transport	ADP/ATP carrier protein PET9
YBL031W	496.35001	37.672264790851806	173722.5	31.77972524920193					
YBL032W	3133.0052	237.7906701069989	1096551.8	200.59643929553064		HEK2	K18738	Messenger RNA Biogenesis	Hek2p
YBL033C	3423.7487	259.85769115575243	1181193.3	216.08023451307776	345.0	RIB1	K01497	Cofactor biosynthesis	GTP cyclohydrolase II
YBL034C	1033.3945	78.43318314310079	361688.08	66.1649919170595		Stu1		Cytoskeleton proteins	
YBL035C	606.10552	46.00255299810898	427304.39	78.16843593649544	705.0	POL12	K02321	DNA replication	DNA-directed DNA polymerase alpha subunit POL12
YBL036C	1488.6316	112.98503612648136	521021.06	95.31238691503953					
YBL037W	1260.7336	95.68789977444312	1292251.9	236.39661146229858	1025.0	APL3	K11824	Endocytosis	Apl3p
YBL038W	3535.3479	268.3279128302664	1237371.8	226.35718364121195					
YBL039C	1305.2668	99.06790676262463	755749.48	138.2521598044423	579.0	URA7	K01937	Pyrimidine metabolism	CTP synthase URA7
YBL039W-B	1240.9824	94.18881158798963	434343.84	79.45618960631653					
YBL040C	2946.1017	223.6049584106559	1031135.6	188.6296021682337					
YBL041W	4019.8335	305.09968565757976	968779.87	177.22262859190698	241.0	PRE7	K02732	Proteasome	proteasome core particle subunit beta 6
YBL042C	3621.2723	274.8494534439053	1267445.3	231.85864469134577					
YBL043W	2204.0461	167.28398633545757	771416.14	141.11812218912283					
YBL044W	106.91854	8.114966190755753	37421.489	6.845656946198865					
YBL045C	13869.558	1052.679864976888	6338388.0	1159.5057011201113	457.0	Cor1	K00414	Oxidative phosphorylation	ubiquinol--cytochrome-c reductase subunit COR1
YBL046W	605.88556	45.98585834474654	212059.95	38.79294246490523					
YBL047C	4709.977	357.4806026554161	1648491.9	301.56496514576327					
YBL049W	1070.6855	81.26351737904781	374739.92	68.5526152197206					
YBL050W	4199.9329	318.7689757729835	1469976.5	268.90845626089583					
YBL051C	1455.0847	110.43887379294534	509279.65	93.1644856136063					
YBL052C	860.15486	65.28453912403077	715648.84	130.91639545890757	832.0	SAS3	K11378	Chromosome-related	Sas3p
YBL054W	451.85076	34.294834559724556	158147.77	28.930579973083393					
YBL055C	524.39175	39.80059325502615	183537.11	33.5751496140831					
YBL056W	2414.1695	183.23205564959756	1129831.3	206.68438625940013	468.0	PTC3	K14803	Ribosome biogenesis	type 2C protein phosphatase PTC3
YBL057C	1785.0905	135.48584796368604	371298.82	67.92312155853665	208.0	PTH2	K04794	Translation factors	Pth2p
YBL058W	1949.6127	147.97285059792287	824686.17	150.8630137110428	423.0	SHP1	K14012	Protein processing in endoplasmic reticulum	Shp1p
YBL059C-A	3415.7322	259.24925012701976	1195506.3	218.69856666632114		CMC2	K18172	Mitochondrial biogenesis	Cmc2p
YBL059W	1359.1043	103.15409698084883	475686.51	87.01916327793893					
YBL060W	362.61085	27.521651419400282	126913.8	23.216829681429658					
YBL061C	602.38709	45.720329412445615	210835.48	38.56894545717226					
YBL063W	853.20842	64.75731413811052	947914.55	173.40565533377014	1111.0	Kip1		Cytoskeleton proteins	Kip1p
YBL064C	7534.5721	571.8633817232406	1966523.3	359.74367263972084	261.0	PRX1	K03386	Other enzymes	Prx1p
YBL066C	1348.4232	102.34341657518597	471948.12	86.33528521335683					
YBL067C	1678.6333	127.40589682740486	1253939.1	229.3879035659258	747.0	UBP13	K11872	Ubiquitin labeling	Ubp13p
YBL068W	3113.6078	236.3184348408929	1015036.1	185.68445869718346	326.0	PRS4	K00948	Pentose phosphate metabolism	ribose phosphate diphosphokinase subunit PRS4
YBL069W	514.70911	39.06569455329248	180148.19	32.95520144103974					
YBL071C-B	96.194416	7.301020324253345	33668.046	6.159025178416683					
YBL071W-A	675.66756	51.28221359541979	236483.65	43.260863865811466		KTI11	K15455	Transfer RNA biogenesis	Kti11p
YBL072C	12053.032	914.8081069578503	2410606.4	440.9815025455411	200.0	RPS8A	K02995	Ribosome	ribosomal 40S subunit protein S8A
YBL074C	196.22567	14.893251234148872	69660.113	12.74319245905602	355.0	AAR2	K13205	Spliceosome	Aar2p
YBL075C	581.25717	44.116598325083466	377235.9	69.00921444335313	649.0	SSA3	K03283	Chaperones and folding catalysts	Hsp70 family ATPase SSA3
YBL076C	7866.7384	597.0743347928246	8433143.6	1542.7074017186355	1072.0	ILS1	K01870	tRNA loading	isoleucine--tRNA ligase ILS1
YBL078C	2173.4082	164.95861299369892	254288.76	46.518021135778326	117.0	ATG8	K08341	FoxO signaling pathway	ubiquitin-like protein ATG8
YBL079W	3084.7069	234.12489734606353	4633229.8	847.5745517156085	1502.0	NUP170	K14312	RNA transport	Nup170p
YBL080C	663.85864	50.385933244515826	359147.52	65.70023750252417	541.0	PET112	K02434	tRNA loading	glutamyl-tRNA(Gln) amidotransferase subunit PET112
YBL081W	544.33387	41.3141719998537	190516.85	34.851980303895104					
YBL082C	1129.3074	85.71283680052387	523998.63	95.8570852500869	464.0	ALG3	K03845	Glycan metabolism	dolichyl-P-Man:Man(5)GlcNAc(2)-PP-dolichol alpha-1,3-mannosyltransferase
YBL084C	1539.1363	116.8182715314379	1166665.3	213.42257158271235	758.0	CDC27	K03350	Cell cycle	anaphase promoting complex subunit CDC27
YBL085W	1049.9483	79.68959318506855	367481.91	67.22487952828189					
YBL086C	512.70159	38.913326620403886	179445.56	32.82666663206654					
YBL087C	7788.3706	591.1263294474102	1472002.0	269.2789887681546	189.0	RPL23A	K02894	Ribosome	ribosomal 60S subunit protein L23A
YBL088C	1129.5157	85.7286464763531	395330.49	72.31932740337245		TEL1	K04728	NF-kappa B signaling pathway	Tel1p
YBL089W	1487.6131	112.90773341485357	520664.59	95.24717648657123					
YBL090W	1089.2191	82.67019144505163	381226.68	69.73926318159953		MRP21	K17415	Ribosome	mitochondrial 37S ribosomal protein MRP21
YBL091C	2442.1721	185.3574134430472	1028154.5	188.08425807670616	421.0	MAP2	K01265	Peptidases	Map2p
YBL091C-A	965.7792	73.30127736251485	338022.72	61.83579656974724					
YBL092W	15897.408	1206.5908161545233	2066663.0	378.0626132060695	130.0	RPL32	K02912	Ribosome	ribosomal 60S subunit protein L32
YBL093C	974.46447	73.96047708977997	341062.56	62.391886195452216		ROX3	K15138	Transcription machinery	Rox3p
YBL095W	2300.2304	174.5842388695972	805080.64	147.27649868411777					
YBL097W	106.78873	8.105113795079363	80518.702	14.729595918677004	754.0	BRN1	K06676	Chromosome-related	Brn1p
YBL098W	1823.1084	138.3713528830717	838629.86	153.41378656522141	460.0	BNA4	K00486	Amino acid metabolism	kynurenine 3-monooxygenase
YBL099W	17879.875	1357.0572617241035	9744531.9	1782.604708452179	545.0	ATP1	K02132	Oxidative phosphorylation	F1F0 ATP synthase subunit alpha
YBL100W-C	90.162567	6.843211503605927	31556.898	5.772824753023298					
YBL101C	3377.2335	256.3272531666418	1182031.7	216.23360625046888					
YBL102W	3238.2889	245.78155425055036	1133401.1	207.33742350670317					
YBL103C	829.86682	62.98571966218385	290453.39	53.13375602987117					
YBL104C	1718.132	130.40379237553717	601346.2	110.0065737924082					
YBL105C	1951.5675	148.12121715726505	2246254.2	410.9159223236246	1151.0	PKC1	K02677	MAPK signaling pathway	protein kinase C
YBL106C	471.79202	35.808348031766634	165127.21	30.207355782741264					
YBL107C	1440.5983	109.3393764913009	504209.41	92.23696710479189					
YBR001C	1396.997	106.03009939704765	1089657.7	199.33527506038251	780.0	NTH2	K01194	Carbohydrate metabolism	alpha,alpha-trehalase NTH2
YBR002C	1088.9282	82.64811254587389	311433.47	56.97172277629882	286.0	RER2	K11778	Cofactor biosynthesis	Rer2p
YBR003W	2730.9726	207.27696353579404	1291750.0	236.3047969644496	473.0	COQ1	K05355	Cofactor biosynthesis	trans-hexaprenyltranstransferase
YBR004C	783.98835	59.50360858085406	339466.96	62.09999694905278	433.0	GPI18	K07542	Glycan metabolism	Gpi18p
YBR005W	666.58328	50.592729572654804	233304.15	42.67922569902341					
YBR006W	2194.2025	166.53687099703896	1090518.6	199.49276280933296	497.0	UGA2	K00135	Other central metabolism enzymes	succinate-semialdehyde dehydrogenase (NAD(P)(+))
YBR007C	878.10584	66.64699315483715	307337.04	56.22234707710851					
YBR008C	564.56114	42.849393226979394	309379.5	56.595982142413725	548.0	FLR1	K08158	Transport	Flr1p
YBR010W	10716.55	813.3710105987565	1457450.8	266.61708177253695	136.0	HHT1	K11253	Chromosome-related	histone H3
YBR011C	11965.753	908.1837541172395	3434171.1	628.2261308509236	287.0	IPP1	K01507	Oxidative phosphorylation	inorganic diphosphatase IPP1
YBR013C	308.2679	23.39709825999565	107893.76	19.73742059263097					
YBR014C	1879.9216	142.68339452887648	657972.56	120.36545167329524					
YBR015C	2570.5442	195.1006745401059	1534614.9	280.73300744193466	597.0	MNN2	K05535	Glycan metabolism	Mnn2p
YBR016W	4774.3727	362.36814534286816	1671030.4	305.68801965815595					
YBR017C	1310.4303	99.45980912049416	458650.6	83.90271872314533					
YBR018C	19445.613	1475.894564717406	7117094.4	1301.957458617241	366.0	GAL7	K00965	Carbohydrate metabolism	UDP-glucose:hexose-1-phosphate uridylyltransferase
YBR019C	19747.412	1498.8006826030776	13803441.0	2525.116565059616	699.0	GAL10	K01784	Carbohydrate metabolism	bifunctional UDP-glucose 4-epimerase/aldose 1-epimerase
YBR020W	21181.585	1607.6523878984806	11183877.0	2045.9096448696555	528.0	GAL1	K00849	Carbohydrate metabolism	galactokinase
YBR021W	1092.8485	82.94565777944722	382496.98	69.97164404754413					
YBR022W	758.54395	57.57241455459757	265490.38	48.5671765758967		POA1	K15529	Other enzymes	Poa1p
YBR023C	1806.4026	137.10340625576526	2104459.0	384.9767808902718	1165.0	CHS3	K00698	Other central metabolism enzymes	chitin synthase CHS3
YBR024W	1276.7959	96.90700566052963	446878.57	81.74921598731456		SCO2	K07152	Mitochondrial biogenesis	Sco2p
YBR025C	6588.523	500.0595910869777	2305983.1	421.8423597824285					
YBR026C	1730.4588	131.33937908706733	657574.34	120.29260375671139	380.0	ETR1	K07512	Lipid and steroid metabolism	Etr1p
YBR028C	1171.0565	88.88153453053853	409869.77	74.97905382753292		YPK3	K08286	Other enzymes	Ypk3p
YBR029C	3747.4279	284.42448532120653	1712574.6	313.28785998798026	457.0	Cds1	K00981	Lipid and steroid metabolism	phosphatidate cytidylyltransferase
YBR030W	548.97583	41.66649020826583	192141.54	35.14919109590607					
YBR033W	2688.322	204.03984322891884	940912.7	172.12477997659923					
YBR034C	1409.703	106.99446685305428	490576.64	89.74307204234711	348.0	HMT1	K11434	FoxO signaling pathway	protein-arginine omega-N methyltransferase HMT1
YBR035C	4335.4092	329.0514356171666	988473.3	180.8252235039903	228.0	PDX3	K00275	Cofactor biosynthesis	pyridoxamine-phosphate oxidase PDX3
YBR036C	3816.6963	289.6818590572091	1335843.7	244.37102713740205					
YBR037C	2181.906	165.60358401271776	763667.1	139.70056049075288		SCO1	K07152	Mitochondrial biogenesis	Sco1p
YBR038W	1704.5299	129.37141219504386	1641462.3	300.27901337433593	963.0	CHS2	K00698	Other central metabolism enzymes	chitin synthase CHS2
YBR039W	14634.739	1110.7560222533405	4551403.8	832.6058067445127	311.0	ATP3	K02136	Oxidative phosphorylation	F1F0 ATP synthase subunit gamma
YBR040W	107.534	8.16167873557504	37636.9	6.885062909132024					
YBR041W	1532.0414	116.27977864117965	536214.49	98.0917795152668					
YBR042C	896.67951	68.05670847725227	313837.83	57.411561600861965					
YBR043C	1864.7545	141.53223305854766	652664.07	119.39434917541422					
YBR044C	2001.1476	151.88427672798392	700401.66	128.12717016439981					
YBR045C	480.1985	36.44638799175173	306846.84	56.132672905270326	639.0	GIP1	K12770	Meiosis	Gip1p
YBR046C	4480.0743	340.0313124045067	1496344.8	273.73211082083213	334.0	ZTA1	K00344	Other enzymes	Zta1p
YBR047W	3353.7741	254.5467178370777	1173820.9	214.73157301887167					
YBR048W	3879.1149	294.4193426468121	605141.92	110.70093945444334	156.0	RPS11B	K02949	Ribosome	ribosomal 40S subunit protein S11B
YBR049C	2039.0099	154.757971827115	1651598.0	302.13317596817575	810.0	REB1	K09424	Transcription factors	Reb1p
YBR050C	754.41919	57.25935109577199	264046.72	48.303082298222456					
YBR052C	6340.9604	481.2699393661855	2219336.1	405.99169073456426					
YBR053C	3222.4762	244.58139265196732	1127866.7	206.3249944234285					
YBR054W	1154.5026	87.62511689871198	404075.91	73.91916072829511					
YBR055C	977.46465	74.18818651478878	878740.72	160.7514204946733	899.0	PRP6	K12855	Spliceosome	Prp6p
YBR056W	2092.4644	158.81509288622928	732362.54	133.97389689883383					
YBR057C	1071.1067	81.29548586420995	374887.35	68.57958515679547					
YBR058C	1316.2701	99.90304169326194	1028006.9	188.0572570408773	781.0	UBP14	K11836	Ubiquitin labeling	Ubp14p
YBR058C-A	1342.5064	101.89433981116109	469877.24	85.95645116811762					
YBR059C	2093.5746	158.89935549835417	732751.11	134.04497950379334		AKL1	K08286	Other enzymes	Akl1p
YBR060C	1304.5514	99.01360891294517	808821.87	147.96089628082558	620.0	ORC2	K02604	DNA replication control	origin recognition complex subunit 2
YBR061C	985.93565	74.83112345165578	305640.05	55.91191016795372	310.0	TRM7	K14864	Transfer RNA biogenesis	Trm7p
YBR062C	1672.6949	126.9551806538845	585443.21	107.09737865164747					
YBR063C	1252.9913	95.10027013847271	438546.95	80.22508068831324					
YBR065C	328.20209	24.91007512902231	119465.56	21.854294484261096	364.0	ECM2	K12872	Spliceosome	Ecm2p
YBR066C	1643.7466	124.75804556599559	575311.31	105.24391120642656					
YBR067C	13464.804	1021.9596079889684	9438827.6	1726.6810447845503	701.0	Tip1		Cell wall	Tip1p
YBR068C	1190.1951	90.33412724213372	416568.28	76.20443803153086		Bap2	K16261	Transport	branched-chain amino acid permease BAP2
YBR069C	197.27839	14.973151195449619	69047.436	12.631113098429129		TAT1	K16261	Transport	amino acid transporter TAT1
YBR070C	806.1996	61.189411088112614	191069.31	34.95304393705243	237.0	ALG14	K07441	Carbohydrate metabolism	N-acetylglucosaminyldiphosphodolichol N-acetylglucosaminyltransferase anchoring subunit ALG14
YBR071W	663.01217	50.32168736693941	232054.26	42.45057851289769					
YBR072C-A	91.50742	6.945283947043112	32027.597	5.858931531909591					
YBR072W	416.09285	31.580859689677816	89043.87	16.28913769791279	214.0	HSP26	K13993	Protein processing in endoplasmic reticulum	Hsp26p
YBR073W	567.46087	43.06947863884828	543627.51	99.44787178234124	958.0	RDH54	K10877	Homologous recombination	DNA-dependent ATPase RDH54
YBR074W	1133.1376	86.00354357134054	396598.16	72.55122715329924					
YBR076W	105.82956	8.032314146663033	37040.346	6.775932990921588					
YBR077C	2702.9998	205.15386752025947	946049.93	173.06455322382948					
YBR078W	9248.5658	701.9530829730741	3236998.0	592.1564971274081		Ecm33		Cell wall	
YBR079C	3307.8147	251.05846428304096	3188733.4	583.3272681716733	964.0	RPG1	K03254	RNA transport	Rpg1p
