!!SBtab TableType='Proteomaps' Organism='eco' DefaultProteinLength='350' ProteinURL='www.genome.jp/dbget-bin/www_bget?eco:'
!Protein:Identifier	!Abundance:[original]	!Abundance:[ppm]	!SizeWeightedAbundance:[original]	!SizeWeightedAbundance:[ppm]	!Protein:Size	!Protein:Name	!Identifiers:kegg.orthology	!Pathway
b3072	10.0	0.553996394259	3500.0	0.79888447187	350	aer	K03776	Two-component system
b0476	35.0	1.93898737991	11270.0	2.57240799942	322.0	aes	K01066	Biosynthesis of other secondary metabolites
b0262	11.0	0.609396033685	3850.0	0.878772919057	350	afuC	K02010	Transport
b3138	7.0	0.387797475981	1106.0	0.252447493111	158.0	agaB	K10984	Transport
b3139	1.0	0.0553996394259	267.0	0.0609434725684	267.0	agaC	K10985	Transport
b3140	1.0	0.0553996394259	263.0	0.0600304617434	263.0	agaD	K10986	Transport
b3141	13.0	0.720195312537	3315.0	0.756657721214	255.0	agaI	K02080	Carbohydrate metabolism
b3131	629.0	34.8463731989	169201.0	38.62058615	269.0	agaR	K02081	Transcription factors
b3136	11.0	0.609396033685	4224.0	0.964139431194	384.0	agaS	K02082	Other enzymes
b3133	36.0	1.99438701933	6084.0	1.38868946482	169.0	agaV	K02745	Transport
b1002	86.0	4.76436899063	35518.0	8.10707962054	413.0	agp	K01085	Glycolysis
b0605	92449.0	5121.64126529	17287963.0	3946.02434028	187.0	ahpC	K03386	Other enzymes
b0606	5698.0	315.667145449	1994300.0	455.204372072		ahpF	K03387	Other enzymes
b4187	19.0	1.05259314909	6650.0	1.51788049655				
b2252	112.0	6.2047596157	39200.0	8.94750608494				
b2290	2267.0	125.590982579	793450.0	181.107109773	350	alaA	K14260	Amino acid metabolism
b2379	1203.0	66.6457662294	421050.0	96.105801966	350	alaC	K14261	Amino acid metabolism
b2697	8493.0	470.509137644	7439868.0	1698.17000513	876.0	AlaS	K01872	tRNA loading
b1415	555.0	30.7467998814	265845.0	60.6798406927	479.0	aldA	K07248	Glycolysis
b3588	1.0	0.0553996394259	542.0	0.123712966787	542.0	aldB	K00138	Glycolysis
b2068	32.0	1.77278846163	9024.0	2.05975242119	282.0	alkA	K01247	Base excision repair
b2212	22.0	1.21879206737	4752.0	1.08465686009	216.0	alkB	K03919	DNA repair and recombination proteins
b0505	14.0	0.775594951963	2240.0	0.511286061997	160.0	allA	K01483	Purine metabolism
b0512	9.0	0.498596754833	4077.0	0.930586283376	453.0	allB	K01466	Purine metabolism
b0516	9.0	0.498596754833	3699.0	0.844306760414	411.0	allC	K02083	Peptidases
b0517	2.0	0.110799278852	698.0	0.159320388962	349.0	allD	K00073	Purine metabolism
b0506	1771.0	98.1127614233	479941.0	109.54783209	271.0	allR	K10973	Transcription factors
b0504	1.0	0.0553996394259	308.0	0.0703018335246	308.0	allS	K10972	Transcription factors
b2624	31.0	1.7173888222	10850.0	2.4765418628	350	alpA	K07733	Transcription factors
b4053	586.0	32.4641887036	210374.0	48.0184348243	359.0	alr	K01775	Amino acid metabolism
b4087	0.0	0.0	0.0	0.0	510.0	alsA	K10551	Transport
b4088	81.0	4.4873707935	25353.0	5.78689086152	313.0	alsB	K10549	Transport
b4086	1.0	0.0553996394259	326.0	0.074410382237	326.0	alsC	K10550	Transport
b4085	23.0	1.2741917068	8050.0	1.8374342853		alsE	K17195	Carbohydrate metabolism
b4084	12.0	0.664795673111	3708.0	0.84636103477	309.0	alsK	K00881	Carbohydrate metabolism
b3088	342.0	18.9466766837	119700.0	27.321848938				
b2435	676.0	37.4501562519	195364.0	44.5923617036	289.0	amiA	K01448	Chromosome-related
b4169	343.0	19.0020763231	151949.0	34.6827704618	443.0	amiB	K01448	Chromosome-related
b2817	410.0	22.7138521646	170970.0	39.0243651873	417.0	amiC	K01448	Chromosome-related
b0867	141.0	7.81134915905	49350.0	11.2642710534	350	amiD	K11066	Other enzymes
b1982	521.0	28.8632121409	270399.0	61.7193035169	519.0	amn	K01241	Purine metabolism
b4150	587.0	32.519588343	223647.0	51.0480329944	381.0	ampC	K01467	Two-component system
b0110	269.0	14.9025030056	94150.0	21.4899922933				
b0111	129.0	7.14655348594	45150.0	10.3056096871				
b0433	259.0	14.3485066113	127169.0	29.0266684009	491.0	ampG	K08218	Transport
b0376	460.0	25.4838341359	161000.0	36.748685706				
b0451	5.0	0.27699819713	1750.0	0.399442235935		amtB	K03320	Transport
b1927	16.0	0.886394230815	7920.0	1.80776143349	495.0	amyA	K01176	Carbohydrate metabolism
b1640	217.0	12.0217217554	80073.0	18.2768789474	369.0	anmK	K09001	Other enzymes
b1767	1699.0	94.1239873846	574262.0	131.076855596	338.0	ansA	K01424	Amino acid metabolism
b2957	75.0	4.15497295694	26100.0	5.95739563309	348.0	ansB	K01424	Amino acid metabolism
b1453	285.0	15.7888972364	99750.0	22.7682074483		ansP	K11738	Transport
b0050	113.0	6.26015925513	39550.0	9.02739453213				
b0049	453.0	25.0960366599	127746.0	29.1583702124	282.0	apaH	K01525	Purine metabolism
b2214	191.0	10.5813311303	66850.0	15.2586934127				
b4055	274.0	15.1795012027	74254.0	16.9486764498	271.0	aphA	K03788	Cofactor biosynthesis
b0980	16.0	0.886394230815	7136.0	1.62881131179	446.0	appA	K01093	Carbohydrate metabolism
b0979	10.0	0.553996394259	3780.0	0.86279522962	378.0	cbdB	K00426	Two-component system
b0978	12.0	0.664795673111	6168.0	1.40786269214	514.0	cbdA	K00425	Two-component system
b0564	86.0	4.76436899063	30100.0	6.87040645808	350	appY	K07780	Transcription factors
b0469	15434.0	855.038034899	2824422.0	644.681965088	183.0	apt	K00759	Exosome
b0875	63.0	3.49017728383	14553.0	3.32176163404	231.0	aqpZ	K06188	Transport
b0062	19.0	1.05259314909	9500.0	2.16840070936	500.0	araA	K01804	Carbohydrate metabolism
b0063	2.0	0.110799278852	1132.0	0.258382063473	566.0	araB	K00853	Carbohydrate metabolism
b0064	105.0	5.81696213972	29505.0	6.73459609786	281.0	araC	K02099	Transcription factors
b0061	9.0	0.498596754833	2079.0	0.474537376291	231.0	araD	K01786	Carbohydrate metabolism
b2841	25.0	1.38499098565	11800.0	2.69338193373	472.0	araE	K02100	Transport
b1901	4.0	0.221598557704	1316.0	0.300380561423	329.0	araF	K10537	Transport
b1900	2.0	0.110799278852	1008.0	0.230078727899	504.0	araG	K10539	Transport
b4460	10.0	0.553996394259	3280.0	0.748668876495	328.0	araH	K10538	Transport
b0396	41.0	2.27138521646	16154.0	3.68719421674	394.0	araJ	K08156	Transport
b4401	8000.0	443.197115407	3248000.0	741.364789895	406.0	arcA	K07773	Two-component system
b3210	226.0	12.5203185103	175828.0	40.1332168343	778.0	arcB	K07648	Two-component system
b2818	28.0	1.55118990393	12404.0	2.83124656831	443.0	argA	K14682	Amino acid metabolism
b3959	125.0	6.92495492824	32250.0	7.36114977652	258.0	argB	K00930	Amino acid metabolism
b3958	57.0	3.15777944728	19038.0	4.34547502156	334.0	argC	K00145	Amino acid metabolism
b3359	637.0	35.2895703143	258622.0	59.0311713954	406.0	argD	K00821	Amino acid metabolism
b3957	372.0	20.6086658664	142476.0	32.5205325755	383.0	argE	K01438	Amino acid metabolism
b0273	209.0	11.57852464	73150.0	16.6966854621	350	argF	K00611	Amino acid metabolism
b3172	1296.0	71.797932696	579312.0	132.229531762	447.0	argG	K01940	Exosome
b3960	337.0	18.6696784865	154009.0	35.1529710366	457.0	argH	K01755	Exosome
b4254	63.0	3.49017728383	21042.0	4.80289344488	334.0	argI	K00611	Amino acid metabolism
b2918	0.0	0.0	0.0	0.0	268.0	argK	K07588	Other enzymes
b2923	419.0	23.2124489195	146650.0	33.4732593714		argO	K06895	Transport
b2916	789.0	43.710315507	234333.0	53.4871414134	297.0	argP	K05596	Transcription factors
b3237	3610.0	199.992698328	573990.0	131.01477086	159.0	argR	K03402	Transcription factors
b1876	4901.0	271.513632826	2827877.0	645.470578188	577.0	ArgS	K01887	tRNA loading
b2310	427.0	23.6556460349	111020.0	25.3406154477	260.0	argT	K10013	Transport
b1166	49.0	2.71458233187	17150.0	3.91453391216				
b2255	74.0	4.09957331752	48840.0	11.1478621732	660.0	arnA	K10011	Other central metabolism enzymes
b2253	105.0	5.81696213972	39795.0	9.08331644516	379.0	arnB	K07806	Two-component system
b2254	61.0	3.37937800498	19642.0	4.48333965613	322.0	arnC	K10012	Other central metabolism enzymes
b2256	7.0	0.387797475981	2450.0	0.559219130309	350	arnD	K13014	Glycan metabolism
b4544	1.0	0.0553996394259	350.0	0.079888447187	350	arnE	K12962	Transport
b2258	3.0	0.166198918278	1050.0	0.239665341561	350			
b2257	4.0	0.221598557704	2200.0	0.502155953747	550.0	arnT	K07264	Glycan metabolism
b0908	1248.0	69.1387500035	532896.0	121.634954149	427.0	aroA	K00800	Amino acid metabolism
b3389	770.0	42.6577223579	278740.0	63.6231593397	362.0	aroB	K01735	Amino acid metabolism
b2329	1258.0	69.6927463978	455396.0	103.945369415	362.0	aroC	K01736	Amino acid metabolism
b1693	572.0	31.6885937516	144144.0	32.9012580895	252.0	aroD	K03785	Amino acid metabolism
b3281	1144.0	63.3771875032	311168.0	71.024938098	272.0	aroE	K00014	Amino acid metabolism
b2601	361.0	19.9992698328	128516.0	29.3341247962	356.0	aroF	K01626	Amino acid metabolism
b0754	4959.0	274.726811913	1735650.0	396.1668096	350.0	aroG	K01626	Amino acid metabolism
b1704	1341.0	74.2909164701	466668.0	106.51823392	348.0	aroH	K01626	Amino acid metabolism
b3390	12633.0	699.863644867	2185509.0	498.848343781	173.0	aroK	K00891	Amino acid metabolism
b0388	386.0	21.3842608184	67164.0	15.3303647625	174.0	aroL	K00891	Amino acid metabolism
b0390	306.0	16.9522896643	107100.0	24.4458648392				
b0112	832.0	46.0925000024	291200.0	66.4671880596		aroP	K11734	Transport
b4017	5.0	0.27699819713	1750.0	0.399442235935				
b0555	11.0	0.609396033685	3850.0	0.878772919057	350	rrrD	K01185	Other enzymes
b1554	3.0	0.166198918278	1050.0	0.239665341561	350	rrrQ	K01185	Other enzymes
b3502	48.0	2.65918269244	16800.0	3.83464546498		arsB	K03893	Transport
b3503	287.0	15.8996965152	40467.0	9.23670226376	141.0	arsC	K00537	Other enzymes
b3501	82.0	4.54277043292	9594.0	2.18985646375	117.0	arsR	K03892	Transcription factors
b0863	3323.0	184.093001812	807489.0	184.311549516	243.0	artI	K09997	Transport
b0860	544.0	30.1374038477	132192.0	30.1731817444	243.0	artJ	K09996	Transport
b0861	484.0	26.8134254821	107448.0	24.525296781	222.0	artM	K09998	Transport
b0864	1392.0	77.1162980809	336864.0	76.8901196377	242.0	artP	K10000	Transport
b0862	512.0	28.3646153861	121856.0	27.8139617726	238.0	artQ	K09999	Transport
b2716	71.0	3.93337439924	33654.0	7.68161657609	474.0	ascB	K01223	Glycolysis
b2715	0.0	0.0	0.0	0.0	485.0	ascF	K02752	Transport
b2714	219.0	12.1325210343	73584.0	16.7957471366	336.0	ascG	K03487	Transcription factors
b3433	7060.0	391.121454347	2591020.0	591.407326944	367.0	asd	K00133	Amino acid metabolism
b3801	7.0	0.387797475981	3857.0	0.880370688001	551.0	aslA	K01130	Steroid hormone biosynthesis
b3800	5.0	0.27699819713	1750.0	0.399442235935				
b2064	138.0	7.64515024078	48300.0	11.0246057118				
b3744	5147.0	285.141944125	1698510.0	387.68950409	330.0	asnA	K01914	Amino acid metabolism
b0674	1811.0	100.328747	1003294.0	229.004570663	554.0	asnB	K01953	Peptidases
b3743	694.0	38.4473497616	105488.0	24.0779214768	152.0	asnC	K03718	Transcription factors
b0930	17436.0	965.94811303	8125176.0	1854.59341075	466.0	asnS	K01893	Transfer RNA biogenesis
b4139	1119.0	61.9921965176	534882.0	122.088264024	478.0	aspA	K01744	Amino acid metabolism
b0928	4498.0	249.187578138	1781208.0	406.565546392	396.0	aspC	K00813	Amino acid metabolism
b1866	8307.0	460.204804711	4901130.0	1118.69618618	590.0	AspS	K01876	tRNA loading
b1597	62.0	3.43477764441	21700.0	4.95308372559				
b1747	0.0	0.0	0.0	0.0	344.0	astA	K00673	Amino acid metabolism
b1745	1.0	0.0553996394259	447.0	0.102028959693	447.0	astB	K01484	Amino acid metabolism
b1748	6.0	0.332397836555	2436.0	0.556023592422	406.0	astC	K00840	Amino acid metabolism
b1746	2.0	0.110799278852	984.0	0.224600662949	492.0	astD	K06447	Amino acid metabolism
b1744	1.0	0.0553996394259	322.0	0.073497371412	322.0	astE	K05526	Amino acid metabolism
b2222	0.0	0.0	0.0	0.0	216.0	atoA	K01035	Two-component system
b2224	2.0	0.110799278852	788.0	0.179863132524	394.0	atoB	K00626	Lipid and steroid metabolism
b2220	42.0	2.32678485589	19362.0	4.41942889839	461.0	atoC	K07714	Two-component system
b2221	0.0	0.0	0.0	0.0	220.0	atoD	K01034	Two-component system
b2223	0.0	0.0	0.0	0.0	440.0	atoE	K02106	Two-component system
b2219	5.0	0.27699819713	3040.0	0.693888226996	608.0	atoS	K07710	Two-component system
b3734	30696.0	1700.54733182	15747048.0	3594.30632143	513.0	atpA	K02111	Oxidative phosphorylation
b3738	10508.0	582.139411087	2847668.0	649.987927498	271.0	AtpB	K02108	Oxidative phosphorylation
b3731	12695.0	703.298422512	1764605.0	402.77586671	139.0	atpC	K02114	Oxidative phosphorylation
b3732	30603.0	1695.39516535	14077380.0	3213.20008189	460.0	atpD	K02112	Oxidative phosphorylation
b3737	112959.0	6257.88786991	8923761.0	2036.87259817	79.0	atpE	K02110	Oxidative phosphorylation
b3736	17866.0	989.769957983	2787096.0	636.162204575	156.0	atpF	K02109	Oxidative phosphorylation
b3733	9832.0	544.689254836	2821784.0	644.079834449	287.0	atpG	K02115	Oxidative phosphorylation
b3735	9335.0	517.155634041	1652295.0	377.140805271	177.0	atpH	K02113	Oxidative phosphorylation
b3739	151.0	8.36534555331	19026.0	4.34273598909	126.0	atpI	K02116	Photosynthesis proteins
b3572	1923.0	106.533506616	801891.0	183.033790866	417.0	avtA	K00835	Amino acid metabolism
b1412	1521.0	84.2628515668	532350.0	121.510328171		azoR	K01118	Other enzymes
b4663	7848.0	434.776370215	2746800.0	626.964533524				
b3057	1735.0	96.1183744039	477125.0	108.905072469	275.0	bacA	K06153	Glycan metabolism
b2079	555.0	30.7467998814	133200.0	30.4032604723	240.0	baeR	K07664	Two-component system
b2078	26.0	1.44039062507	12142.0	2.77144435927	467.0	baeS	K07642	Two-component system
b0177	3904.0	216.280192319	1366400.0	311.884497818		bamA	K07277	Mitochondrial biogenesis
b2512	3080.0	170.630889432	1078000.0	246.056417336		bamB	K17713	Transport
b2477	2653.0	146.975243397	928550.0	211.944050387		bamC	K07287	Transport
b2595	6620.0	366.745613	2317000.0	528.861520378		bamD	K05807	Transport
b2617	5689.0	315.168548694	1991150.0	454.485376047		bamE	K06186	Transport
b2786	141.0	7.81134915905	129438.0	29.5445737914	918.0	barA	K07678	Two-component system
b4113	663.0	36.7299609394	147186.0	33.5956028219	222.0	basR	K07771	Two-component system
b4112	238.0	13.1851141834	86394.0	19.7196643036	363.0	basS	K07643	Two-component system
b3570	717.0	39.7215414684	250950.0	57.2800166331				
b2480	9932.0	550.229218778	1549392.0	353.65291704	156.0	bcp	K03564	Other enzymes
b2182	235.0	13.0189152651	93060.0	21.2411968435	396.0	bcr	K07552	Transport
b3533	10.0	0.553996394259	8720.0	1.99036359849	872.0	bcsA	K00694	Carbohydrate metabolism
b3532	91.0	5.04136718776	31850.0	7.26984869402				
b3530	39.0	2.16058593761	13650.0	3.11564944029				
b3536	332.0	18.3926802894	116200.0	26.5229644661				
b3537	217.0	12.0217217554	75950.0	17.3357930396				
b3538	290.0	16.0658954335	101500.0	23.1676496842				
b3531	39.0	2.16058593761	14430.0	3.29368655117	370.0	bcsZ	K01179	Carbohydrate metabolism
b1481	19.0	1.05259314909	6650.0	1.51788049655				
b0311	131.0	7.25735276479	72836.0	16.6250141123	556.0	betA	K00108	Amino acid metabolism
b0312	335.0	18.5588792077	164150.0	37.4676817307	490.0	betB	K00130	Amino acid metabolism
b0313	59.0	3.26857872613	11505.0	2.62604738539	195.0	betI	K02167	Transcription factors
b0314	82.0	4.54277043292	28700.0	6.55085266933		betT	K02168	Transport
b3337	327.0	18.1156820923	114450.0	26.1235222302				
b3336	192.0	10.6367307698	67200.0	15.3385818599		Brf		
b2901	2950.0	163.428936306	1413050.0	322.532486565	479.0	bglA	K01223	Glycolysis
b3721	6.0	0.332397836555	2784.0	0.635455534196	464.0	bglB	K01223	Glycolysis
b3722	0.0	0.0	0.0	0.0	624.0	bglF	K02755	Transport
b3723	0.0	0.0	0.0	0.0	278.0	bglG	K03488	Transcription factors
b3720	2.0	0.110799278852	700.0	0.159776894374		bglH	K10124	Transport
b4366	0.0	0.0	0.0	0.0				
b2132	769.0	42.6023227185	588285.0	134.277643295	765.0	bglX	K05349	Carbohydrate metabolism
b1112	2282.0	126.42197717	798700.0	182.305436481				
b0774	1958.0	108.472493996	839982.0	191.7281647	429.0	bioA	K00833	Amino acid metabolism
b0775	4948.0	274.117415879	1712008.0	390.770459119	346.0	bioB	K01012	Cofactor biosynthesis
b0777	551.0	30.5252013237	192850.0	44.0185344		bioC	K02169	Cofactor biosynthesis
b0778	2362.0	130.853948324	531450.0	121.304900736	225.0	bioD	K01935	Cofactor biosynthesis
b0776	818.0	45.3169050504	314112.0	71.6969140652	384.0	bioF	K00652	Amino acid metabolism
b3412	661.0	36.6191616605	231350.0	52.8062635906		bioH	K02170	Cofactor biosynthesis
b3973	515.0	28.5308143043	165315.0	37.7335961335	321.0	birA	K03524	Transcription factors
b3551	241.0	13.3513131016	187257.0	42.741917014	777.0	bisC	K08351	Transport
b4149	28.0	1.55118990393	9800.0	2.23687652124		blc	K03098	Exosome
b4409	828.0	45.8709014447	289800.0	66.1476342708				
b0435	1945.0	107.752298683	680750.0	155.383029779				
b0557	20983.0	1162.45063407	7344050.0	1676.29928733				
b0401	3561.0	197.278115996	1246350.0	284.482760433				
b4189	144.0	7.97754807733	50400.0	11.5039363949				
b0836	0.0	0.0	0.0	0.0				
b1060	148.0	8.19914663503	51800.0	11.8234901837				
b3966	2295.0	127.142172482	803250.0	183.343986294		btuB	K16092	Transport
b1711	81.0	4.4873707935	26406.0	6.0272409612	326.0	btuC	K06073	Transport
b1709	112.0	6.2047596157	27888.0	6.36551147186	249.0	btuD	K06074	Transport
b1710	383.0	21.2180619001	70089.0	15.9980039283	183.0	btuE	K00432	Lipid and steroid metabolism
b0158	141.0	7.81134915905	37506.0	8.56084600056	266.0	btuF	K06858	Transport
b1270	257.0	14.2377073325	50372.0	11.4975453192	196.0	btuR	K00798	Cofactor biosynthesis
b4131	0.0	0.0	0.0	0.0	725.0	cadA	K01582	Amino acid metabolism
b4132	0.0	0.0	0.0	0.0		cadB	K03757	Transport
b4133	45.0	2.49298377417	23040.0	5.25894235197	512.0	cadC	K03765	Transcription factors
b0039	47.0	2.60378305302	17860.0	4.0765933336	380.0	caiA	K08297	Other enzymes
b0038	29.0	1.60658954335	11745.0	2.68082803489	405.0	caiB	K08298	Other enzymes
b0037	35.0	1.93898737991	18270.0	4.17017694316	522.0	caiC	K02182	Other enzymes
b0036	15.0	0.830994591389	4455.0	1.01686580634	297.0	caiD	K08299	Other enzymes
b0035	8.0	0.443197115407	2800.0	0.639107577496				
b0034	62.0	3.43477764441	8122.0	1.85386848015	131.0	caiF	K08277	Transcription factors
b0040	0.0	0.0	0.0	0.0				
b0126	8138.0	450.842265648	1790360.0	408.654515159	220.0	can	K01673	Other enzymes
b0032	456.0	25.2622355782	174192.0	39.7597954069	382.0	carA	K01956	Pyrimidine metabolism
b0033	530.0	29.3618088957	568690.0	129.805031517	1073.0	carB	K01955	Pyrimidine metabolism
b2760	3.0	0.166198918278	1050.0	0.239665341561				
b2759	11.0	0.609396033685	3850.0	0.878772919057				
b2758	18.0	0.997193509666	6300.0	1.43799204937				
b2757	10.0	0.553996394259	3500.0	0.79888447187				
b2756	9.0	0.498596754833	3150.0	0.718996024683				
b1987	6.0	0.332397836555	1896.0	0.432767131047	316.0	cbl	K13635	Transcription factors
b1000	508.0	28.1430168284	155448.0	35.4814266809	306.0	cbpA	K05516	Chaperones and folding catalysts
b0999	477.0	26.4256280062	166950.0	38.1067893082				
b3690	9.0	0.498596754833	3150.0	0.718996024683				
b3716	32.0	1.77278846163	11200.0	2.55643030998				
b3717	57.0	3.15777944728	19950.0	4.55364148966				
b3056	258.0	14.2931069719	106296.0	24.2623496634	412.0	cca	K00974	Transfer RNA biogenesis
b2201	34.0	1.88358774048	7038.0	1.60644254658	207.0	ccmA	K02193	Transport
b2200	25.0	1.38499098565	5500.0	1.25538988437	220.0	ccmB	K02194	Transport
b2199	171.0	9.47333834183	41895.0	9.56264712828	245.0	ccmC	K02195	Transport
b2198	211.0	11.6893239189	14559.0	3.32313115027	69.0	ccmD	K02196	Transport
b2197	159.0	8.80854266872	55650.0	12.7022631027				
b2196	48.0	2.65918269244	16800.0	3.83464546498		ccmF	K02198	Transport
b2195	73.0	4.04417367809	13505.0	3.08255279789	185.0	dsbE	K02199	Chaperones and folding catalysts
b2194	83.0	4.59817007235	29050.0	6.63074111652				
b0162	9.0	0.498596754833	3465.0	0.790895627151	385.0	cdaR	K02647	Transcription factors
b2143	313.0	17.3400871403	92022.0	21.0042705344	294.0	cdd	K01489	Pyrimidine metabolism
b3918	527.0	29.1956099775	132277.0	30.1925832244	251.0	cdh	K01521	Lipid and steroid metabolism
b0175	735.0	40.718734978	209475.0	47.8132356414	285.0	cdsA	K00981	Lipid and steroid metabolism
b1731	663.0	36.7299609394	232050.0	52.966040485				
b1661	1049.0	58.1142217578	514010.0	117.324173539	490.0	cfa	K00574	Other enzymes
b1216	432.0	23.932644232	151200.0	34.5118091848		chaA	K07300	Transport
b1217	81.0	4.4873707935	28350.0	6.47096422215				
b1218	19.0	1.05259314909	6650.0	1.51788049655				
b1736	99.0	5.48456430316	11484.0	2.62125407856	116.0	chbA	K02759	Transport
b1738	264.0	14.6255048084	27984.0	6.38742373166	106.0	chbB	K02760	Transport
b1737	14.0	0.775594951963	6328.0	1.44438312514	452.0	chbC	K02761	Transport
b1734	20.0	1.10799278852	9000.0	2.05427435624	450.0	chbF	K01222	Glycolysis
b1733	33.0	1.82818810105	11550.0	2.63631875717				
b1735	15.0	0.830994591389	4200.0	0.958661366244	280.0	chbR	K03490	Transcription factors
b1888	20.0	1.10799278852	13080.0	2.98554539773	654.0	cheA	K03407	Two-component system
b1883	1.0	0.0553996394259	349.0	0.0796601944808	349.0	cheB	K03412	Two-component system
b1884	0.0	0.0	0.0	0.0	286.0	cheR	K00575	Two-component system
b1887	89.0	4.93056790891	14863.0	3.39251997297	167.0	cheW	K03408	Two-component system
b1882	66.0	3.65637620211	8514.0	1.943343541	129.0	cheY	K03413	Two-component system
b1881	41.0	2.27138521646	8774.0	2.00268924463	214.0	cheZ	K03414	Bacterial chemotaxis
b3338	97.0	5.37376502431	87300.0	19.9264612555	900.0	chiA	K13381	Other central metabolism enzymes
b0681	3.0	0.166198918278	1050.0	0.239665341561				
b0682	2.0	0.110799278852	700.0	0.159776894374				
b1741	110.0	6.09396033685	32450.0	7.40680031777	295.0	cho	K05984	DNA repair and recombination proteins
b4225	111.0	6.14935997628	38850.0	8.86761763776		chpB	K07171	Other enzymes
