!!SBtab TableType='Proteomaps' Organism='hsa' ProteinIdentifier='http://identifiers.org/uniprot/'
!ProteinIdentifier	!Abundance[original])	!Abundance[ppm]	!SizeWeightedAbundance[original]	!SizeWeightedAbundance[ppm]	!ProteinSize	!ProteinName	!Identifiers:kegg.orthology	!Pathway
P62158	147076720.0	1832.48802351	21914431000.0	741.018651872	149.0	CalM3	K02183	Calcium signaling pathway
P30050	196929830.0	2453.62797693	32493422000.0	1098.73862411	165.0	Rpl12	K02870	Ribosome
P07910	167290000.0	2084.33341084	51190740000.0	1730.97321774	306.0	HnrNpc	K12884	Spliceosome
P18124	194620120.0	2424.85037084	48265790000.0	1632.06841361	248.0	Rpl7	K02937	Ribosome
Q02878	213286150.0	2657.41794796	61426411000.0	2077.08410355	288.0	Rpl6	K02934	Ribosome
P52209	29286972.0	364.89816631	14145607000.0	478.322190024	483.0	Pgd	K00033	Pentose phosphate metabolism
P07951	72302927.0	900.851254993	23281542000.0	787.24639788	322.0	Tpm2	K10374	Cardiac muscle contraction
P07951	4506990.7	56.1544102957	1451251000.0	49.072871641	322.0	Tpm2	K10374	Cardiac muscle contraction
P84098	167596620.0	2088.15371278	32848938000.0	1110.76010836	196.0	Rpl19	K02885	Ribosome
P63244	155703350.0	1939.97067718	54496172000.0	1842.7437111	350			
O60701	15188639.0	189.241363697	7503187700.0	253.714186519	494.0	UgdH	K00012	Carbohydrate metabolism
P50914	115356730.0	1437.27590713	25378481000.0	858.152683826	220.0	Rpl14	K02875	Ribosome
P60981	52078259.0	648.863979988	8592912700.0	290.562350654	165.0	DstN	K10363	Cytoskeleton proteins
P84090	121146780.0	1509.41646942	42401373000.0	1433.7679248	350			
P62249	181836900.0	2265.57909017	27639209000.0	934.597361528	152.0	Rps16	K02960	Ribosome
O75531	61619608.0	767.743485668	21566863000.0	729.265922778	350			
P62899	149749850.0	1865.79362558	19467480000.0	658.27699496	130.0	Rpl31	K02910	Ribosome
P31943	155981600.0	1943.43750587	70035738000.0	2368.20149041	449.0			
P61313	135329700.0	1686.1271755	27607259000.0	933.516998276	204.0	Rpl15	K02877	Ribosome
P62917	132289030.0	1648.24224471	33998281000.0	1149.62420665	257.0	Rpl8	K02938	Ribosome
P31949	122189500.0	1522.40813739	42766325000.0	1446.1084797	350			
P62258	159700230.0	1989.76941304	40723559000.0	1377.03400967	255.0	YwhAe	K06630	Cell cycle
P10620	86162734.0	1073.53616621	13355224000.0	451.596032036	155.0	MgsT1	K00799	Cofactor biosynthesis
P62913	112031210.0	1395.8419156	19941555000.0	674.307455317	178.0	Rpl11	K02868	Ribosome
P32969	160506660.0	1999.81704884	30817279000.0	1042.06121249	192.0	Rpl9	K02940	Ribosome
P39019	125373660.0	1562.08086782	18179181000.0	614.7142126	145.0	Rps19	K02966	Ribosome
P50238	44841561.0	558.699048279	15694546000.0	530.698301893	350			
P07900	139103140.0	1733.14198252	1.018235e+11	3443.07879583	732.0	Hsp90aa1	K04079	Chaperones and folding catalysts
P23526	95443370.0	1189.16734374	41231536000.0	1394.21083857	432.0	AhcY	K01251	Amino acid metabolism
Q6PUV4	393638.03	4.90449457653	137773310.0	4.65869236761	350			
P05388	118535020.0	1476.87550087	37575601000.0	1270.58837148	317.0	RplP0	K02941	Ribosome
P18669	150866710.0	1879.70903364	38320144000.0	1295.76448717	254.0	PgaM1	K01834	Glycolysis
P14866	119640160.0	1490.64488473	70468054000.0	2382.81990416	589.0			
P08107	220953430.0	2752.94767403	1.4163115e+11	4789.14208797	641.0	HspA1b	K03283	Chaperones and folding catalysts
P61353	248873330.0	3100.81294032	33846773000.0	1144.50108692	136.0	Rpl27	K02901	Ribosome
Q16778	119799940.0	1492.63564803	15094792000.0	510.41810842	126.0	HisT2h2be	K11252	Chromosome-related
P02545	163176550.0	2033.08228245	1.0834923e+11	3663.74104561	664.0	LmnA	K12641	Cytoskeleton proteins
P02545	528484.45	6.58460037208	350913670.0	11.8658602027	664.0	LmnA	K12641	Cytoskeleton proteins
P62081	129825840.0	1617.55236955	25186213000.0	851.65129786	194.0	Rps7	K02993	Ribosome
P15880	142923970.0	1780.74724061	41876723000.0	1416.02731197	293.0	Rps2	K02981	Ribosome
P06744	61343658.0	764.305313603	34904541000.0	1180.2686511	569.0	Gpi	K01810	Glycolysis
P46777	145819790.0	1816.82742698	43308478000.0	1464.44094223	297.0	Rpl5	K02932	Ribosome
Q5TEC6	114217130.0	1423.07717227	39975996000.0	1351.75577514	350			
P26038	81985340.0	1021.4883338	47305541000.0	1599.59837506	577.0	Msn	K05763	Regulation of actin cytoskeleton
P18621	109826400.0	1368.37130081	20208058000.0	683.319037401	184.0	Rpl17	K02880	Ribosome
Q14847-1	39719623.0	494.882762179	13901868000.0	470.080354076	350			
P60660	75806045.0	944.498011461	18041839000.0	610.07010463	238.0	Myl6	K12751	Cytoskeleton proteins
P49207	114759840.0	1429.8390145	13426901000.0	454.019731465	117.0	Rpl34	K02915	Ribosome
P47914	119599480.0	1490.13803624	19255516000.0	651.109604781	161.0	Rpl29	K02905	Ribosome
Q6PKA6	1746604.7	21.7616506172	894261610.0	30.2387286561	512.0	AldH3a1	K00129	Glycolysis
P62277	113559620.0	1414.88499067	17147503000.0	579.828860536	151.0	Rps13	K02953	Ribosome
P07437	121373340.0	1512.23927161	53889763000.0	1822.23848422	444.0	TubB	K07375	Cytoskeleton proteins
P26641	137990150.0	1719.27479235	67201203000.0	2272.35399592	487.0	Eef1g	K03233	Translation factors
P40429	138359630.0	1723.87829231	28087005000.0	949.739218883	203.0	Rpl13a	K02872	Ribosome
P45880	146666520.0	1827.37717669	43119957000.0	1458.06625802	294.0	VdaC2	K05862	Calcium signaling pathway
P45880	73143.903	0.911329313302	21504307.0	0.727150642541	294.0	VdaC2	K05862	Calcium signaling pathway
P62266	84663634.0	1054.85827622	12106900000.0	409.384971773	143.0	Rps23	K02973	Ribosome
P12004	58641089.0	730.632919187	15305324000.0	517.537076684	261.0	PcnA	K04802	DNA replication complex
P46779	70809359.0	882.242290418	11966782000.0	404.646995621	169.0	Rpl28	K02903	Ribosome
P62753	133689830.0	1665.69537545	33288768000.0	1125.63260191	249.0	Rps6	K02991	Ribosome
Q02543	99183113.0	1235.76230628	17456228000.0	590.268145193	176.0	Rpl18a	K02882	Ribosome
Q8IUE6	21799446.0	271.608067641	2833928000.0	95.8269692725	130.0	HisT2h2ab	K11251	Chromosome-related
P38646	159876900.0	1991.97061565	1.0887617e+11	3681.55909293	681.0	HspA9	K04043	Chaperones and folding catalysts
P11021	203180190.0	2531.50372669	1.3287984e+11	4493.22366151	654.0	HspA5	K09490	Chaperones and folding catalysts
P14625	114070800.0	1421.25398793	91598852000.0	3097.3406438	803.0	Hsp90b1	K09487	Chaperones and folding catalysts
P62244	163092940.0	2032.04055182	21202082000.0	716.931150095	130.0	Rps15a	K02957	Ribosome
P17844	118289440.0	1473.81572085	72629716000.0	2455.91474568	614.0	Ddx5	K12823	Spliceosome
Q15365	83887131.0	1045.18351296	29863819000.0	1009.82073845	356.0	PcbP1	K12889	Spliceosome
Q13151	87572936.0	1091.10644026	26709745000.0	903.168292699	305.0			
P26373	149006860.0	1856.53641427	31440447000.0	1063.13313132	211.0	Rpl13	K02873	Ribosome
P84077	112458940.0	1401.17117574	20355068000.0	688.290060925	181.0	Arf1	K07937	GTP-binding signaling proteins
P04080	83979368.0	1046.33273085	29392779000.0	993.892904148	350			
P30041	233153490.0	2904.95312966	52226382000.0	1765.99260924	224.0	PrdX6	K11188	Methane metabolism
B4DP11	109125200.0	1359.63476792	38193820000.0	1291.49294391	350			
Q9UQ80	127303250.0	1586.1224059	44556138000.0	1506.62954988	350			
Q14103	109516600.0	1364.51137798	38878393000.0	1314.64122285	355.0			
Q14103	116147.96	1.44713416002	41232526.0	1.39424431462	355.0			
P27348	47983023.0	597.839787149	11755841000.0	397.514197354	245.0	YwhAq	K06630	Cell cycle
Q92686	514765.46	6.41366995652	180167910.0	6.09223126892	350			
P46782	140662550.0	1752.57129906	28695160000.0	970.303485335	204.0	Rps5	K02989	Ribosome
P06753	94555935.0	1178.11043406	26853886000.0	908.042303322	284.0	Tpm3	K09290	Cardiac muscle contraction
P06753	0.0	0.0	0.0	0.0	284.0	Tpm3	K09290	Cardiac muscle contraction
P06753	215259.56	2.68200545706	61133715.0	2.06718682649	284.0	Tpm3	K09290	Cardiac muscle contraction
P30086	125354920.0	1561.84737862	43874222000.0	1483.57111523	350			
B2ZZ83	32988973.0	411.022886086	86859966000.0	2937.09906988	2633.0	FlnB	K04437	Cytoskeleton proteins
P56537	65417866.0	815.067510131	16027377000.0	541.952711324	245.0	Eif6	K03264	Translation factors
P39687	75299094.0	938.181705005	26354683000.0	891.162160093	350			
Q00839	112146700.0	1397.28085197	92521028000.0	3128.52327484	825.0	HnrNpu	K12888	Spliceosome
P27824	88720532.0	1105.4048005	52522555000.0	1776.00745823	592.0	CanX	K08054	Chaperones and folding catalysts
P21980	479733.07	5.97718731596	329576620.0	11.1443652195	687.0	Tgm2	K05625	CAM ligands
Q9UBI6	60065703.0	748.382758136	4324730600.0	146.237246083	72.0	Gng12	K04347	MAPK signaling pathway
P83731	98203068.0	1223.55153135	15417882000.0	521.343133863	157.0	Rpl24	K02896	Ribosome
P55072	90248844.0	1124.44665455	72740568000.0	2459.66311586	806.0	Vcp	K13525	Protein processing in endoplasmic reticulum
Q71UM5	81234368.0	1012.13167153	7879733700.0	266.446783103	97.0	Rps27l	K02978	Ribosome
P07237	96718925.0	1205.05999664	49133214000.0	1661.39965032	508.0	P4hB	K09580	Chaperones and folding catalysts
Q00325-2	82598386.0	1029.12652054	28909435000.0	977.549020099	350			
P37837	57145053.0	711.993204808	19257883000.0	651.18964296	337.0	TalDo1	K00616	Pentose phosphate metabolism
P61513	82954918.0	1033.56869616	7631852500.0	258.064882033	92.0	Rpl37a	K02921	Ribosome
Q15233	81404336.0	1014.24937122	38341442000.0	1296.48466171	471.0			
P21291	89446741.0	1114.45293058	17263221000.0	583.741770543	193.0	CsrP1	K09377	Transcription factors
P19338	130348080.0	1624.05916781	92547137000.0	3129.40612943	710.0	Ncl	K11294	Ribosome biogenesis
P00403	49301620.0	614.268717644	29778178000.0	1006.92485772	604.0	Cox2	K02261	Oxidative phosphorylation
P20962	18835973.0	234.684965327	6592590600.0	222.923086561	350			
B3KQ79	41062611.0	511.615589956	12852597000.0	434.600109033	313.0	BcaP31	K14009	Protein processing in endoplasmic reticulum
P67809	69473451.0	865.59767521	22509398000.0	761.136976835	324.0	Ybx1	K09276	Transcription factors
P62861	70513429.0	878.555179495	24679700000.0	834.523972929	350			
P46778	97997807.0	1220.99410197	15679649000.0	530.19457196	160.0	Rpl21	K02889	Ribosome
P35579	52220065.0	650.630797991	1.0235133e+11	3460.92693777	1960.0	Myh9	K10352	Cytoskeleton proteins
Q99623	96213662.0	1198.76472166	33674782000.0	1138.68535121	350			
P35232	122718120.0	1528.99442663	42951342000.0	1452.36467901	350			
Q9NZ01	32736275.0	407.874420043	10573817000.0	357.545017641	323.0	TecR	K10258	Lipid and steroid metabolism
O75347	58950622.0	734.48951536	20632718000.0	697.678569743	350			
P30048	85003546.0	1059.09337658	21760908000.0	735.827396553	256.0	PrdX3	K03386	Other enzymes
P49773	89948553.0	1120.70520817	31481994000.0	1064.53800932	350			
P25705	131245950.0	1635.24609135	72579010000.0	2454.20016355	553.0	Atp5a1	K02132	Oxidative phosphorylation
P63220	57773865.0	719.827826487	5604064900.0	189.496894407	97.0	Rps21	K02971	Ribosome
P53396	30659617.0	382.000502581	35411858000.0	1197.42316264	1155.0	AclY	K01648	TCA cycle and anaplerotic enzymes
P62273	116397320.0	1450.24103657	7798620400.0	263.704002868	67.0	Rps29	K02980	Ribosome
P24534	65006684.0	809.944428174	14626504000.0	494.583330759	225.0	Eef1b2	K03232	Translation factors
P07108	84667497.0	1054.9064069	12530790000.0	423.718467191	148.0	Dbi	K08762	PPAR signaling pathway
P62847	87839277.0	1094.42488992	25385551000.0	858.391750123	289.0	Rps24	K02974	Ribosome
P31946	68810759.0	857.34092898	16927447000.0	572.387845962	246.0	YwhAb	K06630	Cell cycle
P31946	2042705.8	25.4508933437	502505630.0	16.9918189754	246.0	YwhAb	K06630	Cell cycle
P27635	85310181.0	1062.9138654	19621342000.0	663.479713288	230.0	Rpl10	K02866	Ribosome
P13073	60071078.0	748.449727424	10152012000.0	343.2820248	169.0	Cox4i1	K02263	Oxidative phosphorylation
Q00610	60892843.0	758.688428155	1.0199551e+11	3448.89517401	1675.0	CltC	K04646	Endocytosis
P49411	96917264.0	1207.53118203	43806603000.0	1481.28463377	452.0	TufM	K02358	Translation factors
Q96AG4	62861525.0	783.217029195	22001534000.0	743.963968939	350			
Q99497	63404126.0	789.977513342	11983380000.0	405.208243484	189.0	ParK7	K05687	Peptidases
P80723-1	97917506.0	1219.99359951	34271127000.0	1158.85027212	350			
O14950	33714640.0	420.064263175	5798918100.0	196.085696808	172.0	Myl12b	K12757	Regulation of actin cytoskeleton
B4DLV7	75144527.0	936.25589257	26300584000.0	889.33284643	350			
P62316	117595630.0	1465.17126294	13876284000.0	469.215251935	118.0	SnrPd2	K11096	Spliceosome
Q16629	79585443.0	991.587051597	18941335000.0	640.485829924	238.0	SrsF7	K12896	Spliceosome
P55209	68039986.0	847.737558091	26603635000.0	899.580269394	391.0	Nap1l1	K11279	Chromosome-related
P23246	76686444.0	955.467256787	54217316000.0	1833.31442237	707.0			
P27695	60853039.0	758.192494106	19351266000.0	654.347313117	318.0	ApeX1	K10771	Base excision repair
Q01469	1184565.3	14.7589756239	159916320.0	5.40744023236	135.0	FabP5	K08754	PPAR signaling pathway
P08758	69047884.0	860.295364751	24166759000.0	817.179290409	350			
P00441	54897435.0	683.989227928	8454205000.0	285.872062649	154.0	Sod1	K04565	Peroxisome
O14737	31077697.0	387.209529494	10877194000.0	367.803464029	350	MLLT1	K15187	Transcriptional misregulation in cancer
P18077	71164058.0	886.661627955	7828046400.0	264.699019113	110.0	Rpl35a	K02917	Ribosome
P78371	85823355.0	1069.30770672	45915495000.0	1552.59510069	535.0	Cct2	K09494	Chaperones and folding catalysts
P30101	85322299.0	1063.06484844	43087761000.0	1456.97757648	505.0	PdiA3	K08056	Chaperones and folding catalysts
P15311	35200674.0	438.579358613	20627595000.0	697.505339667	586.0	Ezr	K08007	Regulation of actin cytoskeleton
P28066	92686742.0	1154.8214065	22337505000.0	755.324554914	241.0	PsmA5	K02729	Proteasome
P31948	50222070.0	625.736974491	29631021000.0	1001.94886351	590.0	StiP1	K09553	Chaperones and folding catalysts
Q01105	116111400.0	1446.67864427	33672306000.0	1138.60162728	290.0	Set	K11290	Chromosome-related
Q01105	8855061.2	110.328769886	2567967700.0	86.8337381474	290.0	Set	K11290	Chromosome-related
P30043	36198324.0	451.009481318	7456854700.0	252.147473827	206.0	BlvRb	K05901	Cofactor biosynthesis
P12956	67496402.0	840.964826351	41105309000.0	1389.94257528	609.0	XrcC6	K10884	Non-homologous end-joining
P41567	67232943.0	837.68228468	7597322600.0	256.897281562	113.0	Eif1	K03113	Translation factors
O00483	36381621.0	453.293252381	2946911300.0	99.6474076243	81.0	NduFa4	K03948	Oxidative phosphorylation
P38117-1	62128912.0	774.089109097	21745119000.0	735.293504366	350			
P27797	82626597.0	1029.47801274	34455291000.0	1165.07762792	417.0	CalR	K08057	Chaperones and folding catalysts
Q8WVI0	37503343.0	467.269238049	13126170000.0	443.850757414	350			
Q04837	104773100.0	1305.41020317	16658923000.0	563.307925407	159.0	SsbP1	K03111	DNA replication
Q01813	30919289.0	385.235860495	24240723000.0	819.680322882	784.0	PfkP	K00850	Glycolysis
B2R7D7	3346366.9	41.693731452	1171228400.0	39.6041352843	350			
Q16881	26942983.0	335.693464371	17485996000.0	591.27472589	649.0	TxnRd1	K00384	Pyrimidine metabolism
Q16881	0.0	0.0	0.0	0.0	649.0	TxnRd1	K00384	Pyrimidine metabolism
P16615	38358650.0	477.925852052	39969713000.0	1351.54332061	1042.0	Atp2a2	K05853	Calcium signaling pathway
P51991	71187489.0	886.95356421	26908871000.0	909.901576354	378.0	HnrNpa3	K12741	Spliceosome
P51991	1177037.3	14.6651812433	444920100.0	15.0446111374	378.0	HnrNpa3	K12741	Spliceosome
P50990	103400040.0	1288.30269624	56663222000.0	1916.02074346	548.0	Cct8	K09500	Chaperones and folding catalysts
