!!SBtab TableType='Proteomaps' Organism='hsa' ProteinIdentifier='http://identifiers.org/uniprot/'
!ProteinIdentifier	!Abundance[original])	!Abundance[ppm]	!SizeWeightedAbundance[original]	!SizeWeightedAbundance[ppm]	!ProteinSize	!ProteinName	!Identifiers:kegg.orthology	!Pathway
P36957	5.00431	40.5561499772	2266.9524	45.3216669286	453.0	DlsT	K00658	TCA cycle and anaplerotic enzymes
P13073	79.9574	647.994290159	13512.801	270.152415284	169.0	Cox4i1	K02263	Oxidative phosphorylation
P37108	164.225	1330.9194934	22334.6	446.520757199	136.0	Srp14	K03104	Protein export
P07910	79.9808	648.183929472	24474.125	489.294853133	306.0	HnrNpc	K12884	Spliceosome
P62306	35.6157	288.63832791	4523.1939	90.4291979792	127.0	SnrPf	K11098	Spliceosome
P14317	66.419	538.275791335	32279.634	645.345187099	486.0	HclS1	K06106	Tight junction
P55072	59.8558	485.086016215	48243.775	964.505607584	806.0	Vcp	K13525	Protein processing in endoplasmic reticulum
P56385	164.888	1336.29260726	11377.272	227.458208712	69.0	Atp5i	K02129	Oxidative phosphorylation
P11310	58.626	475.119416775	26616.204	532.120009485	454.0	AcaDm	K00249	Other central metabolism enzymes
O15511	67.145	544.159472578	10138.895	202.700163538	151.0	ArpC5	K05754	Regulation of actin cytoskeleton
P06753	10.4271	84.5037640408	2961.2964	59.2032232867	284.0	Tpm3	K09290	Cardiac muscle contraction
P29350	207.824	1684.25643353	129682.18	2592.64930685	624.0	PtpN6	K05697	Jak-STAT signaling pathway
P07954	50.2413	407.16776096	25623.063	512.264804049	510.0	Fh	K01679	TCA cycle and anaplerotic enzymes
B4DVE7	78.7302	638.048761754	27555.57	550.900127222	350			
O00221	50.6683	410.628273206	25334.15	506.48875919	500.0	NfkBie	K05872	Transcription factors
P31146	517.867	4196.92059849	238736.69	4772.90336921	461.0	CorO1a	K13882	Phagosome
E7EQR6	46.1058	373.652659331	25634.825	512.499953868	556.0	Tcp1	K09493	Chaperones and folding catalysts
P50213	26.6437	215.927049513	9751.5942	194.957117033	366.0	Idh3a	K00030	TCA cycle and anaplerotic enzymes
P14625	161.948	1312.4661295	130044.24	2599.88773088	803.0	Hsp90b1	K09487	Chaperones and folding catalysts
P62308	17.7774	144.072389721	1706.6304	34.1195230032	96.0	SnrPg	K11099	Spliceosome
P40227	90.5917	734.177253585	48104.193	961.715037781	531.0	Cct6a	K09498	Chaperones and folding catalysts
D6RBL5	60.9742	494.149802858	21340.97	426.655775513	350			
P14868	63.9227	518.045166696	32025.273	640.259917324	501.0	DarS	K01876	tRNA loading
O00303	39.2239	317.880061605	14591.291	291.713946336	372.0	Eif3f	K03249	Translation factors
Q9Y265	29.6344	240.164412453	13513.286	270.162111565	456.0	RuvBl1	K04499	Chromosome-related
C9JDV1	53.4549	433.211559918	18709.215	374.040853582	350			
P02545	32.0096	259.413613127	21254.374	424.924519457	664.0	LmnA	K12641	Cytoskeleton proteins
P23246	118.563	960.863497614	83824.041	1675.83812823	707.0	SfpQ	K13219	
Q9Y230	38.9755	315.866967361	18045.656	360.77476119	463.0	RuvBl2	K11338	Chromosome-related
P09211	331.908	2689.86346302	69700.68	1393.47919421	210.0	GstP1	K00799	Cofactor biosynthesis
P61769	2020.79	16376.9755096	246536.38	4928.83736779	122.0	B2m	K08055	Antigen processing and presentation
Q96KP4	64.8491	525.552938464	30803.323	615.830286202	475.0	CndP2	K08660	Peptidases
P62316	8.91474	72.2472293778	1051.9393	21.0307206202	118.0	SnrPd2	K11096	Spliceosome
P14324	17.6121	142.732758165	7379.4699	147.532818473	419.0	FdpS	K00787	Cofactor biosynthesis
P31939	39.2219	317.863853117	23219.365	464.20927357	592.0	AtiC	K00602	Other central metabolism enzymes
P09874	52.8393	428.222587228	53579.05	1071.17020121	1014.0	ParP1	K10798	DNA replication control
P62913	1222.0	9903.3863354	217516.0	4348.65227149	178.0	Rpl11	K02868	Ribosome
Q16836	29.0127	235.126003873	22136.69	442.564074605	763.0	HadH	K00022	Butanoate metabolism
O43909	2.78718	22.5879871737	2561.4184	51.2087292126	919.0	ExtL3	K02370	Glycan metabolism
P26583	198.791	1611.05079624	41547.319	830.627830338	209.0	HmgB2	K11295	Chromosome-related
P55209	60.6492	491.515923513	23713.837	474.094922378	391.0	Nap1l1	K11279	Chromosome-related
P43490	19.438	157.530297535	9544.058	190.807984245	491.0	NamPt	K03462	Cofactor biosynthesis
P34897	52.6685	426.838382329	26544.924	530.694956	504.0	ShmT2	K00600	Other central metabolism enzymes
O75390	12.9446	104.906198656	6032.1836	120.597422324	466.0	Cs	K01647	TCA cycle and anaplerotic enzymes
P23381	76.108	616.797812778	35846.868	716.66251657	471.0	WarS	K01867	tRNA loading
P22234	34.7081	281.282915931	14750.943	294.90576226	425.0	PaiCs	K01587	Purine metabolism
P25789	135.902	1101.38298671	35470.422	709.136482839	261.0	PsmA4	K02728	Proteasome
P49411	94.9302	769.337516773	42908.45	857.840014338	452.0	TufM	K02358	Translation factors
Q99714	46.6404	377.985188247	12173.144	243.369546639	261.0	Hsd17b10	K08683	Amino acid metabolism
P09525	16.6874	135.238763612	5840.59	116.767019301	350			
B4DT77	61.4869	498.304848827	21520.415	430.24329968	350			
Q9H4M9	47.1112	381.800666387	25157.381	502.954734505	534.0	Ehd1	K12483	Endocytosis
P99999	14.8998	120.751616792	1564.479	31.2775848998	105.0	CycS	K08738	Apoptosis
P12004	129.04	1045.77166344	33679.44	673.330574572	261.0	PcnA	K04802	DNA replication complex
Q14974	56.6734	459.295069673	49645.898	992.537317292	876.0	KpnB1	K14293	RNA transport
Q14103	78.8935	639.372184822	28007.193	559.929124559	355.0			
Q02790	22.2102	179.996883131	10194.482	203.811477344	459.0	FkbP4	K09571	Chaperones and folding catalysts
P07900	174.399	1413.37207325	127660.07	2552.22261068	732.0	Hsp90aa1	K04079	Chaperones and folding catalysts
F8VY00	117.773	954.461144746	41220.55	824.094955726	350			
D6RAV0	101.342	821.300309331	35469.7	709.122048375	350			
P62314	91.8298	744.211118251	10927.746	218.471135297	119.0	SnrPd1	K11087	Spliceosome
Q8NC51	54.7438	443.657120187	25455.867	508.922165967	465.0			
Q07812	51.2285	415.168270772	9835.872	196.642026862	192.0	Bax	K02159	Protein processing in endoplasmic reticulum
P29692	44.9873	364.588062264	31356.148	626.882547608	697.0	Eef1d	K03232	Translation factors
P53396	34.0691	276.104303928	39349.81	786.694498977	1155.0	AclY	K01648	TCA cycle and anaplerotic enzymes
Q9H0U4	4.17158	33.807502757	838.48758	16.7633227872	201.0	Rab1b	K07875	GTP-binding signaling proteins
P23526	92.8603	752.562541834	40115.65	802.005427164	432.0	AhcY	K01251	Amino acid metabolism
Q9UKM9	100.682	815.951508201	30909.374	617.950493093	307.0			
P00505	70.2101	568.999791283	30190.343	603.575386014	430.0	Got2	K00813	Amino acid metabolism
P62081	174.876	1417.2377977	33925.944	678.258764588	194.0	Rps7	K02993	Ribosome
P30040	133.198	1079.46911056	34764.678	695.027013886	261.0	Erp29	K09586	Chaperones and folding catalysts
P61086	27.1655	220.155844103	5433.1	108.62034359	200.0	Ube2k	K04649	Ubiquitin mediated proteolysis
Q04837	12.4013	100.503162816	1971.8067	39.4210158559	159.0	SsbP1	K03111	DNA replication
D6RBK0	17.8965	145.037605198	6263.775	125.227474677	350			
F8VZ58	325.85	2640.76795204	114047.5	2280.07558034	350			
P62249	633.166	5131.33184324	96241.232	1924.08674373	152.0	Rps16	K02960	Ribosome
P63104	5.83708	47.3051213671	1435.9217	28.7074245683	246.0	YwhAz	K06630	Cell cycle
K7EL96	33.8373	274.225740137	11843.055	236.770297482	350			
H7C3W8	19.5244	158.230504228	6833.54	136.618406202	350			
P25787	58.135	471.140232904	13603.59	271.967499191	234.0	PsmA2	K02726	Proteasome
P28065	120.504	976.593835484	26390.376	527.605180943	219.0	PsmB9	K02741	Proteasome
P24534	133.294	1080.247118	29991.15	599.593053257	225.0	Eef1b2	K03232	Translation factors
P09622	29.2531	237.074264164	14889.828	297.682397407	509.0	Dld	K00382	Glycolysis
P33992	42.4643	344.141054306	31168.796	623.136944065	734.0	Mcm5	K02209	DNA replication complex
P09651	201.215	1630.69548402	74851.98	1496.4656984	372.0	HnrNpa1	K12741	Spliceosome
F8WCY3	19.9383	161.584850877	6978.405	139.514595499	350			
P16401	1.46575	11.8787958438	331.2595	6.62265018265	226.0	HisT1h1b	K11275	Chromosome-related
O75947	2.44757	19.8357048224	394.05877	7.87815409102	161.0	Atp5h	K02138	Oxidative phosphorylation
G3V2K7	21.0649	170.715092321	7372.715	147.397772264	350			
O43707	31.248	253.241420793	28466.928	569.120299701	911.0	ActN4	K05699	Focal adhesion
P22695	115.709	937.733984847	52416.177	1047.92165714	453.0	UqcRc2	K00415	Oxidative phosphorylation
Q16698	28.1635	228.243879752	9434.7725	188.623112153	335.0	DecR1	K13236	Other enzymes
Q15181	16.9967	137.745406323	4912.0463	98.2032645883	289.0	Ppa1	K01507	Oxidative phosphorylation
P62310	9.52575	77.1990035879	971.6265	19.4250803907	102.0	Lsm3	K12622	Spliceosome
Q01813	44.827	363.288951929	35144.368	702.617902745	784.0	PfkP	K00850	Glycolysis
P52209	8.53323	69.1553791971	4121.5501	82.3994014438	483.0	Pgd	K00033	Pentose phosphate metabolism
Q01469	0.984787	7.98095427094	132.94625	2.65790568073	135.0	FabP5	K08754	PPAR signaling pathway
P61586	288.291	2336.3806465	55640.163	1112.37665834	193.0	RhoA	K04513	Wnt signaling pathway
P31930	39.9885	324.076566672	19194.48	383.74243298	480.0	UqcRc1	K00414	Oxidative phosphorylation
P05455	14.9506	121.163312395	6099.8448	121.950127555	408.0	Ssb	K11090	Systemic lupus erythematosus
I3L3B0	89.7741	727.551223579	31420.935	628.177790876	350			
P13667	56.5347	458.171011012	36464.882	729.018058162	645.0	PdiA4	K09582	Chaperones and folding catalysts
P62826	123.061	997.316387742	28673.213	573.244418082	233.0	Ran	K07936	RNA transport
Q5T6W8	219.805	1781.35338253	76931.75	1538.04515248	350			
P51572	24.2992	196.926649134	7605.6496	152.054678319	313.0	BcaP31	K14009	Protein processing in endoplasmic reticulum
P35268	65.2585	528.870816014	8353.088	166.997715594	128.0	Rpl22	K02891	Ribosome
P54577	38.5233	312.202228163	20340.302	406.650087788	528.0	YarS	K01866	tRNA loading
Q15717	22.2756	180.526900698	7261.8456	145.181234317	326.0			
D6R9L5	6.80644	55.1610514638	2382.254	47.6268148935	350			
P32119	21.1477	171.386123736	4187.2446	83.712787754	198.0	PrdX2	K03386	Other enzymes
Q9Y285	32.8633	266.332206347	16694.556	333.763120281	508.0	FarSa	K01889	tRNA loading
Q9BV40	82.5326	668.864339661	8253.26	165.001920991	100.0	VamP8	K08512	SNARE interactions in vesicular transport
P31948	35.6431	288.860384199	21029.429	420.427344145	590.0	StiP1	K09553	Chaperones and folding catalysts
P11586	23.8419	193.22057829	24318.738	486.188304509	1020.0	MthFd1	K00288	Other central metabolism enzymes
P60228	194.755	1578.3420669	86665.975	1732.65501869	445.0	Eif3e	K03250	Translation factors
P27824	146.634	1188.35773478	86807.328	1735.48099491	592.0	CanX	K08054	Chaperones and folding catalysts
P28062	103.323	837.354816966	28517.148	570.124314656	276.0	PsmB8	K02740	Proteasome
Q16543	70.217	569.055710567	26542.026	530.637018219	378.0	Cdc37	K09554	Chaperones and folding catalysts
P11836	386.505	3132.33088017	114791.99	2294.95967222	297.0	Ms4A1	K06466	Cellular antigens
Q12931	61.6392	499.539125209	43393.997	867.547231575	704.0	TraP1	K09488	Chaperones and folding catalysts
P11177	17.3625	140.709938829	6233.1375	124.61495958	359.0	PdhB	K00162	Glycolysis
H7C2U6	38.687	313.528892928	13540.45	270.705183295	350			
P31943	81.7863	662.816142261	36722.049	734.159426423	449.0			
P05388	660.327	5351.45121825	209323.66	4184.86828342	317.0	RplP0	K02941	Ribosome
P63279	88.5189	717.378776338	16287.478	325.62468141	184.0	Ube2i	K10577	RNA transport
P29401	93.9663	761.52583585	80341.186	1606.20773182	855.0	Tkt	K00615	Pentose phosphate metabolism
Q9Y266	21.8378	176.978862615	7643.23	152.805998184	350			
H7C597	49.3095	399.616226273	17258.325	345.034177777	350			
P21796	61.4879	498.312953071	17401.076	347.888103284	283.0	VdaC1	K05862	Calcium signaling pathway
P38117	35.4034	286.91779688	12391.19	247.728794847	350			
D6RD66	98.9136	801.619962869	34619.76	692.129764995	350			
P30153	50.3218	407.820152613	29639.54	592.563549105	589.0	Ppp2r1a	K03456	mRNA surveillance pathway
P40925	62.3615	505.392820749	21951.248	438.856656418	352.0	Mdh1	K00025	TCA cycle and anaplerotic enzymes
P09382	468.608	3797.71363655	63262.08	1264.75655994	135.0	LgaLs1	K06830	CAM ligands
H7C310	26.6704	216.143432831	9334.64	186.621229885	350			
Q99798	15.6079	126.490232066	12564.36	251.190867126	805.0	Aco2	K01681	TCA cycle and anaplerotic enzymes
O43143	32.0728	259.925801357	25497.876	509.762023877	795.0	Dhx15	K12820	Spliceosome
O00487	11.7641	95.339138452	3646.871	72.9094588812	310.0	PsmD14	K03030	Ubiquitin labeling
P60900	24.1776	195.941173047	6092.7552	121.808389912	252.0	PsmA6	K02730	Proteasome
O43776	32.1143	260.262127489	17598.636	351.837788561	548.0	NarS	K01893	tRNA loading
P61254	0.568468	4.60700345607	86.975604	1.73884522472	153.0	Rpl26	K02898	Ribosome
Q9UBQ7	18.7653	152.078572504	7412.2935	148.18903881	395.0	GrhPr	K00015	TCA cycle and anaplerotic enzymes
P00491	5.48548	44.4556691286	1585.3037	31.6939192336	289.0	Pnp	K03783	Purine metabolism
P09012	77.1623	625.342117372	21759.769	435.028544517	282.0	SnrPa	K11091	Spliceosome
Q15084	76.6097	620.863712062	37385.534	747.424039382	488.0	PdiA6	K09584	Chaperones and folding catalysts
P43686	40.7248	330.04372163	17022.966	340.328802311	418.0	PsmC4	K03063	Proteasome
P08865	205.262	1663.49336005	60552.29	1210.58153631	295.0	RpsA	K02998	Ribosome
P42766	68.2528	553.137354233	8395.0944	167.837521525	123.0	Rpl35	K02918	Ribosome
O14818	95.9678	777.74648049	23800.014	475.817801645	248.0	PsmA7	K02731	Proteasome
Q08211	12.858	104.204371113	16329.66	326.467997994	1270.0	Dhx9	K13184	Other enzymes
B4DDP6	16.0815	130.328402089	5628.525	112.527345236	350			
P27797	255.973	2074.46768448	106740.74	2133.99640239	417.0	CalR	K08057	Chaperones and folding catalysts
Q08257	47.19	382.439280825	15525.51	310.391163536	329.0	CryZ	K00344	Other enzymes
D6RD60	196.411	1591.76269519	68743.85	1374.34993037	350			
A6NJA2	23.1231	187.395247604	11422.811	228.368639558	494.0	Usp14	K11843	Ubiquitin labeling
E7EQS9	27.351	221.659181391	9572.85	191.383603492	350			
Q9Y277	19.5526	158.459043913	5552.9384	111.01619277	284.0	VdaC3	K05862	Calcium signaling pathway
Q1KMD3	0.0733863	0.59474049151	25.685205	0.513507167597	350			
E5RHG6	19.3647	156.93625644	6777.645	135.500934757	350			
P63167	0.802644	6.50482293109	71.435316	1.42815861449	89.0	DynLl1	K10418	Cytoskeleton proteins
H0YFF6	6.50518	52.7195668751	2276.813	45.5188033258	350			
O43242	43.9337	356.049430641	23460.596	469.032044015	534.0	PsmD3	K03033	Proteasome
P09132	8.8303	71.5629070029	1271.5632	25.4215147301	144.0	Srp19	K03105	Protein export
P14314	71.3721	578.41692297	38184.073	763.388696861	535.0	PrkCsh	K08288	Protein processing in endoplasmic reticulum
P54727	51.3807	416.40173673	21014.706	420.132997029	409.0	Rad23b	K10839	Protein processing in endoplasmic reticulum
P55060	28.8435	233.754765765	10095.225	201.827098363	350			
O14980	46.7358	378.758333138	50054.042	1000.69706799	1071.0	Xpo1	K14290	RNA transport
Q13011	58.6263	475.121848048	19229.426	384.441085044	328.0	Ech1	K12663	Peroxisome
F8WED0	35.7881	290.035499599	12525.835	250.420662504	350			
P17858	49.4206	400.516607797	38548.068	770.665806055	780.0	PfkL	K00850	Glycolysis
P62277	286.862	2324.79968163	43316.162	865.991128348	151.0	Rps13	K02953	Ribosome
Q9UJ70	10.4412	84.6180338832	4072.068	81.4101388306	390.0	NagK	K00884	Other central metabolism enzymes
Q00688	32.9577	267.097246994	7382.5248	147.593893051	224.0	FkbP3	K09570	Chaperones and folding catalysts
P49736	28.6444	232.141210758	27326.758	546.325641559	954.0	Mcm2	K02540	DNA replication complex
