17250	Abcc1	K05665	ATP-binding cassette, sub-family C (CFTR/MRP), member 1
227231	Cps1	K01948	carbamoyl-phosphate synthetase 1 
17252	Rdh11	K11152	retinol dehydrogenase 11 
52463	Tet1	K13097	tet methylcytosine dioxygenase 1 
26399	Map2k6	K04433	mitogen-activated protein kinase kinase 6 
26398	Map2k4	K04430	mitogen-activated protein kinase kinase 4 
52466	Slc46a1	K14613	solute carrier family 46, member 1
17257	Mecp2	K11588	methyl CpG binding protein 2
101943	Sf3b3	K12830	splicing factor 3b, subunit 3
11747	Anxa5	K16646	annexin A5
18183	Nrg3	K05457	neuregulin 3
208084	Pif1	K15255	PIF1 5'-to-3' DNA helicase homolog (S. cerevisiae) 
64450	Gpr85	K04302	G protein-coupled receptor 85
64452	Slc5a4a	K14384	solute carrier family 5, member 4a
64454	Slc5a4b	K14384	solute carrier family 5 (neutral amino acid transporters, system A), member 4b
270066	Slc35e1	K15283	solute carrier family 35, member E1
15122	Hba-a1	K13822	hemoglobin alpha, adult chain 1
68801	Elovl5	K10244	ELOVL family member 5, elongation of long chain fatty acids (yeast) 
24088	Tlr2	K10159	toll-like receptor 2
24087	Tll2	K13047	tolloid-like 2
24086	Tlk2	K08864	tousled-like kinase 2 (Arabidopsis) 
24084	Tekt2	K18629	tektin 2
170938	Zfp617	K09228	zinc finger protein 617
54169	Kat6b	K11306	K(lysine) acetyltransferase 6B 
245532	Awat2	K11156	acyl-CoA wax alcohol acyltransferase 2 
68172	Rpl39l	K02924	ribosomal protein L39-like
170930	Sumo2	K12160	SMT3 suppressor of mif two 3 homolog 2 (yeast)
170936	Zfp369	K12458	zinc finger protein 369
211223	Vmn2r15	K04613	vomeronasal 2, receptor 15
70661	Sik3	K16311	SIK family kinase 3 
71889	Epn3	K12471	epsin 3
14626	Gk2	K00864	glycerol kinase 2 
71287	Cpvl	K09645	carboxypeptidase, vitellogenic-like 
71538	Fbxo9	K10295	f-box protein 9
71829	Ddi1	K11885	DDI1, DNA-damage inducible 1, homolog 1 (S. cerevisiae)
71828	Gtf2a1l	K03122	general transcription factor IIA, 1-like
381983	Lmtk3	K08899	lemur tyrosine kinase 3 
12006	Axin2	K04385	axin2
208431	Shroom4	K18625	shroom family member 4
100043314	Tigit	K16350	T cell immunoreceptor with Ig and ITIM domains
14685	Gnat1	K04631	guanine nucleotide binding protein, alpha transducing 1
330554	Fan1	K15363	FANCD2/FANCI-associated nuclease 1 
208439	Klhl29	K10465	kelch-like 29
106628	Trip10	K07196	thyroid hormone receptor interactor 10
246221	Mpst	K01011	mercaptopyruvate sulfurtransferase 
76626	Msi2	K14411	musashi RNA-binding protein 2
237038	Nox1	K08008	NADPH oxidase 1
11363	Acadl	K00255	acyl-Coenzyme A dehydrogenase, long-chain 
13058	Cybb	K08008	cytochrome b-245, beta polypeptide
13052	Cxadr	K06788	coxsackie virus and adenovirus receptor
237523	Ptprq	K16910	protein tyrosine phosphatase, receptor type, Q 
13051	Cx3cr1	K04192	chemokine (C-X3-C motif) receptor 1
13056	Cyb561	K08360	cytochrome b-561
13057	Cyba	K08009	cytochrome b-245, alpha polypeptide
54170	Rragc	K16186	Ras-related GTP binding C
258949	Olfr338	K04257	olfactory receptor 338
18701	Pigf	K05287	phosphatidylinositol glycan anchor biosynthesis, class F 
18700	Piga	K03857	phosphatidylinositol glycan anchor biosynthesis, class A 
18707	Pik3cd	K00922	phosphatidylinositol 3-kinase catalytic delta polypeptide 
18706	Pik3ca	K00922	phosphatidylinositol 3-kinase, catalytic, alpha polypeptide 
108829	Jmjd1c	K11449	jumonji domain containing 1C
18704	Pik3c2a	K00923	phosphatidylinositol 3-kinase, C2 domain containing, alpha polypeptide 
71751	Map3k13	K04422	mitogen-activated protein kinase kinase kinase 13 
258941	Olfr354	K04257	olfactory receptor 354
71753	Tmprss6	K09637	transmembrane serine protease 6
71752	Gtf3c2	K15200	general transcription factor IIIC, polypeptide 2, beta
258944	Olfr351	K04257	olfactory receptor 351
258945	Olfr347	K04257	olfactory receptor 347
258946	Olfr348	K04257	olfactory receptor 348
258947	Olfr345	K04257	olfactory receptor 345
14688	Gnb1	K04536	guanine nucleotide binding protein (G protein), beta 1
17829	Muc1	K06568	mucin 1, transmembrane
234959	Med17	K15133	mediator complex subunit 17
241322	Zbtb6	K10493	zinc finger and BTB domain containing 6
20259	Scin	K05768	scinderin
99730	Taf13	K03127	TAF13 RNA polymerase II, TATA box binding protein (TBP)-associated factor
76355	Tgds	K01710	TDP-glucose 4,6-dehydratase 
225471	Ticam2	K05409	toll-like receptor adaptor molecule 2
20250	Scd2	K00507	stearoyl-Coenzyme A desaturase 2 
20256	Clec11a	K17521	C-type lectin domain family 11, member a
99738	Kcnc4	K04890	potassium voltage gated channel, Shaw-related subfamily, member 4
68260	Trmt12	K07055	tRNA methyltranferase 12 
29819	Stau2	K17597	staufen (RNA binding protein) homolog 2 (Drosophila)
29818	Hspb7	K09546	heat shock protein family, member 7 (cardiovascular)
243764	Chrm2	K04130	cholinergic receptor, muscarinic 2, cardiac
68267	Slc25a22	K15107	solute carrier family 25 (mitochondrial carrier, glutamate), member 22
216795	Wnt9a	K01064	wingless-type MMTV integration site family, member 9A
67105	Timm21	K17796	tranlocase of inner mitochondrial membrane 21
29810	Bag3	K09557	BCL2-associated athanogene 3
382985	Rrm2b	K10808	ribonucleotide reductase M2 B (TP53 inducible) 
242418	Dcaf10	K11802	DDB1 and CUL4 associated factor 10
217262	Abca9	K05651	ATP-binding cassette, sub-family A (ABC1), member 9
217265	Abca5	K05648	ATP-binding cassette, sub-family A (ABC1), member 5
380855	Rsl1	K09228	regulator of sex limited protein 1
380850	Gm5141	K09228	predicted gene 5141
76089	Rapgef2	K08018	Rap guanine nucleotide exchange factor (GEF) 2
59038	Pxmp4	K13350	peroxisomal membrane protein 4
59032	Ppp2r3c	K11583	protein phosphatase 2, regulatory subunit B'', gamma
59033	Slc4a8	K13859	solute carrier family 4 (anion exchanger), member 8
59030	Mkks	K09492	McKusick-Kaufman syndrome
59031	Chst12	K04742	carbohydrate sulfotransferase 12 
59035	Carm1	K05931	coactivator-associated arginine methyltransferase 1 
83767	Wasf1	K05753	WAS protein family, member 1
238871	Pde4d	K13293	phosphodiesterase 4D, cAMP specific 
216440	Os9	K10088	amplified in osteosarcoma
77976	Nuak1	K08800	NUAK family, SNF1-like kinase, 1 
77974	Rdh12	K11153	retinol dehydrogenase 12
76884	Cyfip2	K05749	cytoplasmic FMR1 interacting protein 2
234374	Ddx49	K14778	DEAD (Asp-Glu-Ala-Asp) box polypeptide 49 
234373	Sugp2	K13166	SURP and G patch domain containing 2
76889	Adck4	K08869	aarF domain containing kinase 4
12833	Col6a1	K06238	collagen, type VI, alpha 1
12832	Col5a2	K06236	collagen, type V, alpha 2
12831	Col5a1	K06236	collagen, type V, alpha 1
12830	Col4a5	K06237	collagen, type IV, alpha 5
15289	Hmgb1	K10802	high mobility group box 1
15288	Hmbs	K01749	hydroxymethylbilane synthase 
12835	Col6a3	K06238	collagen, type VI, alpha 3
12834	Col6a2	K06238	collagen, type VI, alpha 2
15285	Mnx1	K08025	motor neuron and pancreas homeobox 1
109663	Hoxc11	K09296	homeobox C11
109660	Ctrl	K09632	chymotrypsin-like 
107094	Rrp12	K14794	ribosomal RNA processing 12 homolog (S. cerevisiae)
73068	Fut11	K11257	fucosyltransferase 11
258492	Olfr484	K04257	olfactory receptor 484
258493	Olfr319	K04257	olfactory receptor 319
258490	Olfr492	K04257	olfactory receptor 492
258491	Olfr490	K04257	olfactory receptor 490
66500	Slc30a7	K14692	solute carrier family 30 (zinc transporter), member 7
258497	Olfr961	K04257	olfactory receptor 961
258494	Olfr318	K04257	olfactory receptor 318
258495	Olfr328	K04257	olfactory receptor 328
258498	Olfr148	K04257	olfactory receptor 148
258499	Olfr945	K04257	olfactory receptor 945
110637	Grik4	K05204	glutamate receptor, ionotropic, kainate 4
69398	Cdhr4	K16504	cadherin-related family member 4
65086	Lpar3	K04294	lysophosphatidic acid receptor 3
27371	Sh2d2a	K08273	SH2 domain containing 2A
103978	Gpc5	K08111	glypican 5
723893	Mir10a	K16864	microRNA 10a
723892	Mir100	K17041	microRNA 100
723891	Mir19a	K17005	microRNA 19a
723890	Mir181b-1	K17026	microRNA 181b-1
52815	Ldhd	K00102	lactate dehydrogenase D 
723896	Mir324	K17152	microRNA 324
723895	Mir31	K17183	microRNA 31
723894	Mir224	K17042	microRNA 224
241197	Serpinb10	K13963	serine (or cysteine) peptidase inhibitor, clade B (ovalbumin), member 10
241196	Serpinb13	K13963	serine (or cysteine) peptidase inhibitor, clade B (ovalbumin), member 13
224432	Scaf4	K13167	SR-related CTD-associated factor 4
320118	Fbxl13	K10279	F-box and leucine-rich repeat protein 13
26568	Slc27a3	K08772	solute carrier family 27 (fatty acid transporter), member 3 
15006	H2-Q1	K06751	histocompatibility 2, Q region locus 1
26564	Ror2	K05123	receptor tyrosine kinase-like orphan receptor 2 
26565	Pla2g10	K01047	phospholipase A2, group X 
26563	Ror1	K05122	receptor tyrosine kinase-like orphan receptor 1 
107895	Mgat5	K00744	mannoside acetylglucosaminyltransferase 5 
26561	Mmp23	K08001	matrix metallopeptidase 23
110948	Hlcs	K01942	holocarboxylase synthetase (biotin- [propriony-Coenzyme A-carboxylase (ATP-hydrolysing)] ligase) 
218973	Wdhd1	K11274	WD repeat and HMG-box DNA binding protein 1
66763	4933425L06Rik	K01081	RIKEN cDNA 4933425L06 gene
218977	Dlgap5	K16804	discs, large (Drosophila) homolog-associated protein 5
212569	Zfp273	K09228	zinc finger protein 273
15002	H2-Ob	K06752	histocompatibility 2, O region beta locus
75530	Lyrm7	K18170	LYR motif containing 7
75533	Nme5	K00940	NME/NM23 family member 5
13608	Edar	K05162	ectodysplasin-A receptor
214531	Tmprss13	K09643	transmembrane protease, serine 13
114479	Slc5a5	K14385	solute carrier family 5 (sodium iodide symporter), member 5
15000	H2-DMb2	K06752	histocompatibility 2, class II, locus Mb2
209446	Tfe3	K09105	transcription factor E3
22018	Tpo	K00431	thyroid peroxidase 
73075	Ppil6	K12739	peptidylprolyl isomerase (cyclophilin)-like 6 
192170	Eif4a3	K13025	eukaryotic translation initiation factor 4A3 
22017	Tpmt	K00569	thiopurine methyltransferase 
73078	Pmpcb	K17732	peptidase (mitochondrial processing) beta 
209448	Hoxc10	K17444	homeobox C10
258235	Olfr1084	K04257	olfactory receptor 1084
13618	Ednrb	K04198	endothelin receptor type B
258233	Olfr741	K04257	olfactory receptor 741
258231	Olfr1471	K04257	olfactory receptor 1471
13614	Edn1	K16366	endothelin 1
192164	Pcdha12	K16493	protocadherin alpha 12
192167	Nlgn1	K07378	neuroligin 1
13617	Ednra	K04197	endothelin receptor type A
13610	S1pr3	K04290	sphingosine-1-phosphate receptor 3
13611	S1pr4	K04293	sphingosine-1-phosphate receptor 4
258238	Olfr417	K04257	olfactory receptor 417
15558	Htr2a	K04157	5-hydroxytryptamine (serotonin) receptor 2A
93683	Glce	K01793	glucuronyl C5-epimerase 
93681	Zkscan8	K09229	zinc finger with KRAB and SCAN domains 8
74481	Batf2	K09034	basic leucine zipper transcription factor, ATF-like 2
93687	Csnk1a1	K08957	casein kinase 1, alpha 1 
19701	Ren1	K01380	renin 1 structural 
19702	Ren2	K01380	renin 2 tandem duplication of Ren1 
329908	Usp24	K11840	ubiquitin specific peptidase 24 
93688	Klhl1	K10442	kelch-like 1
19708	Dpf2	K13196	D4, zinc and double PHD fingers family 2
28253	Slco1b2	K05043	solute carrier organic anion transporter family, member 1b2
108989	Tpr	K09291	translocated promoter region, nuclear basket protein
13531	Usp17la	K11845	ubiquitin specific peptidase 17-like A 
13532	Usp17lc	K11845	ubiquitin specific peptidase 17-like C
13537	Dusp2	K04459	dual specificity phosphatase 2 
11757	Prdx3	K03386	peroxiredoxin 3 
11754	Aoc3	K00276	amine oxidase, copper containing 3 
11752	Anxa8	K17096	annexin A8
11750	Anxa7	K17095	annexin A7
404291	Vmn1r174	K04614	vomeronasal 1 receptor 174
404290	Vmn1r93	K04614	vomernasal 1 receptor Vmn1r93
11758	Prdx6	K11188	peroxiredoxin 6 
16392	Isl1	K09370	ISL1 transcription factor, LIM/homeodomain
16391	Irf9	K04693	interferon regulatory factor 9
16396	Itch	K05632	itchy, E3 ubiquitin protein ligase
217716	Mlh3	K08739	mutL homolog 3 (E coli)
15245	Hhip	K06231	Hedgehog-interacting protein
101533	Klk9	K09618	kallikrein related-peptidase 9
104010	Cdh22	K06812	cadherin 22
16399	Itga2b	K06476	integrin alpha 2b
104015	Synj1	K01099	synaptojanin 1 
545192	Baiap3	K15621	BAI1-associated protein 3
105638	Dph3	K15455	diphthamine biosynthesis 3
20732	Spint1	K15619	serine protease inhibitor, Kunitz type 1
20737	Spn	K06477	sialophorin
20739	Spta1	K06114	spectrin alpha, erythrocytic 1
474145	Clec4a4	K10057	C-type lectin domain family 4, member a4
11991	Hnrnpd	K13044	heterogeneous nuclear ribonucleoprotein D
215113	Slc43a2	K08229	solute carrier family 43, member 2
215114	Hip1	K04559	huntingtin interacting protein 1
237730	Fbll1	K14563	fibrillarin-like 1 
11992	Auh	K05607	AU RNA binding protein/enoyl-coenzyme A hydratase 
74222	Sept14	K16941	septin 14
330908	Opcml	K06773	opioid binding protein/cell adhesion molecule-like
11994	Pcdh15	K16500	protocadherin 15
21933	Tnfrsf10b	K04722	tumor necrosis factor receptor superfamily, member 10b
21934	Tnfrsf11a	K05147	tumor necrosis factor receptor superfamily, member 11a, NFKB activator
11997	Akr1b7	K00011	aldo-keto reductase family 1, member B7 
21936	Tnfrsf18	K05154	tumor necrosis factor receptor superfamily, member 18
21937	Tnfrsf1a	K03158	tumor necrosis factor receptor superfamily, member 1a
21938	Tnfrsf1b	K05141	tumor necrosis factor receptor superfamily, member 1b
21939	Cd40	K03160	CD40 antigen
210094	Iglon5	K06773	IgLON family member 5
20088	Rps24	K02974	ribosomal protein S24
20085	Rps19	K02966	ribosomal protein S19
20084	Rps18	K02964	ribosomal protein S18
117600	Srgap1	K07526	SLIT-ROBO Rho GTPase activating protein 1
57080	Gtf2ird1	K03121	general transcription factor II I repeat domain-containing 1
140499	Ube2j2	K04554	ubiquitin-conjugating enzyme E2J 2 
14405	Gabrg1	K05186	gamma-aminobutyric acid (GABA) A receptor, subunit gamma 1
269152	Kif26b	K10404	kinesin family member 26B
72993	Appl1	K08733	adaptor protein, phosphotyrosine interaction, PH domain and leucine zipper containing 1
52398	Sept11	K16939	septin 11
16939	Lor	K10385	loricrin
12226	Btg1	K14443	B cell translocation gene 1, anti-proliferative
12227	Btg2	K14443	B cell translocation gene 2, anti-proliferative
12224	Klf5	K09206	Kruppel-like factor 5
56838	Ccl28	K05513	chemokine (C-C motif) ligand 28
231290	Slc10a4	K14344	solute carrier family 10 (sodium/bile acid cotransporter family), member 4
54419	Cldn6	K06087	claudin 6
54418	Fmn2	K02184	formin 2
54411	Atp6ap1	K03662	ATPase, H+ transporting, lysosomal accessory protein 1 
12229	Btk	K07370	Bruton agammaglobulinemia tyrosine kinase 
70835	Prss22	K09626	protease, serine 22
15874	Iapp	K08039	islet amyloid polypeptide
70349	Copb1	K17301	coatomer protein complex, subunit beta 1
70839	P2ry12	K04298	purinergic receptor P2Y, G-protein coupled 12
107701	Sf3b4	K12831	splicing factor 3b, subunit 4
78801	Ak7	K00939	adenylate kinase 7 
16509	Kcne1	K04894	potassium voltage-gated channel, Isk-related subfamily, member 1
54484	Mkrn1	K15687	makorin, ring finger protein, 1
239017	Ogdhl	K00164	oxoglutarate dehydrogenase-like 
21426	Tfec	K15591	transcription factor EC
18935	Phox2b	K09330	paired-like homeobox 2b
21425	Tfeb	K15590	transcription factor EB
21422	Tfcp2	K09275	transcription factor CP2
21423	Tcf3	K09063	transcription factor 3
21420	Tfap2c	K09177	transcription factor AP-2, gamma
18933	Prrx1	K09329	paired related homeobox 1
17386	Mmp13	K07994	matrix metallopeptidase 13
223838	Adamts20	K09609	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 20
18938	Ppp1r14b	K17555	protein phosphatase 1, regulatory (inhibitor) subunit 14B
21428	Mlx	K09113	MAX-like protein X
21429	Ubtf	K09273	upstream binding transcription factor, RNA polymerase I
16508	Kcnd2	K04892	potassium voltage-gated channel, Shal-related family, member 2
17384	Mmp10	K01396	matrix metallopeptidase 10 
211949	Spsb4	K10343	splA/ryanodine receptor domain and SOCS box containing 4
66757	Adat2	K15441	adenosine deaminase, tRNA-specific 2 
18829	Ccl21a	K16062	chemokine (C-C motif) ligand 21A (serine)
245827	Fat2	K16506	FAT tumor suppressor homolog 2 (Drosophila)
11847	Arg2	K01476	arginase type II 
72459	Htatsf1	K13093	HIV TAT specific factor 1
232431	Gprc5a	K08468	G protein-coupled receptor, family C, group 5, member A
52521	Zfp622	K14816	zinc finger protein 622
319955	Ercc6	K10841	excision repair cross-complementing rodent repair deficiency, complementation group 6
242316	Gdf6	K04664	growth differentiation factor 6
18534	Pck1	K01596	phosphoenolpyruvate carboxykinase 1, cytosolic 
18823	Plp1	K17271	proteolipid protein (myelin) 1
12015	Bad	K02158	BCL2-associated agonist of cell death
68349	Ndufs3	K03936	NADH dehydrogenase (ubiquinone) Fe-S protein 3 
353190	Edc3	K12615	enhancer of mRNA decapping 3 homolog (S. cerevisiae)
68346	Sirt5	K11415	sirtuin 5
11840	Arf1	K07937	ADP-ribosylation factor 1
68612	Ube2c	K06688	ubiquitin-conjugating enzyme E2C 
259040	Olfr1416	K04257	olfactory receptor 1416
68342	Ndufb10	K03966	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 10
435845	Tmprss11c	K14359	transmembrane protease, serine 11c
18310	Olfr13	K04257	olfactory receptor 13
243407	C130060K24Rik	K08378	RIKEN cDNA C130060K24 gene
100862375	Gm21685	K12305	predicted gene, 21685
67378	Bbs2	K16747	Bardet-Biedl syndrome 2 (human)
67374	Jam2	K06735	junction adhesion molecule 2
67375	Qprt	K00767	quinolinate phosphoribosyltransferase 
243958	Siglecg	K06749	sialic acid binding Ig-like lectin G
67371	Gtf3c6	K15203	general transcription factor IIIC, polypeptide 6, alpha
67373	2210010C04Rik	K01312	RIKEN cDNA 2210010C04 gene 
108105	B3gnt5	K03766	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5 
14344	Fut2	K00718	fucosyltransferase 2 
108100	Baiap2	K05627	brain-specific angiogenesis inhibitor 1-associated protein 2
12013	Bach1	K09042	BTB and CNC homology 1
71078	Adam30	K08615	a disintegrin and metallopeptidase domain 30
12012	Baat	K00659	bile acid-Coenzyme A: amino acid N-acyltransferase 
381534	Ube2u	K10584	ubiquitin-conjugating enzyme E2U (putative) 
18643	Pfn1	K05759	profilin 1
14479	Usp15	K11835	ubiquitin specific peptidase 15 
26395	Map2k1	K04368	mitogen-activated protein kinase kinase 1 
18640	Pfkfb2	K01103	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2 
17259	Mef2b	K09261	myocyte enhancer factor 2B
14472	Gbx2	K09321	gastrulation brain homeobox 2
16504	Kcnc3	K04889	potassium voltage gated channel, Shaw-related subfamily, member 3
11875	Art5	K00775	ADP-ribosyltransferase 5 
268465	Eme1	K10882	essential meiotic endonuclease 1 homolog 1 (S. pombe)
17132	Maf	K09035	avian musculoaponeurotic fibrosarcoma (v-maf) AS42 oncogene homolog
16663	Krt13	K07604	keratin 13
72133	Trub1	K03177	TruB pseudouridine (psi) synthase homolog 1 (E. coli)
239845	Gpr156	K04617	G protein-coupled receptor 156
72136	Chst14	K08105	carbohydrate (N-acetylgalactosamine 4-0) sulfotransferase 14 
110794	Cebpe	K10051	CCAAT/enhancer binding protein (C/EBP), epsilon
13840	Epha6	K05107	Eph receptor A6 
110796	Tshz1	K09236	teashirt zinc finger family member 1
50883	Chek2	K06641	checkpoint kinase 2 
13845	Ephb3	K05112	Eph receptor B3 
13844	Ephb2	K05111	Eph receptor B2 
13846	Ephb4	K05113	Eph receptor B4 
13849	Ephx1	K01253	epoxide hydrolase 1, microsomal 
13848	Ephb6	K05114	Eph receptor B6 
666532	Gm13139	K09228	predicted gene 13139
230674	Kdm4a	K06709	lysine (K)-specific demethylase 4A 
94332	Cadm3	K06780	cell adhesion molecule 3
66979	Pole4	K03506	polymerase (DNA-directed), epsilon 4 (p12 subunit) 
30945	Rnf19a	K11972	ring finger protein 19A
66977	Nuf2	K11548	NUF2, NDC80 kinetochore complex component, homolog (S. cerevisiae)
69299	Asb9	K10331	ankyrin repeat and SOCS box-containing 9
66973	Mrps18b	K16174	mitochondrial ribosomal protein S18B
66972	Slc25a23	K14684	solute carrier family 25 (mitochondrial carrier
239591	Ttll8	K16608	tubulin tyrosine ligase-like family, member 8
72391	Cdkn3	K14167	cyclin-dependent kinase inhibitor 3 
16502	Kcnc1	K04887	potassium voltage gated channel, Shaw-related subfamily, member 1
17254	Slc3a2	K06519	solute carrier family 3 (activators of dibasic and neutral amino acid transport), member 2
72399	Brap	K10632	BRCA1 associated protein
16661	Krt10	K07604	keratin 10
547210	Gm6026	K11251	predicted gene 6026
100019	Mdn1	K14572	midasin homolog (yeast)
213773	Tbl3	K14555	transducin (beta)-like 3
225865	Catsper1	K16889	cation channel, sperm associated 1
19109	Prl	K05439	prolactin
52055	Rab11fip5	K12484	RAB11 family interacting protein 5 (class I)
108062	Cstf2	K14407	cleavage stimulation factor, 3' pre-RNA subunit 2
11569	Aebp2	K17452	AE binding protein 2
230718	Nt5c1a	K01081	5'-nucleotidase, cytosolic IA 
101706	Numa1	K16808	nuclear mitotic apparatus protein 1
665095	Cyp2j8	K07418	cytochrome P450, family 2, subfamily j, polypeptide 8
319229	Sctr	K04588	secretin receptor
234878	Mlk4	K17534	cDNA sequence BC021891 
11566	Adss	K01939	adenylosuccinate synthetase, non muscle 
11567	Avil	K08017	advillin
109275	Actr5	K11672	ARP5 actin-related protein 5
627872	Dnah7a	K10408	dynein, axonemal, heavy chain 7A
66435	Uggt2	K11718	UDP-glucose glycoprotein glucosyltransferase 2
16667	Krt17	K07604	keratin 17
50528	Tmprss2	K09633	transmembrane protease, serine 2 
11811	Apobec2	K18772	apolipoprotein B mRNA editing enzyme, catalytic polypeptide 2
22249	Unc13b	K15293	unc-13 homolog B (C. elegans)
22247	Umps	K13421	uridine monophosphate synthetase 
22245	Uck1	K00876	uridine-cytidine kinase 1 
58991	Ghrl	K05254	ghrelin
22242	Umod	K18274	uromodulin
22241	Ulk1	K08269	unc-51 like kinase 1 
20379	Sfrp4	K02185	secreted frizzled-related protein 4
239336	Rxfp3	K08397	relaxin family peptide receptor 3
239337	Adamts12	K08626	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 12
18003	Nedd9	K16832	neural precursor cell expressed, developmentally down-regulated gene 9
11774	Ap3b1	K12397	adaptor-related protein complex 3, beta 1 subunit
74035	Nol9	K06947	nucleolar protein 9
98660	Atp1a2	K01539	ATPase, Na+/K+ transporting, alpha 2 polypeptide 
27398	Mrpl2	K02886	mitochondrial ribosomal protein L2
27399	Ip6k1	K07756	inositol hexaphosphate kinase 1 
27397	Mrpl17	K02879	mitochondrial ribosomal protein L17
